YEAR,dma_code,weight,hhmember,HINCP,AGEP,RAC1P
2006,500,0.01,1,9300.0,83.0,1.0
2006,500,0.01,2,17980.0,90.0,1.0
2006,500,0.01,1,180100.0,46.0,1.0
2006,500,0.01,1,23800.0,65.0,1.0
2006,500,0.01,3,37430.0,18.0,1.0
2006,500,0.01,2,8200.0,69.0,1.0
2006,500,0.01,2,103000.0,53.0,1.0
2006,500,0.01,3,107500.0,47.0,1.0
2006,500,0.01,3,110000.0,59.0,1.0
2006,500,0.01,2,39000.0,21.0,1.0
2006,500,0.01,2,281000.0,61.0,1.0
2006,500,0.01,2,61900.0,26.0,1.0
2006,500,0.01,2,63700.0,36.0,1.0
2006,500,0.01,2,109400.0,37.0,1.0
2006,500,0.01,3,77000.0,23.0,1.0
2006,500,0.01,2,26500.0,28.0,1.0
2006,500,0.01,2,72400.0,54.0,1.0
2006,500,0.01,2,34150.0,61.0,1.0
2006,500,0.01,4,46300.0,47.0,1.0
2006,500,0.01,2,38810.0,41.0,1.0
2006,500,0.01,2,54800.0,57.0,1.0
2006,500,0.01,2,30000.0,46.0,1.0
2006,500,0.01,2,57000.0,34.0,1.0
2006,500,0.01,1,32000.0,31.0,1.0
2006,500,0.01,2,69000.0,48.0,1.0
2006,500,0.01,2,86300.0,50.0,1.0
2006,500,0.01,3,134120.0,52.0,1.0
2006,500,0.01,2,20500.0,70.0,1.0
2006,500,0.01,3,154000.0,18.0,1.0
2006,500,0.01,2,59000.0,55.0,1.0
2006,500,0.01,3,37430.0,18.0,1.0
2006,500,0.01,2,7400.0,38.0,1.0
2006,500,0.01,2,68000.0,36.0,1.0
2006,500,0.01,1,19000.0,61.0,1.0
2006,501,0.01,2,90000.0,57.0,1.0
2006,501,0.01,4,158680.0,53.0,8.0
2006,501,0.01,2,155230.0,36.0,1.0
2006,501,0.01,2,77000.0,26.0,1.0
2006,501,0.01,4,212300.0,33.0,1.0
2006,501,0.01,2,49100.0,67.0,1.0
2006,501,0.01,2,66300.0,67.0,1.0
2006,501,0.01,2,205000.0,50.0,1.0
2006,501,0.01,1,3700.0,90.0,1.0
2006,501,0.01,3,124100.0,71.0,6.0
2006,501,0.01,4,34400.0,53.0,2.0
2006,501,0.01,2,45300.0,67.0,1.0
2006,501,0.01,1,35800.0,24.0,1.0
2006,501,0.01,1,17200.0,81.0,1.0
2006,501,0.01,2,645000.0,41.0,1.0
2006,501,0.01,5,81000.0,75.0,6.0
2006,501,0.01,2,54100.0,85.0,1.0
2006,501,0.01,2,160900.0,29.0,1.0
2006,501,0.01,2,102000.0,29.0,1.0
2006,501,0.01,3,60000.0,54.0,1.0
2006,501,0.01,3,46700.0,18.0,1.0
2006,501,0.01,2,92000.0,46.0,1.0
2006,501,0.01,2,170000.0,34.0,6.0
2006,501,0.01,3,157000.0,18.0,1.0
2006,501,0.01,1,25000.0,48.0,1.0
2006,501,0.01,4,21720.0,22.0,1.0
2006,501,0.01,2,95200.0,74.0,1.0
2006,501,0.01,2,107000.0,42.0,2.0
2006,501,0.01,2,100000.0,62.0,1.0
2006,501,0.01,3,42100.0,41.0,1.0
2006,501,0.01,3,201900.0,57.0,6.0
2006,501,0.01,1,36000.0,64.0,2.0
2006,501,0.01,1,12000.0,75.0,2.0
2006,501,0.01,4,144100.0,25.0,6.0
2006,501,0.01,3,77200.0,22.0,1.0
2006,501,0.01,1,51070.0,67.0,6.0
2006,501,0.01,5,100400.0,30.0,1.0
2006,501,0.01,3,70800.0,71.0,1.0
2006,501,0.01,3,148000.0,49.0,8.0
2006,501,0.01,3,80800.0,39.0,8.0
2006,501,0.01,2,104000.0,37.0,6.0
2006,501,0.01,4,91000.0,62.0,8.0
2006,501,0.01,4,162630.0,41.0,1.0
2006,501,0.01,2,204000.0,58.0,1.0
2006,501,0.01,2,30600.0,24.0,6.0
2006,501,0.01,2,119000.0,76.0,1.0
2006,501,0.01,2,86000.0,42.0,2.0
2006,501,0.01,3,170000.0,48.0,6.0
2006,501,0.01,3,58800.0,76.0,1.0
2006,501,0.01,4,89000.0,57.0,1.0
2006,501,0.01,2,158000.0,46.0,1.0
2006,501,0.01,2,34430.0,57.0,1.0
2006,501,0.01,2,180100.0,32.0,1.0
2006,501,0.01,4,200000.0,27.0,1.0
2006,501,0.01,3,16500.0,79.0,6.0
2006,501,0.01,2,167500.0,46.0,1.0
2006,501,0.01,4,44600.0,22.0,1.0
2006,501,0.01,2,80000.0,63.0,9.0
2006,501,0.01,1,9204.0,77.0,1.0
2006,501,0.01,2,64000.0,46.0,1.0
2006,501,0.01,2,35000.0,33.0,1.0
2006,501,0.01,2,98400.0,68.0,1.0
2006,501,0.01,2,70000.0,27.0,1.0
2006,501,0.01,2,200650.0,44.0,6.0
2006,501,0.01,2,124000.0,46.0,1.0
2006,501,0.01,1,67400.0,62.0,1.0
2006,501,0.01,3,29300.0,47.0,1.0
2006,501,0.01,5,21300.0,47.0,8.0
2006,501,0.01,2,261200.0,64.0,1.0
2006,501,0.01,4,46800.0,69.0,1.0
2006,501,0.01,3,83900.0,64.0,9.0
2006,501,0.01,1,43000.0,48.0,1.0
2006,501,0.01,2,203000.0,36.0,1.0
2006,501,0.01,2,210000.0,33.0,1.0
2006,501,0.01,2,100000.0,60.0,6.0
2006,501,0.01,3,245000.0,55.0,1.0
2006,501,0.01,2,92000.0,48.0,2.0
2006,501,0.01,4,71000.0,27.0,1.0
2006,501,0.01,2,100000.0,47.0,1.0
2006,501,0.01,3,252520.0,20.0,1.0
2006,501,0.01,1,70600.0,94.0,1.0
2006,501,0.01,3,4800.0,44.0,2.0
2006,501,0.01,2,103000.0,50.0,6.0
2006,501,0.01,5,48920.0,27.0,1.0
2006,501,0.01,2,66000.0,48.0,1.0
2006,501,0.01,2,70200.0,70.0,1.0
2006,501,0.01,2,308200.0,66.0,1.0
2006,501,0.01,3,74000.0,52.0,6.0
2006,501,0.01,3,104400.0,27.0,6.0
2006,501,0.01,1,35000.0,38.0,8.0
2006,501,0.01,2,51570.0,18.0,1.0
2006,501,0.01,3,143200.0,80.0,6.0
2006,501,0.01,2,104330.0,38.0,1.0
2006,501,0.01,1,50000.0,29.0,1.0
2006,501,0.01,3,53710.0,31.0,1.0
2006,501,0.01,3,164000.0,64.0,1.0
2006,501,0.01,3,29500.0,33.0,1.0
2006,501,0.01,3,13000.0,22.0,1.0
2006,501,0.01,5,89000.0,18.0,1.0
2006,501,0.01,4,82300.0,41.0,2.0
2006,502,0.01,1,16960.0,83.0,1.0
2006,502,0.01,1,34200.0,78.0,1.0
2006,502,0.01,2,39000.0,49.0,1.0
2006,502,0.01,2,124000.0,57.0,1.0
2006,502,0.01,2,107000.0,40.0,1.0
2006,502,0.01,2,51000.0,44.0,1.0
2006,502,0.01,3,40400.0,79.0,1.0
2006,502,0.01,1,18000.0,42.0,1.0
2006,502,0.01,2,44000.0,51.0,1.0
2006,502,0.01,2,57700.0,59.0,1.0
2006,502,0.01,2,61810.0,38.0,1.0
2006,502,0.01,2,118900.0,70.0,8.0
2006,502,0.01,2,71800.0,63.0,1.0
2006,502,0.01,2,41000.0,23.0,1.0
2006,502,0.01,3,61410.0,82.0,1.0
2006,502,0.01,2,80000.0,60.0,1.0
2006,502,0.01,2,86600.0,79.0,1.0
2006,502,0.01,2,50800.0,51.0,1.0
2006,502,0.01,1,60000.0,54.0,1.0
2006,502,0.01,1,16000.0,46.0,1.0
2006,502,0.01,2,121900.0,62.0,1.0
2006,502,0.01,1,10000.0,34.0,1.0
2006,502,0.01,5,35620.0,48.0,1.0
2006,502,0.01,2,83300.0,49.0,1.0
2006,502,0.01,2,127000.0,53.0,1.0
2006,502,0.01,2,101100.0,44.0,1.0
2006,502,0.01,2,60000.0,56.0,1.0
2006,502,0.01,3,81330.0,18.0,1.0
2006,502,0.01,3,8700.0,49.0,1.0
2006,502,0.01,2,41000.0,23.0,1.0
2006,502,0.01,2,28300.0,42.0,1.0
2006,502,0.01,2,54700.0,46.0,1.0
2006,502,0.01,3,65300.0,34.0,1.0
2006,502,0.01,2,26300.0,69.0,1.0
2006,502,0.01,2,83300.0,57.0,1.0
2006,502,0.01,3,50000.0,46.0,1.0
2006,502,0.01,2,33700.0,59.0,1.0
2006,502,0.01,1,9100.0,44.0,1.0
2006,502,0.01,1,53080.0,49.0,1.0
2006,502,0.01,2,26100.0,66.0,1.0
2006,502,0.01,3,4210.0,51.0,2.0
2006,502,0.01,1,3600.0,81.0,1.0
2006,502,0.01,2,46000.0,27.0,1.0
2006,502,0.01,1,49100.0,51.0,1.0
2006,502,0.01,2,27200.0,75.0,1.0
2006,502,0.01,3,124950.0,43.0,1.0
2006,502,0.01,1,49000.0,45.0,1.0
2006,502,0.01,2,40700.0,26.0,1.0
2006,502,0.01,2,30000.0,28.0,1.0
2006,502,0.01,2,57550.0,43.0,1.0
2006,502,0.01,2,39600.0,64.0,1.0
2006,502,0.01,2,69000.0,41.0,1.0
2006,502,0.01,2,66500.0,34.0,1.0
2006,502,0.01,3,92000.0,54.0,1.0
2006,502,0.01,2,54400.0,52.0,1.0
2006,502,0.01,3,115810.0,66.0,1.0
2006,502,0.01,2,120000.0,40.0,1.0
2006,502,0.01,2,107000.0,40.0,1.0
2006,502,0.01,3,107000.0,52.0,1.0
2006,502,0.01,2,42600.0,43.0,2.0
2006,502,0.01,1,19170.0,70.0,1.0
2006,502,0.01,2,46700.0,58.0,1.0
2006,502,0.01,3,78200.0,48.0,1.0
2006,502,0.01,2,46700.0,58.0,1.0
2006,502,0.01,1,11000.0,56.0,1.0
2006,502,0.01,4,135440.0,21.0,1.0
2006,502,0.01,2,52400.0,41.0,1.0
2006,502,0.01,2,39100.0,40.0,1.0
2006,502,0.01,3,144600.0,22.0,1.0
2006,502,0.01,4,231500.0,44.0,6.0
2006,502,0.01,2,72700.0,68.0,1.0
2006,502,0.01,3,55500.0,45.0,1.0
2006,502,0.01,2,51230.0,81.0,1.0
2006,502,0.01,5,150670.0,24.0,1.0
2006,502,0.01,2,123504.0,60.0,1.0
2006,502,0.01,1,8100.0,68.0,1.0
2006,502,0.01,2,90200.0,46.0,1.0
2006,502,0.01,2,221870.0,57.0,1.0
2006,502,0.01,2,26100.0,65.0,1.0
2006,502,0.01,2,121000.0,61.0,1.0
2006,502,0.01,2,66000.0,30.0,1.0
2006,502,0.01,2,44100.0,63.0,1.0
2006,502,0.01,1,11310.0,84.0,1.0
2006,502,0.01,2,40000.0,56.0,1.0
2006,502,0.01,2,18000.0,72.0,1.0
2006,502,0.01,2,15300.0,39.0,1.0
2006,502,0.01,1,4820.0,41.0,1.0
2006,502,0.01,2,32500.0,75.0,1.0
2006,502,0.01,2,27000.0,40.0,1.0
2006,502,0.01,2,56300.0,73.0,1.0
2006,502,0.01,2,66200.0,23.0,1.0
2006,502,0.01,2,64030.0,56.0,1.0
2006,502,0.01,2,34180.0,82.0,1.0
2006,502,0.01,4,111100.0,78.0,1.0
2006,502,0.01,3,61100.0,19.0,1.0
2006,502,0.01,2,17000.0,38.0,1.0
2006,502,0.01,2,72700.0,68.0,1.0
2006,502,0.01,2,35400.0,43.0,1.0
2006,502,0.01,3,50000.0,20.0,1.0
2006,502,0.01,2,85000.0,34.0,1.0
2006,503,0.01,2,22080.0,81.0,2.0
2006,503,0.01,3,60000.0,22.0,1.0
2006,503,0.01,2,87000.0,33.0,1.0
2006,503,0.01,3,55000.0,26.0,1.0
2006,503,0.01,2,44700.0,77.0,1.0
2006,503,0.01,2,65000.0,49.0,1.0
2006,503,0.01,1,4600.0,62.0,1.0
2006,503,0.01,1,21000.0,38.0,1.0
2006,503,0.01,2,55100.0,52.0,1.0
2006,503,0.01,2,70000.0,41.0,1.0
2006,503,0.01,1,56200.0,53.0,1.0
2006,503,0.01,3,45000.0,46.0,1.0
2006,503,0.01,1,54500.0,74.0,1.0
2006,503,0.01,2,67500.0,26.0,1.0
2006,503,0.01,2,17400.0,19.0,1.0
2006,503,0.01,3,73000.0,20.0,2.0
2006,503,0.01,2,22080.0,50.0,2.0
2006,503,0.01,3,39400.0,74.0,2.0
2006,503,0.01,2,14090.0,22.0,2.0
2006,503,0.01,1,6000.0,41.0,2.0
2006,503,0.01,2,80730.0,45.0,1.0
2006,503,0.01,2,22800.0,70.0,2.0
2006,503,0.01,2,0.0,25.0,1.0
2006,503,0.01,2,70000.0,59.0,1.0
2006,503,0.01,1,18000.0,21.0,2.0
2006,503,0.01,6,147200.0,23.0,1.0
2006,503,0.01,2,27000.0,51.0,2.0
2006,503,0.01,2,93800.0,45.0,1.0
2006,503,0.01,2,29200.0,53.0,1.0
2006,503,0.01,2,67500.0,26.0,1.0
2006,503,0.01,2,19600.0,73.0,1.0
2006,503,0.01,2,54000.0,24.0,1.0
2006,503,0.01,1,7200.0,21.0,2.0
2006,503,0.01,1,15600.0,78.0,1.0
2006,503,0.01,4,58710.0,21.0,2.0
2006,503,0.01,2,79880.0,62.0,1.0
2006,503,0.01,2,129400.0,70.0,1.0
2006,503,0.01,3,60240.0,24.0,1.0
2006,503,0.01,2,78200.0,71.0,1.0
2006,503,0.01,2,60000.0,34.0,6.0
2006,503,0.01,5,56900.0,48.0,1.0
2006,503,0.01,3,76260.0,20.0,1.0
2006,503,0.01,3,61000.0,26.0,2.0
2006,503,0.01,1,18100.0,32.0,2.0
2006,503,0.01,2,44000.0,23.0,1.0
2006,503,0.01,2,58600.0,25.0,1.0
2006,503,0.01,2,24300.0,61.0,1.0
2006,503,0.01,2,47400.0,22.0,1.0
2006,503,0.01,1,79900.0,39.0,1.0
2006,503,0.01,3,57400.0,60.0,1.0
2006,503,0.01,2,15600.0,24.0,1.0
2006,503,0.01,2,106600.0,79.0,1.0
2006,503,0.01,1,20000.0,54.0,1.0
2006,503,0.01,2,70100.0,33.0,1.0
2006,503,0.01,1,23900.0,79.0,1.0
2006,503,0.01,3,55100.0,79.0,1.0
2006,503,0.01,3,72000.0,19.0,1.0
2006,503,0.01,2,44700.0,77.0,1.0
2006,503,0.01,1,16810.0,66.0,1.0
2006,503,0.01,2,30000.0,44.0,1.0
2006,503,0.01,1,9800.0,38.0,1.0
2006,503,0.01,2,114000.0,49.0,1.0
2006,503,0.01,4,107400.0,30.0,1.0
2006,503,0.01,2,75000.0,36.0,6.0
2006,503,0.01,2,51600.0,49.0,1.0
2006,503,0.01,2,66200.0,30.0,1.0
2006,503,0.01,1,70000.0,54.0,1.0
2006,503,0.01,2,36100.0,48.0,2.0
2006,503,0.01,2,103910.0,54.0,1.0
2006,503,0.01,2,58600.0,33.0,1.0
2006,503,0.01,2,13200.0,56.0,1.0
2006,503,0.01,3,101000.0,45.0,1.0
2006,503,0.01,3,105000.0,42.0,1.0
2006,503,0.01,3,69940.0,46.0,1.0
2006,503,0.01,2,58400.0,63.0,1.0
2006,503,0.01,2,71300.0,59.0,1.0
2006,503,0.01,2,64000.0,33.0,1.0
2006,503,0.01,1,50130.0,49.0,1.0
2006,503,0.01,2,30600.0,49.0,2.0
2006,503,0.01,2,10500.0,59.0,1.0
2006,503,0.01,2,36630.0,51.0,1.0
2006,503,0.01,1,90000.0,72.0,2.0
2006,503,0.01,2,30600.0,46.0,2.0
2006,503,0.01,1,35000.0,54.0,1.0
2006,503,0.01,4,38000.0,30.0,2.0
2006,503,0.01,2,70000.0,57.0,1.0
2006,503,0.01,1,7000.0,77.0,2.0
2006,503,0.01,1,10100.0,80.0,1.0
2006,503,0.01,1,31000.0,25.0,2.0
2006,503,0.01,3,46700.0,49.0,2.0
2006,503,0.01,2,25700.0,49.0,1.0
2006,503,0.01,2,190400.0,56.0,1.0
2006,503,0.01,2,1500.0,37.0,1.0
2006,503,0.01,3,25100.0,73.0,1.0
2006,503,0.01,2,78000.0,34.0,1.0
2006,503,0.01,2,88800.0,52.0,1.0
2006,503,0.01,2,13200.0,56.0,1.0
2006,503,0.01,2,15000.0,21.0,1.0
2006,503,0.01,2,83000.0,47.0,1.0
2006,503,0.01,1,6000.0,22.0,2.0
2006,504,0.01,2,317800.0,37.0,1.0
2006,504,0.01,3,104450.0,61.0,1.0
2006,504,0.01,2,72900.0,33.0,1.0
2006,504,0.01,2,130000.0,45.0,1.0
2006,504,0.01,2,72100.0,50.0,1.0
2006,504,0.01,1,36000.0,25.0,1.0
2006,504,0.01,1,23850.0,25.0,2.0
2006,504,0.01,3,106000.0,51.0,1.0
2006,504,0.01,1,18250.0,90.0,1.0
2006,504,0.01,2,34300.0,69.0,1.0
2006,504,0.01,2,321500.0,54.0,1.0
2006,504,0.01,2,55400.0,53.0,1.0
2006,504,0.01,1,3560.0,33.0,2.0
2006,504,0.01,1,35000.0,70.0,1.0
2006,504,0.01,3,125200.0,25.0,2.0
2006,504,0.01,3,179200.0,32.0,1.0
2006,504,0.01,2,65000.0,35.0,1.0
2006,504,0.01,3,87000.0,46.0,2.0
2006,504,0.01,4,110000.0,46.0,1.0
2006,504,0.01,3,62220.0,21.0,1.0
2006,504,0.01,2,54600.0,67.0,2.0
2006,504,0.01,3,78000.0,63.0,1.0
2006,504,0.01,2,210000.0,30.0,1.0
2006,504,0.01,3,218700.0,47.0,1.0
2006,504,0.01,2,52000.0,46.0,2.0
2006,504,0.01,2,69000.0,60.0,1.0
2006,504,0.01,1,15570.0,28.0,1.0
2006,504,0.01,3,97410.0,20.0,2.0
2006,504,0.01,3,59000.0,61.0,1.0
2006,504,0.01,3,103400.0,66.0,2.0
2006,504,0.01,4,40450.0,50.0,1.0
2006,504,0.01,4,84200.0,60.0,1.0
2006,504,0.01,2,32600.0,69.0,1.0
2006,504,0.01,5,136500.0,48.0,1.0
2006,504,0.01,2,128000.0,40.0,1.0
2006,504,0.01,3,87300.0,67.0,2.0
2006,504,0.01,2,53800.0,43.0,1.0
2006,504,0.01,2,24200.0,35.0,1.0
2006,504,0.01,2,130000.0,31.0,1.0
2006,504,0.01,5,122000.0,25.0,1.0
2006,504,0.01,2,200000.0,38.0,2.0
2006,504,0.01,1,45000.0,44.0,2.0
2006,504,0.01,2,63200.0,42.0,1.0
2006,504,0.01,1,13700.0,81.0,1.0
2006,504,0.01,3,25000.0,49.0,6.0
2006,504,0.01,3,50400.0,20.0,1.0
2006,504,0.01,5,50500.0,85.0,1.0
2006,504,0.01,3,124500.0,44.0,1.0
2006,504,0.01,2,95000.0,31.0,1.0
2006,504,0.01,2,153000.0,36.0,1.0
2006,504,0.01,3,75500.0,71.0,6.0
2006,504,0.01,3,139900.0,51.0,1.0
2006,504,0.01,2,105000.0,33.0,1.0
2006,504,0.01,2,83020.0,59.0,1.0
2006,504,0.01,2,7900.0,33.0,2.0
2006,504,0.01,5,85600.0,73.0,1.0
2006,504,0.01,2,66090.0,46.0,1.0
2006,504,0.01,2,52700.0,26.0,2.0
2006,504,0.01,2,68100.0,29.0,1.0
2006,504,0.01,1,15620.0,67.0,1.0
2006,504,0.01,2,144000.0,59.0,1.0
2006,504,0.01,3,114600.0,71.0,2.0
2006,504,0.01,2,71700.0,64.0,1.0
2006,504,0.01,3,148200.0,50.0,1.0
2006,504,0.01,2,210000.0,52.0,1.0
2006,504,0.01,2,129700.0,44.0,1.0
2006,504,0.01,1,14900.0,53.0,2.0
2006,504,0.01,2,70500.0,55.0,1.0
2006,504,0.01,2,64000.0,39.0,1.0
2006,504,0.01,1,49000.0,36.0,1.0
2006,504,0.01,2,72000.0,26.0,1.0
2006,504,0.01,2,80000.0,48.0,1.0
2006,504,0.01,2,21000.0,81.0,2.0
2006,504,0.01,3,44000.0,24.0,1.0
2006,504,0.01,2,16000.0,41.0,6.0
2006,504,0.01,2,55000.0,53.0,1.0
2006,504,0.01,1,24100.0,32.0,2.0
2006,504,0.01,2,43000.0,29.0,1.0
2006,504,0.01,3,174400.0,46.0,1.0
2006,504,0.01,3,33300.0,53.0,1.0
2006,504,0.01,1,30000.0,52.0,1.0
2006,504,0.01,2,32000.0,35.0,1.0
2006,504,0.01,2,105500.0,67.0,1.0
2006,504,0.01,1,60000.0,51.0,1.0
2006,504,0.01,2,155000.0,41.0,2.0
2006,504,0.01,3,92120.0,46.0,1.0
2006,504,0.01,2,15900.0,19.0,1.0
2006,504,0.01,4,131500.0,22.0,1.0
2006,504,0.01,4,140000.0,44.0,2.0
2006,504,0.01,3,63100.0,45.0,1.0
2006,504,0.01,1,45900.0,68.0,1.0
2006,504,0.01,2,145000.0,50.0,1.0
2006,504,0.01,3,205320.0,64.0,1.0
2006,504,0.01,3,138860.0,18.0,1.0
2006,504,0.01,2,287000.0,63.0,1.0
2006,504,0.01,3,106950.0,50.0,1.0
2006,504,0.01,4,86800.0,19.0,1.0
2006,504,0.01,4,86000.0,26.0,1.0
2006,504,0.01,3,72400.0,70.0,1.0
2006,504,0.01,1,7600.0,61.0,1.0
2006,505,0.01,2,348000.0,52.0,1.0
2006,505,0.01,2,40300.0,64.0,1.0
2006,505,0.01,3,78000.0,60.0,1.0
2006,505,0.01,2,5900.0,19.0,2.0
2006,505,0.01,3,87000.0,53.0,1.0
2006,505,0.01,1,22800.0,57.0,9.0
2006,505,0.01,1,5700.0,49.0,1.0
2006,505,0.01,2,67000.0,44.0,1.0
2006,505,0.01,1,74000.0,28.0,6.0
2006,505,0.01,2,23200.0,49.0,2.0
2006,505,0.01,2,35850.0,73.0,1.0
2006,505,0.01,2,98000.0,36.0,1.0
2006,505,0.01,2,129000.0,45.0,1.0
2006,505,0.01,1,26700.0,83.0,1.0
2006,505,0.01,3,93600.0,48.0,1.0
2006,505,0.01,2,80000.0,51.0,1.0
2006,505,0.01,4,201200.0,47.0,1.0
2006,505,0.01,4,30200.0,29.0,1.0
2006,505,0.01,2,213000.0,52.0,1.0
2006,505,0.01,1,38500.0,34.0,1.0
2006,505,0.01,3,137500.0,19.0,1.0
2006,505,0.01,3,120000.0,63.0,1.0
2006,505,0.01,3,107800.0,55.0,2.0
2006,505,0.01,2,152000.0,68.0,2.0
2006,505,0.01,1,100000.0,49.0,1.0
2006,505,0.01,2,19550.0,51.0,2.0
2006,505,0.01,2,70740.0,24.0,1.0
2006,505,0.01,4,55200.0,51.0,2.0
2006,505,0.01,2,333000.0,25.0,1.0
2006,505,0.01,1,33900.0,75.0,1.0
2006,505,0.01,2,17000.0,34.0,1.0
2006,505,0.01,2,129800.0,41.0,1.0
2006,505,0.01,2,57500.0,62.0,1.0
2006,505,0.01,2,0.0,44.0,2.0
2006,505,0.01,2,75000.0,40.0,1.0
2006,505,0.01,2,41900.0,76.0,1.0
2006,505,0.01,2,37500.0,80.0,1.0
2006,505,0.01,4,133250.0,27.0,1.0
2006,505,0.01,2,99000.0,53.0,1.0
2006,505,0.01,1,7000.0,67.0,2.0
2006,505,0.01,3,22140.0,38.0,2.0
2006,505,0.01,3,28800.0,33.0,8.0
2006,505,0.01,2,107103.0,26.0,1.0
2006,505,0.01,2,73800.0,30.0,6.0
2006,505,0.01,2,60000.0,49.0,2.0
2006,505,0.01,4,45350.0,78.0,1.0
2006,505,0.01,2,60000.0,39.0,1.0
2006,505,0.01,2,30600.0,84.0,2.0
2006,505,0.01,2,39600.0,72.0,1.0
2006,505,0.01,2,74000.0,50.0,1.0
2006,505,0.01,4,159400.0,59.0,1.0
2006,505,0.01,2,35900.0,63.0,1.0
2006,505,0.01,3,98000.0,38.0,1.0
2006,505,0.01,2,44000.0,32.0,1.0
2006,505,0.01,2,52000.0,37.0,1.0
2006,505,0.01,3,45700.0,18.0,2.0
2006,505,0.01,2,90000.0,31.0,1.0
2006,505,0.01,3,87000.0,55.0,1.0
2006,505,0.01,2,57670.0,68.0,1.0
2006,505,0.01,2,47400.0,52.0,9.0
2006,505,0.01,2,83000.0,59.0,1.0
2006,505,0.01,6,149800.0,62.0,1.0
2006,505,0.01,4,197650.0,21.0,1.0
2006,505,0.01,1,46400.0,73.0,1.0
2006,505,0.01,2,19100.0,30.0,2.0
2006,505,0.01,1,20900.0,37.0,2.0
2006,505,0.01,5,127000.0,40.0,1.0
2006,505,0.01,2,43000.0,64.0,1.0
2006,505,0.01,2,90000.0,27.0,1.0
2006,505,0.01,2,30000.0,28.0,1.0
2006,505,0.01,2,46200.0,37.0,1.0
2006,505,0.01,4,166800.0,45.0,1.0
2006,505,0.01,4,34700.0,39.0,1.0
2006,505,0.01,2,36530.0,85.0,1.0
2006,505,0.01,2,43000.0,49.0,1.0
2006,505,0.01,2,30000.0,54.0,2.0
2006,505,0.01,2,58000.0,50.0,1.0
2006,505,0.01,1,98500.0,72.0,1.0
2006,505,0.01,1,12000.0,65.0,1.0
2006,505,0.01,2,54840.0,32.0,1.0
