YEAR,dma_code,weight,HINCP_ADJ,AGEP,RAC1P,ESR
2008,537,0.002,147666.405,57.0,1.0,1.0
2008,537,0.002,11324.48568,22.0,1.0,1.0
2008,537,0.002,40796.66334,53.0,1.0,1.0
2008,537,0.002,42364.9824,65.0,1.0,6.0
2008,537,0.002,19349.391,21.0,6.0,1.0
2008,537,0.002,127807.8195,68.0,1.0,6.0
2008,537,0.002,171089.35199999998,40.0,1.0,1.0
2008,537,0.002,43699.07199,38.0,1.0,1.0
2008,537,0.002,73324.008,57.0,1.0,1.0
2008,537,0.002,43790.727,60.0,1.0,6.0
2008,537,0.002,19349.391,54.0,1.0,1.0
2008,537,0.002,10489.4067,38.0,1.0,6.0
2008,537,0.002,126178.3971,56.0,1.0,1.0
2008,537,0.002,71287.23,25.0,1.0,6.0
2008,537,0.002,84017.0925,41.0,1.0,6.0
2008,537,0.002,33912.3537,69.0,1.0,1.0
2008,537,0.002,27496.503,25.0,1.0,6.0
2008,537,0.002,12220.668,74.0,1.0,6.0
2008,537,0.002,48271.6386,77.0,1.0,6.0
2008,537,0.002,39819.0099,76.0,1.0,6.0
2008,537,0.002,40531.8822,63.0,1.0,6.0
2008,537,0.002,54178.294799999996,59.0,1.0,6.0
2008,537,0.002,68272.79856,55.0,1.0,6.0
2008,537,0.002,116554.62105,19.0,1.0,4.0
2008,537,0.002,641.58507,18.0,1.0,6.0
2008,537,0.002,35114.05272,67.0,1.0,6.0
2008,537,0.002,41346.5934,37.0,1.0,1.0
2008,537,0.002,54993.006,58.0,1.0,1.0
2008,537,0.002,54891.1671,82.0,1.0,6.0
2008,537,0.002,54178.294799999996,29.0,1.0,1.0
2008,537,0.002,93793.6269,67.0,1.0,1.0
2008,537,0.002,104894.067,31.0,1.0,6.0
2008,537,0.002,58048.173,34.0,1.0,1.0
2008,537,0.002,14664.8016,48.0,1.0,1.0
2008,537,0.002,79434.342,68.0,1.0,6.0
2008,537,0.002,13015.01142,22.0,1.0,1.0
2008,537,0.002,7841.5953,35.0,1.0,6.0
2008,537,0.002,121901.1633,40.0,1.0,1.0
2008,537,0.002,16294.224,66.0,1.0,6.0
2008,537,0.002,25887.448379999998,22.0,1.0,6.0
2008,537,0.002,17618.1297,57.0,1.0,1.0
2008,537,0.002,46234.8606,53.0,1.0,1.0
2008,537,0.002,9776.5344,76.0,1.0,6.0
2008,537,0.002,173126.13,94.0,1.0,6.0
2008,537,0.002,22612.309355999998,70.0,1.0,6.0
2008,537,0.002,15785.0295,42.0,1.0,1.0
2008,537,0.002,34828.9038,70.0,1.0,6.0
2008,537,0.002,17312.613,82.0,1.0,6.0
2008,537,0.002,18015.30141,79.0,1.0,6.0
2008,537,0.002,108662.1063,72.0,1.0,1.0
2008,537,0.002,11507.7957,18.0,1.0,1.0
2008,537,0.002,40837.3989,59.0,1.0,6.0
2008,537,0.002,27496.503,61.0,9.0,6.0
2008,537,0.002,94506.4992,57.0,1.0,1.0
2008,537,0.002,85137.3204,85.0,1.0,6.0
2008,537,0.002,7841.5953,47.0,1.0,6.0
2008,537,0.002,88599.843,26.0,1.0,1.0
2008,537,0.002,110495.2065,59.0,1.0,1.0
2008,537,0.002,29940.636599999998,71.0,9.0,6.0
2008,537,0.002,73833.2025,19.0,1.0,1.0
2008,537,0.002,16406.24679,50.0,1.0,6.0
2008,537,0.002,152758.35,59.0,1.0,1.0
2008,537,0.002,50919.45,55.0,1.0,1.0
2008,537,0.002,25867.0806,56.0,1.0,3.0
2008,537,0.002,112430.1456,67.0,1.0,6.0
2008,537,0.002,63343.7958,50.0,1.0,1.0
2008,537,0.002,9674.6955,51.0,1.0,6.0
2008,537,0.002,30551.67,54.0,1.0,1.0
2008,537,0.002,43006.56747,19.0,1.0,1.0
2008,537,0.002,98783.733,60.0,1.0,1.0
2008,537,0.002,11304.1179,38.0,1.0,6.0
2008,537,0.002,28514.892,18.0,1.0,6.0
2008,537,0.002,61062.60444,77.0,1.0,6.0
2008,537,0.002,49901.061,25.0,1.0,2.0
2008,537,0.002,13442.7348,42.0,1.0,6.0
2008,537,0.002,58964.7231,37.0,1.0,1.0
2008,537,0.002,81471.12,40.0,1.0,3.0
2008,537,0.002,33301.3203,26.0,1.0,6.0
2008,537,0.002,51937.839,44.0,1.0,1.0
2008,537,0.002,38495.1042,54.0,1.0,1.0
2008,537,0.002,22913.7525,27.0,1.0,3.0
2008,537,0.002,4613.30217,19.0,1.0,1.0
2008,537,0.002,105097.7448,20.0,1.0,1.0
2008,537,0.002,136056.7704,74.0,1.0,6.0
2008,537,0.002,12220.668,75.0,1.0,6.0
2008,537,0.002,101838.9,47.0,1.0,1.0
2008,537,0.002,24237.658199999998,65.0,1.0,6.0
2008,537,0.002,41652.1101,83.0,1.0,6.0
2008,537,0.002,67213.674,31.0,1.0,4.0
2008,537,0.002,6008.4951,57.0,1.0,6.0
2008,537,0.002,37680.393,25.0,1.0,1.0
2008,537,0.002,372526.6962,71.0,1.0,2.0
2008,537,0.002,84118.9314,62.0,1.0,1.0
2008,537,0.002,134325.5091,49.0,1.0,1.0
2008,537,0.002,46856.07789,51.0,1.0,1.0
2008,537,0.002,10693.084499999999,67.0,1.0,6.0
2008,537,0.002,71083.5522,41.0,1.0,1.0
2008,537,0.002,19960.4244,19.0,1.0,1.0
2008,537,0.002,59066.562,57.0,1.0,1.0
2008,537,0.002,102887.84067,38.0,1.0,1.0
2008,537,0.002,24339.4971,45.0,1.0,1.0
2008,537,0.002,341975.0262,59.0,1.0,1.0
2008,537,0.002,35643.615,28.0,1.0,6.0
2008,537,0.002,29227.7643,18.0,1.0,6.0
2008,537,0.002,67172.93844,61.0,1.0,6.0
2008,537,0.002,153573.0612,69.0,1.0,6.0
2008,537,0.002,69046.7742,48.0,1.0,1.0
2008,537,0.002,57742.6563,73.0,1.0,6.0
2008,537,0.002,22811.9136,57.0,1.0,1.0
2008,537,0.002,25968.9195,21.0,1.0,1.0
2008,537,0.002,33097.6425,50.0,2.0,6.0
2008,537,0.002,101838.9,61.0,1.0,6.0
2008,537,0.002,23738.64759,86.0,1.0,6.0
2008,537,0.002,31712.63346,57.0,1.0,6.0
2008,537,0.002,78741.83748,49.0,1.0,3.0
2008,537,0.002,54585.6504,63.0,1.0,6.0
2008,537,0.002,190947.9375,53.0,1.0,6.0
2008,537,0.002,8859.9843,21.0,1.0,3.0
2008,537,0.002,35032.5816,79.0,1.0,6.0
2008,537,0.002,72305.619,35.0,1.0,1.0
2008,537,0.002,97561.66619999999,40.0,1.0,1.0
2008,537,0.002,64362.1848,33.0,1.0,1.0
2008,537,0.002,128318.032389,50.0,1.0,1.0
2008,537,0.002,39920.8488,44.0,1.0,1.0
2008,537,0.002,71287.23,47.0,1.0,4.0
2008,537,0.002,8859.9843,21.0,1.0,3.0
2008,537,0.002,45114.6327,41.0,1.0,1.0
2008,537,0.002,64362.1848,41.0,1.0,1.0
2008,537,0.002,32995.8036,81.0,1.0,6.0
2008,537,0.002,98783.733,42.0,1.0,1.0
2008,537,0.002,29125.9254,23.0,1.0,1.0
2008,537,0.002,166913.9571,56.0,1.0,1.0
2008,537,0.002,99802.122,47.0,1.0,1.0
2008,537,0.002,19247.5521,83.0,1.0,6.0
2008,537,0.002,341975.0262,59.0,1.0,1.0
2008,537,0.002,63140.118,59.0,1.0,6.0
2008,537,0.002,18331.002,86.0,1.0,6.0
2008,537,0.002,103773.8391,29.0,1.0,1.0
2008,537,0.002,122206.68,56.0,1.0,1.0
2008,537,0.002,27496.503,47.0,1.0,1.0
2008,537,0.002,56031.76278,44.0,1.0,1.0
2008,537,0.002,16925.62518,63.0,1.0,6.0
2008,537,0.002,97561.66619999999,40.0,1.0,1.0
2008,537,0.002,18840.1965,73.0,1.0,6.0
2008,537,0.002,76277.3361,65.0,1.0,6.0
2008,537,0.002,94710.177,52.0,1.0,1.0
2008,537,0.002,135445.737,59.0,1.0,1.0
2008,537,0.002,36254.6484,61.0,1.0,1.0
2008,537,0.002,77295.7251,39.0,1.0,1.0
2008,537,0.002,43790.727,51.0,1.0,1.0
2008,537,0.002,26478.114,76.0,1.0,6.0
2008,537,0.002,30551.67,33.0,1.0,1.0
2008,537,0.002,28514.892,31.0,1.0,1.0
2008,537,0.002,10591.2456,75.0,1.0,6.0
2008,537,0.002,57640.8174,42.0,1.0,1.0
2008,537,0.002,61103.34,23.0,1.0,1.0
2008,537,0.002,64158.507,43.0,1.0,1.0
2008,537,0.002,17312.613,35.0,1.0,6.0
2008,537,0.002,50919.45,42.0,1.0,1.0
2008,537,0.002,40735.56,33.0,1.0,1.0
2008,537,0.002,102959.12789999999,18.0,1.0,3.0
2008,537,0.002,14766.6405,47.0,1.0,6.0
2008,537,0.002,78415.953,67.0,1.0,1.0
2008,537,0.002,73833.2025,19.0,1.0,1.0
2008,537,0.002,65574.06771,40.0,1.0,1.0
2008,537,0.002,50104.7388,39.0,1.0,1.0
2008,537,0.002,36967.5207,65.0,1.0,6.0
2008,537,0.002,85748.3538,63.0,1.0,1.0
2008,537,0.002,146648.016,24.0,1.0,6.0
2008,537,0.002,27700.1808,22.0,1.0,1.0
2008,537,0.002,46845.894,30.0,1.0,1.0
2008,537,0.002,62630.9235,47.0,1.0,1.0
2008,537,0.002,69067.14198,61.0,1.0,1.0
2008,537,0.002,71898.2634,56.0,1.0,6.0
2008,537,0.002,30378.54387,25.0,1.0,3.0
2008,537,0.002,14868.4794,76.0,1.0,6.0
2008,537,0.002,38189.5875,67.0,1.0,6.0
2008,537,0.002,75360.786,37.0,1.0,1.0
2008,537,0.002,67824.7074,47.0,1.0,1.0
2008,537,0.002,136056.7704,74.0,1.0,6.0
2008,537,0.002,72305.619,18.0,1.0,6.0
2008,537,0.002,129335.403,39.0,1.0,1.0
2008,537,0.002,31366.3812,73.0,1.0,6.0
2008,537,0.002,34727.0649,67.0,1.0,1.0
2008,537,0.002,24441.336,58.0,1.0,6.0
2008,537,0.002,44900.77101,53.0,1.0,1.0
2008,537,0.002,74546.0748,48.0,1.0,1.0
2008,537,0.002,24441.336,66.0,9.0,6.0
2008,537,0.002,53770.9392,51.0,1.0,2.0
2008,537,0.002,7841.5953,83.0,3.0,6.0
2008,537,0.002,79434.342,83.0,1.0,6.0
2008,537,0.002,82489.509,61.0,1.0,1.0
2008,537,0.002,87174.0984,57.0,1.0,6.0
2008,537,0.002,71592.7467,37.0,1.0,1.0
2008,537,0.002,103773.8391,33.0,1.0,1.0
2008,537,0.002,224249.2578,61.0,1.0,1.0
2008,537,0.002,29431.4421,22.0,1.0,1.0
2008,537,0.002,18534.679799999998,36.0,1.0,6.0
2008,537,0.002,60695.9844,44.0,1.0,1.0
2008,537,0.002,48271.6386,51.0,1.0,6.0
2008,537,0.002,46845.894,38.0,1.0,1.0
2008,537,0.002,84118.9314,60.0,1.0,1.0
2008,537,0.002,8472.99648,41.0,1.0,1.0
2008,537,0.002,188707.4817,59.0,1.0,1.0
2008,537,0.002,20367.78,31.0,1.0,1.0
2008,537,0.002,34828.9038,70.0,1.0,1.0
2008,537,0.002,65991.6072,89.0,1.0,6.0
2008,537,0.002,17618.1297,69.0,1.0,6.0
2008,538,0.002,90086.69094,55.0,1.0,1.0
2008,538,0.002,66195.285,34.0,1.0,1.0
2008,538,0.002,4.073556,61.0,1.0,1.0
2008,538,0.002,47823.54744,42.0,1.0,1.0
2008,538,0.002,35643.615,51.0,1.0,1.0
2008,538,0.002,150721.572,57.0,1.0,1.0
2008,538,0.002,323440.3464,21.0,1.0,1.0
2008,538,0.002,72305.619,25.0,1.0,1.0
2008,538,0.002,171191.1909,66.0,1.0,1.0
2008,538,0.002,101737.06109999999,59.0,1.0,6.0
2008,538,0.002,46143.20559,18.0,1.0,1.0
2008,538,0.002,80452.731,48.0,1.0,1.0
2008,538,0.002,65787.9294,45.0,1.0,1.0
2008,538,0.002,107236.3617,42.0,3.0,1.0
2008,538,0.002,92469.7212,44.0,1.0,1.0
2008,538,0.002,56418.7506,24.0,1.0,1.0
2008,538,0.002,133408.959,53.0,1.0,1.0
2008,538,0.002,48984.5109,53.0,1.0,6.0
2008,538,0.002,50919.45,50.0,1.0,1.0
2008,538,0.002,61103.34,46.0,1.0,1.0
2008,538,0.002,8859.9843,56.0,2.0,6.0
2008,538,0.002,101737.06109999999,58.0,1.0,1.0
2008,538,0.002,192556.99212,43.0,1.0,6.0
2008,538,0.002,90310.73652,36.0,1.0,1.0
2008,538,0.002,29451.80988,83.0,1.0,6.0
2008,538,0.002,81369.2811,65.0,1.0,6.0
2008,538,0.002,43994.4048,74.0,1.0,6.0
2008,538,0.002,157341.1005,61.0,1.0,1.0
2008,538,0.002,22099.0413,32.0,1.0,1.0
2008,538,0.002,107236.3617,42.0,3.0,1.0
2008,538,0.002,90799.56324,58.0,2.0,1.0
2008,538,0.002,53465.4225,65.0,1.0,6.0
2008,538,0.002,56011.395,29.0,1.0,1.0
2008,538,0.002,14960.13441,80.0,6.0,6.0
2008,538,0.002,54993.006,40.0,1.0,3.0
2008,538,0.002,31671.8979,76.0,1.0,6.0
2008,538,0.002,109853.62143,46.0,1.0,1.0
2008,538,0.002,72305.619,69.0,1.0,1.0
2008,538,0.002,42263.1435,61.0,1.0,6.0
2008,538,0.002,45623.8272,66.0,1.0,1.0
2008,538,0.002,26478.114,60.0,1.0,1.0
2008,538,0.002,23422.947,82.0,1.0,6.0
2008,538,0.002,106116.1338,50.0,1.0,1.0
2008,538,0.002,54789.328199999996,33.0,1.0,1.0
2008,538,0.002,17312.613,22.0,1.0,1.0
2008,538,0.002,231683.4975,43.0,1.0,1.0
2008,538,0.002,94506.4992,22.0,1.0,3.0
2008,538,0.002,50104.7388,79.0,1.0,6.0
2008,538,0.002,23422.947,43.0,1.0,6.0
2008,538,0.002,23524.7859,81.0,1.0,6.0
2008,538,0.002,65380.5738,55.0,1.0,1.0
2008,538,0.002,69454.1298,29.0,2.0,6.0
2008,538,0.002,58150.0119,29.0,1.0,1.0
2008,538,0.002,66195.285,30.0,1.0,1.0
2008,538,0.002,30551.67,41.0,1.0,6.0
2008,538,0.002,108743.57742,40.0,1.0,1.0
2008,538,0.002,60207.15768,58.0,1.0,1.0
2008,538,0.002,35643.615,51.0,1.0,1.0
2008,538,0.002,57029.784,21.0,1.0,1.0
2008,538,0.002,133001.6034,68.0,1.0,1.0
2008,538,0.002,43485.2103,58.0,2.0,6.0
2008,538,0.002,78415.953,50.0,1.0,1.0
2008,538,0.002,89821.9098,67.0,1.0,6.0
2008,538,0.002,84933.64259999999,82.0,1.0,6.0
2008,538,0.002,108733.39353,58.0,1.0,1.0
2008,538,0.002,68537.5797,54.0,1.0,1.0
2008,538,0.002,4379.0727,59.0,2.0,6.0
2008,538,0.002,49595.5443,68.0,1.0,6.0
2008,538,0.002,182597.1477,22.0,1.0,6.0
2008,538,0.002,58659.2064,77.0,1.0,6.0
2008,538,0.002,52039.6779,28.0,1.0,1.0
2008,538,0.002,35541.7761,51.0,1.0,1.0
2008,538,0.002,18331.002,59.0,6.0,1.0
2008,538,0.002,88905.3597,48.0,1.0,1.0
2008,538,0.002,9165.501,59.0,1.0,1.0
2008,538,0.002,12729.8625,45.0,1.0,6.0
2008,538,0.002,92367.8823,28.0,1.0,6.0
2008,538,0.002,69454.1298,73.0,1.0,6.0
2008,538,0.002,54280.1337,47.0,1.0,1.0
2008,538,0.002,38698.782,85.0,1.0,6.0
2008,538,0.002,101838.9,18.0,1.0,1.0
2008,538,0.002,50919.45,36.0,1.0,6.0
2008,538,0.002,54280.1337,42.0,1.0,1.0
2008,538,0.002,36763.842899999996,44.0,2.0,1.0
2008,538,0.002,9674.6955,22.0,9.0,1.0
2008,538,0.002,109079.64579,57.0,1.0,6.0
2008,538,0.002,50919.45,80.0,1.0,6.0
2008,538,0.002,74342.397,53.0,1.0,1.0
2008,538,0.002,40328.2044,68.0,1.0,6.0
2008,538,0.002,116096.346,60.0,1.0,6.0
2008,538,0.002,91043.9766,45.0,1.0,1.0
2008,538,0.002,51673.05786,37.0,1.0,1.0
2008,538,0.002,311627.034,55.0,8.0,1.0
2008,538,0.002,91655.01,50.0,1.0,1.0
2008,538,0.002,104211.74637,72.0,1.0,6.0
2008,538,0.002,52956.228,38.0,1.0,1.0
2008,538,0.002,52039.6779,28.0,1.0,1.0
2008,538,0.002,32588.448,56.0,1.0,1.0
2008,538,0.002,11752.20906,64.0,1.0,6.0
2008,538,0.002,72101.9412,36.0,1.0,1.0
2008,538,0.002,95412.86541,62.0,1.0,1.0
2008,538,0.002,152758.35,53.0,1.0,1.0
2008,538,0.002,16548.82125,51.0,1.0,1.0
2008,538,0.002,49554.80874,32.0,1.0,6.0
2008,538,0.002,94506.4992,22.0,1.0,3.0
2008,538,0.002,56927.9451,61.0,1.0,1.0
2008,538,0.002,86563.065,62.0,1.0,1.0
2008,538,0.002,69657.8076,18.0,6.0,6.0
2008,538,0.002,78415.953,28.0,1.0,1.0
2008,538,0.002,6823.2063,40.0,1.0,1.0
2008,538,0.002,139519.293,44.0,1.0,1.0
2008,538,0.002,38698.782,50.0,1.0,1.0
2008,538,0.002,135649.4148,37.0,1.0,1.0
2008,538,0.002,60084.951,19.0,1.0,1.0
2008,538,0.002,83507.898,56.0,1.0,1.0
2008,538,0.002,65777.74551,44.0,1.0,1.0
2008,538,0.002,201029.9886,46.0,1.0,1.0
2008,538,0.002,69250.452,26.0,1.0,1.0
2008,538,0.002,57640.8174,56.0,1.0,1.0
2008,538,0.002,147666.405,33.0,6.0,1.0
2008,538,0.002,50104.7388,68.0,1.0,1.0
2008,538,0.002,56011.395,79.0,1.0,6.0
2008,538,0.002,118031.2851,23.0,1.0,1.0
2008,538,0.002,56011.395,32.0,1.0,1.0
2008,538,0.002,13850.0904,28.0,9.0,6.0
2008,538,0.002,101737.06109999999,59.0,1.0,6.0
2008,538,0.002,108152.9118,72.0,1.0,6.0
2008,538,0.002,12831.7014,80.0,1.0,6.0
2008,538,0.002,147666.405,35.0,6.0,1.0
2008,538,0.002,147870.0828,61.0,1.0,1.0
2008,538,0.002,30042.4755,70.0,1.0,6.0
2008,538,0.002,67824.7074,19.0,1.0,6.0
2008,538,0.002,96441.4383,64.0,2.0,6.0
2008,538,0.002,70268.841,41.0,9.0,1.0
2008,538,0.002,8859.9843,56.0,2.0,6.0
2008,538,0.002,123734.2635,61.0,1.0,6.0
2008,538,0.002,24186.73875,77.0,1.0,6.0
2008,538,0.002,47864.283,77.0,1.0,6.0
2008,538,0.002,48169.799699999996,31.0,2.0,1.0
2008,538,0.002,17210.7741,56.0,1.0,1.0
2008,538,0.002,75360.786,38.0,1.0,1.0
2008,538,0.002,33606.837,39.0,1.0,1.0
2008,538,0.002,36254.6484,84.0,1.0,6.0
2008,538,0.002,99802.122,27.0,1.0,1.0
2008,538,0.002,45827.505,43.0,1.0,1.0
2008,538,0.002,103875.678,54.0,1.0,1.0
2008,538,0.002,31773.7368,35.0,1.0,1.0
2008,538,0.002,62019.8901,70.0,1.0,6.0
2008,538,0.002,79434.342,23.0,2.0,6.0
2008,538,0.002,21895.3635,55.0,1.0,3.0
2008,538,0.002,45827.505,59.0,1.0,6.0
2008,538,0.002,97361.043567,34.0,1.0,6.0
2008,538,0.002,82489.509,54.0,1.0,1.0
2008,538,0.002,74546.0748,58.0,1.0,6.0
2008,538,0.002,122206.68,57.0,1.0,1.0
2008,538,0.002,113855.8902,44.0,2.0,1.0
2008,538,0.002,51163.86336,71.0,1.0,6.0
2008,538,0.002,15173.9961,57.0,9.0,1.0
2008,538,0.002,113041.179,52.0,1.0,1.0
2008,538,0.002,435768.6531,61.0,9.0,1.0
2008,538,0.002,8147.112,63.0,1.0,1.0
2008,538,0.002,162942.24,57.0,1.0,1.0
2008,538,0.002,14257.446,57.0,2.0,6.0
2008,538,0.002,129335.403,19.0,2.0,6.0
2008,538,0.002,197923.90215,18.0,1.0,1.0
2008,538,0.002,19043.8743,49.0,1.0,6.0
2008,538,0.002,129029.8863,55.0,1.0,1.0
2008,538,0.002,131372.181,41.0,1.0,1.0
2008,538,0.002,230359.5918,48.0,1.0,1.0
2008,538,0.002,25907.81616,27.0,1.0,6.0
2008,538,0.002,49901.061,31.0,1.0,1.0
2008,538,0.002,21793.5246,72.0,1.0,1.0
2008,538,0.002,54799.51209,60.0,1.0,6.0
2008,538,0.002,72305.619,45.0,1.0,1.0
2008,538,0.002,61408.8567,22.0,1.0,1.0
2008,538,0.002,64158.507,28.0,1.0,1.0
2008,538,0.002,82183.9923,78.0,2.0,6.0
2008,538,0.002,44809.116,57.0,1.0,1.0
2008,538,0.002,61103.34,41.0,1.0,1.0
2008,538,0.002,601867.899,43.0,1.0,1.0
2008,538,0.002,12220.668,26.0,2.0,3.0
2008,538,0.002,16294.224,32.0,1.0,1.0
2008,538,0.002,75513.54435,72.0,1.0,6.0
2008,538,0.002,61103.34,54.0,1.0,1.0
2008,538,0.002,69657.8076,75.0,1.0,6.0
2008,538,0.002,103875.678,32.0,2.0,1.0
2008,538,0.002,77397.564,70.0,1.0,6.0
2008,538,0.002,81980.3145,74.0,2.0,6.0
2008,538,0.002,64107.58755,20.0,1.0,1.0
2008,538,0.002,64260.3459,79.0,1.0,6.0
2008,538,0.002,9063.6621,71.0,1.0,6.0
2008,538,0.002,83507.898,56.0,1.0,1.0
2008,538,0.002,65380.5738,62.0,1.0,6.0
2008,538,0.002,79128.8253,38.0,1.0,1.0
2008,538,0.002,21325.06566,45.0,1.0,1.0
2008,538,0.002,58048.173,55.0,1.0,1.0
2008,538,0.002,181171.4031,82.0,1.0,6.0
2008,538,0.002,103264.6446,46.0,1.0,1.0
2008,538,0.002,9369.1788,31.0,9.0,1.0
2008,538,0.002,98783.733,33.0,1.0,1.0
2008,538,0.002,26885.4696,66.0,2.0,1.0
2008,538,0.002,27394.664099999998,65.0,2.0,6.0
2008,538,0.002,22608.2358,71.0,1.0,6.0
2008,538,0.002,26478.114,41.0,1.0,1.0
2008,538,0.002,89312.7153,70.0,1.0,6.0
2008,538,0.002,43149.14193,42.0,1.0,1.0
2008,538,0.002,18738.3576,84.0,1.0,6.0
2008,538,0.002,42161.3046,73.0,1.0,6.0
2008,538,0.002,43994.4048,80.0,1.0,6.0
2008,538,0.002,54483.811499999996,53.0,2.0,1.0
2008,538,0.002,166710.2793,39.0,1.0,1.0
2008,538,0.002,228628.3305,48.0,1.0,1.0
2008,538,0.002,77397.564,51.0,1.0,1.0
2008,538,0.002,91655.01,67.0,1.0,6.0
2008,538,0.002,62345.77458,62.0,1.0,1.0
2008,538,0.002,12933.5403,57.0,1.0,1.0
2008,538,0.002,71287.23,45.0,1.0,1.0
2008,538,0.002,70472.5188,59.0,1.0,1.0
2008,538,0.002,40735.56,51.0,2.0,1.0
2008,538,0.002,79128.8253,51.0,1.0,6.0
2008,538,0.002,42772.337999999996,58.0,1.0,6.0
2008,538,0.002,176181.297,42.0,1.0,6.0
2008,538,0.002,143032.73505,63.0,1.0,6.0
2008,538,0.002,16803.4185,68.0,2.0,1.0
2008,538,0.002,239830.6095,51.0,9.0,1.0
2008,538,0.002,81674.7978,55.0,1.0,3.0
2008,538,0.002,24594.09435,31.0,1.0,1.0
2008,538,0.002,41041.0767,51.0,2.0,1.0
2008,538,0.002,36662.004,36.0,8.0,1.0
2008,538,0.002,50919.45,65.0,1.0,6.0
2008,538,0.002,35439.9372,50.0,1.0,6.0
2008,538,0.002,107266.91337,58.0,1.0,1.0
2008,538,0.002,88599.843,50.0,1.0,1.0
2008,538,0.002,214880.079,55.0,1.0,1.0
2008,538,0.002,40022.6877,52.0,1.0,6.0
2008,538,0.002,12628.0236,44.0,1.0,6.0
2008,538,0.002,24441.336,70.0,1.0,6.0
2008,538,0.002,63140.118,46.0,1.0,1.0
2008,538,0.002,666026.406,38.0,1.0,1.0
2008,538,0.002,88905.3597,48.0,1.0,1.0
2008,538,0.002,20571.4578,73.0,1.0,6.0
2008,538,0.002,28616.7309,64.0,1.0,1.0
2008,538,0.002,122206.68,39.0,1.0,1.0
2008,538,0.002,81471.12,54.0,1.0,1.0
2008,538,0.002,24848.6916,25.0,1.0,6.0
2008,538,0.002,43749.99144,23.0,2.0,1.0
2008,538,0.002,69250.452,45.0,1.0,1.0
2008,538,0.002,112022.79,64.0,2.0,6.0
2008,538,0.002,11609.6346,68.0,2.0,6.0
2008,538,0.002,176384.9748,49.0,1.0,1.0
2008,538,0.002,36254.6484,51.0,1.0,1.0
2008,538,0.002,178554.14337,21.0,2.0,1.0
2008,538,0.002,82489.509,38.0,1.0,1.0
2008,538,0.002,97256.1495,44.0,1.0,1.0
2008,538,0.002,69250.452,33.0,1.0,1.0
2008,538,0.002,129335.403,23.0,2.0,1.0
2008,538,0.002,102449.9334,42.0,1.0,1.0
2008,538,0.002,10998.6012,55.0,1.0,6.0
2008,538,0.002,71287.23,86.0,1.0,6.0
2008,538,0.002,74882.14317,73.0,2.0,6.0
2008,538,0.002,15785.0295,20.0,1.0,1.0
2008,538,0.002,57029.784,49.0,2.0,3.0
2008,538,0.002,153776.739,61.0,1.0,1.0
2008,538,0.002,76481.0139,69.0,1.0,6.0
2008,538,0.002,166608.4404,68.0,1.0,1.0
2008,538,0.002,93722.33967,41.0,1.0,1.0
2008,538,0.002,6110.334,41.0,2.0,3.0
2008,538,0.002,43179.6936,48.0,1.0,1.0
2008,538,0.002,174246.3579,44.0,1.0,1.0
2008,538,0.002,101859.26778,46.0,1.0,1.0
2008,538,0.002,89618.232,51.0,1.0,2.0
2008,538,0.002,14664.8016,70.0,1.0,6.0
2008,538,0.002,75360.786,26.0,1.0,1.0
2008,538,0.002,65686.0905,43.0,1.0,1.0
2008,538,0.002,97256.1495,19.0,1.0,1.0
2008,538,0.002,179236.464,42.0,2.0,1.0
2008,538,0.002,153878.5779,61.0,1.0,6.0
2008,538,0.002,122462.295639,51.0,1.0,1.0
2008,538,0.002,162025.6899,46.0,2.0,1.0
2008,538,0.002,27599.360289,20.0,2.0,3.0
2008,538,0.002,41346.5934,35.0,2.0,1.0
2008,538,0.002,101838.9,48.0,1.0,6.0
2008,538,0.002,120169.902,30.0,2.0,1.0
2008,538,0.002,127298.625,47.0,1.0,1.0
2008,538,0.002,122206.68,57.0,1.0,1.0
2008,538,0.002,15173.9961,63.0,2.0,6.0
2008,538,0.002,25561.5639,66.0,1.0,1.0
2008,538,0.002,79434.342,44.0,1.0,1.0
2008,538,0.002,46845.894,40.0,1.0,1.0
2008,538,0.002,5804.8173,41.0,1.0,6.0
2008,538,0.002,48882.672,46.0,1.0,1.0
2008,538,0.002,36152.8095,44.0,1.0,1.0
2008,538,0.002,25907.81616,27.0,1.0,6.0
2008,538,0.002,98783.733,55.0,1.0,1.0
2008,538,0.002,64871.3793,58.0,1.0,3.0
2008,538,0.002,50685.22053,24.0,1.0,1.0
2008,538,0.002,107949.234,41.0,6.0,1.0
2008,538,0.002,73222.1691,23.0,1.0,3.0
2008,538,0.002,58353.6897,72.0,1.0,1.0
2008,538,0.002,43790.727,49.0,1.0,1.0
2008,538,0.002,21182.4912,32.0,8.0,1.0
2008,538,0.002,17108.9352,63.0,1.0,6.0
2008,538,0.002,25357.8861,89.0,1.0,6.0
2008,538,0.002,48882.672,37.0,1.0,6.0
2008,538,0.002,75360.786,28.0,1.0,1.0
2008,538,0.002,259383.6783,46.0,1.0,1.0
2008,538,0.002,52161.88458,85.0,1.0,6.0
2008,538,0.002,68639.4186,63.0,1.0,1.0
2008,538,0.002,26783.630699999998,39.0,1.0,1.0
2008,538,0.002,10183.89,36.0,1.0,1.0
2008,538,0.002,153776.739,58.0,1.0,6.0
2008,538,0.002,96950.63279999999,28.0,1.0,1.0
2008,538,0.002,54993.006,36.0,1.0,6.0
2008,538,0.002,18127.3242,86.0,1.0,6.0
