YEAR,dma_code,weight,HINCP
2007,501,0.002,21000.0
2007,501,0.002,12000.0
2007,501,0.002,44500.0
2007,501,0.002,7800.0
2007,501,0.002,117500.0
2007,501,0.002,26600.0
2007,501,0.002,63000.0
2007,501,0.002,102000.0
2007,501,0.002,100200.0
2007,501,0.002,128000.0
2007,501,0.002,21700.0
2007,501,0.002,14700.0
2007,501,0.002,129000.0
2007,501,0.002,130000.0
2007,501,0.002,152000.0
2007,501,0.002,49500.0
2007,501,0.002,92000.0
2007,501,0.002,64000.0
2007,501,0.002,70000.0
2007,501,0.002,12000.0
2007,501,0.002,73700.0
2007,501,0.002,32000.0
2007,501,0.002,56600.0
2007,501,0.002,25000.0
2007,501,0.002,24500.0
2007,501,0.002,45300.0
2007,501,0.002,16700.0
2007,501,0.002,94000.0
2007,501,0.002,78000.0
2007,501,0.002,36600.0
2007,501,0.002,2800.0
2007,501,0.002,101000.0
2007,501,0.002,166000.0
2007,501,0.002,54400.0
2007,501,0.002,22100.0
2007,501,0.002,7270.0
2007,501,0.002,83400.0
2007,501,0.002,128000.0
2007,501,0.002,259630.0
2007,501,0.002,461200.0
2007,501,0.002,146000.0
2007,501,0.002,44000.0
2007,501,0.002,61600.0
2007,501,0.002,266500.0
2007,501,0.002,69000.0
2007,501,0.002,15000.0
2007,501,0.002,14400.0
2007,501,0.002,71000.0
2007,501,0.002,18000.0
2007,501,0.002,69000.0
2007,501,0.002,23500.0
2007,501,0.002,58600.0
2007,501,0.002,30560.0
2007,501,0.002,166000.0
2007,501,0.002,6000.0
2007,501,0.002,11100.0
2007,501,0.002,27500.0
2007,501,0.002,44000.0
2007,501,0.002,47200.0
2007,501,0.002,150000.0
2007,501,0.002,72900.0
2007,501,0.002,56500.0
2007,501,0.002,101300.0
2007,501,0.002,55000.0
2007,501,0.002,39000.0
2007,501,0.002,82800.0
2007,501,0.002,36900.0
2007,501,0.002,18700.0
2007,501,0.002,55000.0
2007,501,0.002,64800.0
2007,501,0.002,70000.0
2007,501,0.002,47150.0
2007,501,0.002,51500.0
2007,501,0.002,118000.0
2007,501,0.002,277000.0
2007,501,0.002,84400.0
2007,501,0.002,140300.0
2007,501,0.002,90000.0
2007,501,0.002,14600.0
2007,501,0.002,60000.0
2007,501,0.002,38000.0
2007,501,0.002,95000.0
2007,501,0.002,75800.0
2007,501,0.002,71510.0
2007,501,0.002,141400.0
2007,501,0.002,104000.0
2007,501,0.002,77200.0
2007,501,0.002,42000.0
2007,501,0.002,92000.0
2007,501,0.002,39700.0
2007,501,0.002,21000.0
2007,501,0.002,80000.0
2007,501,0.002,55000.0
2007,501,0.002,22300.0
2007,501,0.002,106000.0
2007,501,0.002,29400.0
2007,501,0.002,28600.0
2007,501,0.002,66500.0
2007,501,0.002,111200.0
2007,501,0.002,82500.0
2007,501,0.002,26000.0
2007,501,0.002,77000.0
2007,501,0.002,17500.0
2007,501,0.002,7900.0
2007,501,0.002,91900.0
2007,501,0.002,40000.0
2007,501,0.002,11000.0
2007,501,0.002,53800.0
2007,501,0.002,30000.0
2007,501,0.002,89000.0
2007,501,0.002,131300.0
2007,501,0.002,18900.0
2007,501,0.002,78000.0
2007,501,0.002,82000.0
2007,501,0.002,92000.0
2007,501,0.002,32600.0
2007,501,0.002,75000.0
2007,501,0.002,101200.0
2007,501,0.002,38400.0
2007,501,0.002,49100.0
2007,501,0.002,203100.0
2007,501,0.002,21500.0
2007,501,0.002,136000.0
2007,501,0.002,70000.0
2007,501,0.002,160400.0
2007,501,0.002,62000.0
2007,501,0.002,167000.0
2007,501,0.002,213000.0
2007,501,0.002,40000.0
2007,501,0.002,140800.0
2007,501,0.002,537000.0
2007,501,0.002,120000.0
2007,501,0.002,142300.0
2007,501,0.002,75000.0
2007,501,0.002,82200.0
2007,501,0.002,60000.0
2007,501,0.002,30000.0
2007,501,0.002,31200.0
2007,501,0.002,157100.0
2007,501,0.002,77300.0
2007,501,0.002,49500.0
2007,501,0.002,141200.0
2007,501,0.002,110000.0
2007,501,0.002,80000.0
