,upc,year,month,sales,sales,volume,volume
channel_code,,,,F,M,F,M
0,1380014660,2012,5,109028.73498139805,0.0,11772.218467187497,0.0
1,1380014660,2012,6,242000.22429609817,0.0,26091.100868874993,0.0
2,1380014660,2012,7,106258.51752906975,0.0,11437.612862375,0.0
3,1380014660,2012,8,154183.3832952222,0.0,16688.5816698125,0.0
4,1380014660,2012,9,268279.3912232128,0.0,29171.709917437493,0.0
5,1380014660,2012,10,105130.01409472711,0.0,11436.595824062499,0.0
6,1380014660,2012,11,25883.263608880166,0.0,2955.513336125,0.0
7,1380014660,2012,12,4749.813090665983,0.0,570.5584933125,0.0
8,1380014660,2013,1,851.6736307972907,0.0,93.56752475000003,0.0
9,1380014660,2013,2,130.53523694253252,0.0,14.238536375,0.0
10,1380014660,2013,3,92.99631529429959,0.0,10.170383125,0.0
11,1380014660,2013,4,18.618619710920267,0.0,2.034076625,0.0
12,1380014660,2013,6,18.54103681307387,0.0,2.034076625,0.0
13,1380014660,2015,11,18.241675346344422,0.0,2.034076625,0.0
14,1380014660,2015,12,27.456333960469294,0.0,3.0511149375,0.0
15,1380014660,2016,1,63.95904839690017,0.0,7.119268187500001,0.0
16,1380014660,2016,2,9.129492642686339,0.0,1.0170383125,0.0
17,1380014660,2016,4,18.0949099936889,0.0,2.034076625,0.0
18,1380014660,2016,6,8.981499846484494,0.0,1.0170383125,0.0
19,1380055233,2013,3,0.0,29.081130027967163,0.0,4.741453875
20,1380055233,2013,4,0.0,31.506282904214927,0.0,4.741453875
21,1380055233,2013,6,0.0,20.93522474989722,0.0,3.16096925
22,1380055233,2013,7,611.6688975838628,0.0,94.82907750000001,0.0
23,1380055233,2013,8,107650.24650457289,0.0,16710.463940125002,0.0
24,1380055233,2013,9,151833.43756458495,0.0,26746.541308875003,0.0
25,1380055233,2013,10,107267.63595355948,0.0,16555.576446875002,0.0
26,1380055233,2013,11,125103.69356971544,0.0,19248.722247874997,0.0
27,1380055233,2013,12,98774.19654210062,0.0,16127.2651135,0.0
28,1380055233,2014,1,228133.95144654493,0.0,35538.777277749985,0.0
29,1380055233,2014,2,142472.32317206246,0.0,22278.511273999997,0.0
30,1380055233,2014,3,171678.38295417128,0.0,27264.940265874997,0.0
31,1380055233,2014,4,111333.12835999196,0.0,17563.925637624998,0.0
32,1380055233,2014,5,139382.74233051704,0.0,22065.145849624998,0.0
33,1380055233,2014,6,169652.43028119145,0.0,26907.750740624993,0.0
34,1380055233,2014,7,98521.48074119622,0.0,14829.687236375004,0.0
35,1380055233,2014,8,109438.71443809595,0.0,16536.610631374995,0.0
36,1380055233,2014,9,91373.3915644181,0.0,13887.718399875004,0.0
37,1380055233,2014,10,83121.152547624,0.0,12612.2673075,0.0
38,1380055233,2014,11,110430.90773136682,0.0,16602.990985625,0.0
39,1380055233,2014,12,63663.36445262593,0.0,9512.936957874997,0.0
40,1380055233,2015,1,160196.8519909545,0.0,23835.288629625007,0.0
41,1380055233,2015,2,89706.09347197956,0.0,15607.285671875,0.0
42,1380055233,2015,3,102113.86919845504,0.0,15446.076240125,0.0
43,1380055233,2015,4,76504.74591240876,0.0,12013.263634624996,0.0
44,1380055233,2015,5,82625.89080393602,0.0,13040.578640875,0.0
45,1380055233,2015,6,100319.79390076184,0.0,15888.611935125005,0.0
46,1380055233,2015,7,112756.15941488516,0.0,17859.4762625,0.0
47,1380055233,2015,8,93810.27937880796,0.0,14837.589659499996,0.0
48,1380055233,2015,9,75631.61744272837,0.0,11943.722311124997,0.0
49,1380055233,2015,10,93876.8607986108,0.0,14818.623843999996,0.0
50,1380055233,2015,11,77270.55900128931,0.0,12171.312097125001,0.0
51,1380055233,2015,12,58390.02132024098,0.0,9286.927656500002,0.0
52,1380055233,2016,1,14132.580842070609,0.0,2222.1613827500005,0.0
53,1380055233,2016,2,502.16778850411845,0.0,79.02423125000001,0.0
54,1380055233,2016,3,120.00353400634943,0.0,18.9658155,0.0
55,1380055233,2016,4,139.34348606751624,0.0,22.12678475,0.0
56,1380055233,2016,5,148.69500330934235,0.0,23.707269375,0.0
57,1380055233,2016,6,69.16384216116639,0.0,11.063392375000001,0.0
58,1380055233,2016,7,118.7587544259189,0.0,18.9658155,0.0
59,1380055233,2016,8,39.549927631005325,0.0,6.3219385,0.0
60,1380055417,2012,5,88108.40492578817,0.0,10640.396572875,0.0
61,1380055417,2012,6,173663.67991153835,0.0,20941.811086874997,0.0
62,1380055417,2012,7,86614.95911337205,0.0,10427.679643312498,0.0
63,1380055417,2012,8,125853.63129113331,0.0,15235.992270375,0.0
64,1380055417,2012,9,204118.8037904644,0.0,24836.692192874994,0.0
65,1380055417,2012,10,72326.93132917167,0.0,8803.2958175625,0.0
66,1380055417,2012,11,13622.985313329367,0.0,1729.036005,0.0
67,1380055417,2012,12,2596.2122803472116,0.0,348.08224837500006,0.0
68,1380055417,2013,1,624.2501418707662,0.0,77.35161075000002,0.0
69,1380055417,2013,2,65.26761847126625,0.0,7.962665812499999,0.0
70,1380055417,2013,3,37.198526117719844,0.0,4.5500947499999995,0.0
71,1380055417,2013,4,9.309309855460134,0.0,1.1375236874999999,0.0
72,1380055417,2013,5,37.1710597780592,0.0,4.5500947499999995,0.0
73,1380055424,2013,3,3.7049583070201444,0.0,2.119125125,0.0
74,1380055424,2015,1,3.690151600080443,0.0,2.119125125,0.0
75,1380055424,2015,5,3.626560669456067,0.0,2.119125125,0.0
76,1380055424,2015,6,5.42085246272597,0.0,3.1786876875,0.0
77,1380055424,2015,7,3.6136593562228168,0.0,2.119125125,0.0
78,1380055424,2015,8,10.85635366488192,0.0,6.357375375,0.0
79,1380055424,2015,9,14.497707621509175,0.0,8.4765005,0.0
80,1380055424,2015,10,16.317258680278176,0.0,9.5360630625,0.0
81,1380055424,2015,11,18.16863560521792,0.0,10.595625625,0.0
82,1380055424,2015,12,18.23093245957087,0.0,10.595625625,0.0
83,1380055424,2016,1,36.401689206300965,0.0,21.19125125,0.0
84,1380055424,2016,2,16.367288611662893,0.0,9.5360630625,0.0
85,1380055424,2016,3,28.972645759494736,0.0,16.953001,0.0
86,1380055424,2016,4,37.847161593406376,0.0,22.25081381249999,0.0
87,1380055424,2016,5,34.104689567038115,0.0,20.131688687499995,0.0
88,1380055424,2016,6,30.414828809466506,0.0,18.0125635625,0.0
89,1380055424,2016,7,32.25613120667587,0.0,19.072126124999997,0.0
90,1380055424,2016,8,17.903629660077478,0.0,10.595625625,0.0
91,1380055705,2013,7,19034.9709774568,0.0,1635.0432377499994,0.0
92,1380055705,2013,8,118696.00523505949,0.0,10204.140292125001,0.0
93,1380055705,2013,9,140187.27825935627,0.0,13646.6590576875,0.0
94,1380055705,2013,10,97281.45542732484,0.0,8311.761555499997,0.0
95,1380055705,2013,11,110659.26334510383,0.0,9426.882050625001,0.0
96,1380055705,2013,12,81956.22855927296,0.0,7384.828585062497,0.0
