,store_code_uc,parent_code,channel_code,upc,year,month,sales,dma_code,volume
0,2602488,130,F,2150020700,2006,1,323.7847956127078,505,10.58853825
1,7826473,89,F,2150020700,2006,1,19.537889863842665,510,0.510291
2,8228685,130,F,2150020700,2006,1,2.600681089258699,513,0.0850485
3,2626410,130,F,2150020700,2006,1,145.8785400907716,515,6.3786375
4,8357817,89,F,2150020700,2006,1,6.512629954614222,516,0.170097
5,6690108,130,F,2150020700,2006,1,130.00127276853257,527,3.95475525
6,4991635,47,F,2150020700,2006,1,17.396152496217855,531,0.510291
7,3966874,130,F,2150020700,2006,1,16.259720423600605,535,0.510291
8,7989557,47,F,2150020700,2006,1,1.6281574886535555,541,0.04252425
9,1295559,130,F,2150020700,2006,1,52.51627443267778,542,2.2963095
10,4448174,6904,M,2150020700,2006,1,7.5944258698941,544,0.21262124999999998
11,5616507,130,F,2150020700,2006,1,39.665850226928896,547,1.2757275
12,3785696,130,F,2150020700,2006,1,29.907832526475037,551,0.97805775
13,5008643,47,F,2150020700,2006,1,30.956846747352493,557,0.8504849999999999
14,3459479,47,F,2150020700,2006,1,1.6281574886535555,564,0.04252425
15,2551307,130,F,2150020700,2006,1,9.867290015128596,581,0.29766975
16,1989525,130,F,2150020700,2006,1,21.144192889561275,588,0.63786375
17,2007008,61,F,2150020700,2006,1,1275.4810930408478,602,53.580555
18,3875652,117,F,2150020700,2006,1,7.048064296520424,604,0.21262124999999998
19,2031274,130,F,2150020700,2006,1,22.553805748865358,609,0.680388
20,806154,130,F,2150020700,2006,1,7.048064296520424,610,0.21262124999999998
21,4191925,117,F,2150020700,2006,1,37.52411285930408,611,1.1056305
22,4279584,117,F,2150020700,2006,1,18.324967170953105,613,0.55281525
23,8316118,117,F,2150020700,2006,1,153.6259472012103,616,4.6776675
24,4015619,130,F,2150020700,2006,1,11.89975506807867,618,0.46776675
25,2737109,117,F,2150020700,2006,1,14.09612859304085,631,0.42524249999999997
26,4736776,117,F,2150020700,2006,1,39.46916006051438,637,1.190679
27,61252,201,F,2150020700,2006,1,31.20817307110439,640,1.020582
28,2816291,117,F,2150020700,2006,1,112.37564841149775,652,3.4019399999999997
29,3057620,130,F,2150020700,2006,1,5.6384514372163395,675,0.170097
30,1008904,117,F,2150020700,2006,1,35.5790656580938,679,1.1056305
31,4504630,117,F,2150020700,2006,1,12.030881845688352,682,0.38271825
32,6634101,117,F,2150020700,2006,1,2.8192257186081697,717,0.0850485
33,871988,117,F,2150020700,2006,1,53.61992481089258,722,1.65844575
34,8011799,117,F,2150020700,2006,1,53.007999848714064,725,1.65844575
35,3403177,117,F,2150020700,2006,1,18.87132874432678,737,0.55281525
36,2773437,210,F,2150020700,2006,1,40.62744659606657,751,0.9355335
37,3466194,869,F,2150020700,2006,1,4233.515432980315,753,117.196833
38,7220588,210,F,2150020700,2006,1,7.386808472012103,754,0.170097
39,3976080,210,F,2150020700,2006,1,1.8467021180030259,755,0.04252425
40,4092293,210,F,2150020700,2006,1,46.167552950075645,758,1.06310625
41,2839529,210,F,2150020700,2006,1,7.386808472012103,760,0.170097
42,3944125,210,F,2150020700,2006,1,75.71478683812406,762,1.74349425
43,6216977,210,F,2150020700,2006,1,35.08734024205749,767,0.80796075
44,3391295,210,F,2150020700,2006,1,505.99638033282866,770,11.6516445
45,6275969,869,F,2150020700,2006,1,173.58999909228442,771,5.0178614999999995
46,8839,128,F,2150020700,2006,1,943.8723996974289,789,25.5995985
47,4194415,210,F,2150020700,2006,1,220.51153101361564,790,5.31553125
48,2246173,9,F,2150020700,2006,1,910.4678531013616,800,38.39939775
49,848546,32,F,2150020700,2006,1,301.91940544629335,801,9.100189499999999
50,55039,32,F,2150020700,2006,1,63.137543419062034,802,1.7860185
51,5673022,9,F,2150020700,2006,1,24574.076011497764,803,893.519541
52,59223,9,F,2150020700,2006,1,5853.2043172466065,807,120.98149125
53,5056346,9,F,2150020700,2006,1,93.88677276853255,810,2.67902775
54,1491784,9,F,2150020700,2006,1,305.7002275340393,811,8.0796075
