,store_code_uc,upc,units,prmult,price,feature,display,year,month,dma_code,sales,module,upc_ver_uc,brand_code_uc,brand_descr,multi,size1_units,size1_amount,conversion,volume,prices,total_sales,market_size,shares
75,3386862,2150000064,36,1.0,2.4681818181818174,0.0,0.0,2006,1,770,101.535834795764,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,4.082328,24.872042323831888,1096.4165509833592,45.075705,0.09056603773584906
76,6275969,2150000064,62,1.0,2.1550000000000002,0.0,0.0,2006,1,771,145.19012450832076,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,7.030676,20.65094800390756,316.82414916792743,15.138632999999999,0.46441947565543074
77,6257114,2150000064,32,1.0,2.39,,,2006,1,773,83.57146626323753,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,3.628736,23.03046191931227,136.52482995461426,12.076887000000001,0.30046948356807507
78,1452988,2150000064,158,1.0,2.149080459770113,0.0,0.0,2006,1,789,371.00136278366097,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,17.916884,20.70680162821063,876.2546913767017,57.237640500000005,0.3130262506191183
79,4279851,2150000064,80,1.0,2.3000000000000007,0.0,0.0,2006,1,790,211.78067307110442,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,9.07184,23.344842178775686,566.8392051437216,34.529691,0.2627257799671593
80,7519491,2150000064,4,1.0,2.89,,,2006,1,798,12.631879576399397,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,0.453592,27.84855018695082,27.645895612708024,0.8504849999999999,0.5333333333333333
81,3789065,2150000064,392,1.0,2.524545454545452,0.0,0.0,2006,1,800,1070.901465506808,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,44.452016,24.0911788006827,2974.8076402420575,103.75917000000001,0.42841530054644805
82,1181234,2150000064,96,1.0,2.874583333333334,0.0,0.0,2006,1,801,301.02337246596085,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,10.886208,27.651811582688925,1147.7636116490169,25.174355999999996,0.4324324324324325
83,55039,2150000064,16,1.0,2.6900000000000004,0.0,0.0,2006,1,802,47.030804236006055,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,1.814368,25.921314879895398,136.3281397881997,8.845044000000001,0.2051282051282051
84,5564615,2150000064,9796,1.0,2.9043026706231507,0.0,0.0,2006,1,803,31195.72695446286,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,1110.846808,28.08283440146759,41648.82584856268,2068.039326,0.5371497505072106
