store_code_uc,year,parent_code,retailer_code,channel_code,store_zip3,fips_state_code,fips_state_descr,fips_county_code,fips_county_descr,dma_code,dma_descr
273,2012,4901,4901,D,199.0,10.0,DE,1.0,KENT,504.0,PHILADELPHIA PA
666,2012,5851,5851,M,501.0,19.0,IA,127.0,MARSHALL,679.0,DES MOINES-AMES IA
884,2012,5851,5851,M,606.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
1069,2012,5851,5851,M,461.0,18.0,IN,97.0,MARION,527.0,INDIANAPOLIS IN
1086,2012,4904,4904,D,786.0,48.0,TX,209.0,HAYS,635.0,AUSTIN TX
1123,2012,89,89,F,441.0,39.0,OH,35.0,CUYAHOGA,510.0,CLEVELAND OH
1852,2012,89,89,F,165.0,42.0,PA,49.0,ERIE,516.0,ERIE PA
1875,2012,5851,5851,M,29.0,44.0,RI,7.0,PROVIDENCE,521.0,PROVIDENCE-NEW BEDFORD RI-MA
2324,2012,6901,6901,M,606.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
2681,2012,5851,5851,M,442.0,39.0,OH,153.0,SUMMIT,510.0,CLEVELAND OH
3456,2012,4904,4904,D,146.0,36.0,NY,55.0,MONROE,538.0,ROCHESTER NY
3487,2012,5851,5851,M,154.0,42.0,PA,51.0,FAYETTE,508.0,PITTSBURGH PA
4293,2012,5851,5851,M,126.0,36.0,NY,27.0,DUTCHESS,501.0,NEW YORK NY
4696,2012,5851,5851,M,233.0,51.0,VA,550.0,CHESAPEAKE,544.0,NORFOLK-PORTSMOUTH-NEWPORT NEWS VA
4809,2012,97,98,F,100.0,36.0,NY,61.0,NEW YORK,501.0,NEW YORK NY
4954,2012,4904,4926,D,100.0,36.0,NY,61.0,NEW YORK,501.0,NEW YORK NY
5502,2012,5851,5851,M,129.0,36.0,NY,33.0,FRANKLIN,523.0,BURLINGTON-PLATTSBURGH VT-NY
5593,2012,61,61,F,600.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
5810,2012,4904,4904,D,782.0,48.0,TX,29.0,BEXAR,641.0,SAN ANTONIO TX
5905,2012,5851,5851,M,453.0,39.0,OH,109.0,MIAMI,542.0,DAYTON OH
6308,2012,5851,5851,M,631.0,29.0,MO,510.0,ST LOUIS CTY,609.0,ST LOUIS MO
6566,2012,4904,4904,D,100.0,36.0,NY,61.0,NEW YORK,501.0,NEW YORK NY
7757,2012,9699,9699,L,782.0,48.0,TX,29.0,BEXAR,641.0,SAN ANTONIO TX
7920,2012,5851,5851,M,443.0,39.0,OH,153.0,SUMMIT,510.0,CLEVELAND OH
8015,2012,5917,5917,C,503.0,19.0,IA,153.0,POLK,679.0,DES MOINES-AMES IA
8323,2012,5851,5851,M,488.0,26.0,MI,67.0,IONIA,563.0,GRAND RAPIDS-KALAMAZOO-BATTLE CREEK MI
8563,2012,9699,9699,L,782.0,48.0,TX,29.0,BEXAR,641.0,SAN ANTONIO TX
8667,2012,130,130,F,483.0,26.0,MI,99.0,MACOMB,505.0,DETROIT MI
8726,2012,5851,5851,M,488.0,26.0,MI,73.0,ISABELLA,513.0,FLINT-SAGINAW-BAY CITY MI
8772,2012,6901,6921,M,301.0,13.0,GA,67.0,COBB,524.0,ATLANTA GA
8839,2012,128,128,F,857.0,4.0,AZ,19.0,PIMA,789.0,TUCSON (SIERRA VISTA) AZ
9020,2012,61,61,F,604.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
9053,2012,4901,4901,D,421.0,21.0,KY,9.0,BARREN,736.0,BOWLING GREEN KY
9146,2012,4904,4904,D,797.0,48.0,TX,135.0,ECTOR,633.0,ODESSA-MIDLAND TX
9369,2012,9699,9699,L,782.0,48.0,TX,29.0,BEXAR,641.0,SAN ANTONIO TX
9423,2012,6,6,F,604.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
9772,2012,9699,9699,L,782.0,48.0,TX,29.0,BEXAR,641.0,SAN ANTONIO TX
10175,2012,9699,9699,L,782.0,48.0,TX,29.0,BEXAR,641.0,SAN ANTONIO TX
10338,2012,5851,5851,M,12.0,25.0,MA,3.0,BERKSHIRE,532.0,ALBANY-SCHENECTADY-TROY NY
10560,2012,6,6,F,606.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
10583,2012,5851,5851,M,473.0,18.0,IN,177.0,WAYNE,527.0,INDIANAPOLIS IN
10741,2012,5851,5851,M,731.0,40.0,OK,109.0,OKLAHOMA,650.0,OKLAHOMA CITY OK
11144,2012,5851,5851,M,440.0,39.0,OH,55.0,GEAUGA,510.0,CLEVELAND OH
11547,2012,5851,5851,M,14.0,25.0,MA,17.0,MIDDLESEX,506.0,BOSTON (MANCHESTER) MA-NH
11671,2012,128,128,F,853.0,4.0,AZ,27.0,YUMA,771.0,YUMA-EL CENTRO AZ-CA
11950,2012,5851,5851,M,198.0,10.0,DE,3.0,NEW CASTLE,504.0,PHILADELPHIA PA
12063,2012,869,869,F,850.0,4.0,AZ,13.0,MARICOPA,753.0,PHOENIX AZ
12168,2012,5851,5851,M,461.0,18.0,IN,133.0,PUTNAM,527.0,INDIANAPOLIS IN
12353,2012,5851,5851,M,27.0,25.0,MA,5.0,BRISTOL,521.0,PROVIDENCE-NEW BEDFORD RI-MA
12493,2012,8106,8106,C,10.0,25.0,MA,13.0,HAMPDEN,543.0,SPRINGFIELD-HOLYOKE MA
12869,2012,34,34,F,23.0,25.0,MA,23.0,PLYMOUTH,506.0,BOSTON (MANCHESTER) MA-NH
13300,2012,5851,5851,M,300.0,13.0,GA,89.0,DE KALB,524.0,ATLANTA GA
13562,2012,5851,5851,M,465.0,18.0,IN,85.0,KOSCIUSKO,588.0,SOUTH BEND-ELKHART IN
13965,2012,5851,5851,M,481.0,26.0,MI,161.0,WASHTENAW,505.0,DETROIT MI
14368,2012,5851,5851,M,797.0,48.0,TX,329.0,MIDLAND,633.0,ODESSA-MIDLAND TX
14771,2012,5851,5851,M,481.0,26.0,MI,115.0,MONROE,505.0,DETROIT MI
14981,2012,9651,9651,L,321.0,12.0,FL,35.0,FLAGLER,534.0,ORLANDO-DAYTONA BEACH-MELBOURNE FL
15577,2012,5851,5851,M,14.0,25.0,MA,27.0,WORCESTER,506.0,BOSTON (MANCHESTER) MA-NH
15794,2012,112,112,F,317.0,13.0,GA,95.0,DOUGHERTY,525.0,ALBANY GA
15822,2012,5851,5851,M,408.0,21.0,KY,95.0,HARLAN,557.0,KNOXVILLE TN
15994,2012,8199,8199,C,476.0,18.0,IN,51.0,GIBSON,649.0,EVANSVILLE IN
16161,2012,858,884,F,932.0,6.0,CA,31.0,KINGS,866.0,FRESNO-VISALIA CA
16410,2012,4904,4904,D,111.0,36.0,NY,81.0,QUEENS,501.0,NEW YORK NY
16605,2012,2,2,F,194.0,42.0,PA,91.0,MONTGOMERY,504.0,PHILADELPHIA PA
16786,2012,5851,5851,M,15.0,25.0,MA,27.0,WORCESTER,506.0,BOSTON (MANCHESTER) MA-NH
17189,2012,5851,5851,M,143.0,36.0,NY,63.0,NIAGARA,514.0,BUFFALO NY
17216,2012,4904,4926,D,100.0,36.0,NY,61.0,NEW YORK,501.0,NEW YORK NY
17683,2012,32,32,F,986.0,53.0,WA,11.0,CLARK,820.0,PORTLAND OR
17956,2012,5851,5851,M,712.0,22.0,LA,123.0,W CARROLL,628.0,MONROE-EL DORADO LA-AR
17977,2012,79,79,F,281.0,37.0,NC,159.0,ROWAN,517.0,CHARLOTTE NC
17995,2012,5851,5851,M,324.0,12.0,FL,13.0,CALHOUN,656.0,PANAMA CITY FL
18073,2012,59,60,F,18.0,25.0,MA,17.0,MIDDLESEX,506.0,BOSTON (MANCHESTER) MA-NH
18086,2012,32,32,F,986.0,53.0,WA,15.0,COWLITZ,820.0,PORTLAND OR
18783,2012,79,79,F,275.0,37.0,NC,85.0,HARNETT,560.0,RALEIGH-DURHAM (FAYETTEVILLE) NC
18801,2012,5851,5851,M,762.0,48.0,TX,97.0,COOKE,623.0,DALLAS-FT WORTH TX
18896,2012,59,60,F,27.0,25.0,MA,5.0,BRISTOL,521.0,PROVIDENCE-NEW BEDFORD RI-MA
19251,2012,4904,4904,D,956.0,6.0,CA,61.0,PLACER,862.0,SACRAMENTO-STOCKTON-MODESTO CA
19698,2012,97,97,F,89.0,34.0,NJ,23.0,MIDDLESEX,501.0,NEW YORK NY
19852,2012,5851,5851,M,415.0,21.0,KY,195.0,PIKE,564.0,CHARLESTON-HUNTINGTON WV
19906,2012,50,50,F,750.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
19978,2012,32,32,F,954.0,6.0,CA,97.0,SONOMA,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
20010,2012,5851,5851,M,442.0,39.0,OH,169.0,WAYNE,510.0,CLEVELAND OH
20712,2012,50,50,F,750.0,48.0,TX,85.0,COLLIN,623.0,DALLAS-FT WORTH TX
20947,2012,72,72,F,770.0,48.0,TX,201.0,HARRIS,618.0,HOUSTON TX
21219,2012,5851,5851,M,14.0,25.0,MA,27.0,WORCESTER,506.0,BOSTON (MANCHESTER) MA-NH
21590,2012,32,32,F,954.0,6.0,CA,97.0,SONOMA,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
21867,2012,5851,5851,M,420.0,21.0,KY,7.0,BALLARD,632.0,PADUCAH KY-CAPE GIRARDEAU MO
21916,2012,6,6,F,604.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
21935,2012,5851,5851,M,280.0,37.0,NC,25.0,CABARRUS,517.0,CHARLOTTE NC
21966,2012,212,817,F,79.0,34.0,NJ,27.0,MORRIS,501.0,NEW YORK NY
21993,2012,32,32,F,954.0,6.0,CA,97.0,SONOMA,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
22428,2012,5851,5851,M,310.0,13.0,GA,169.0,JONES,503.0,MACON GA
22445,2012,4904,4904,D,837.0,16.0,ID,1.0,ADA,757.0,BOISE ID
22696,2012,4904,4904,D,328.0,12.0,FL,95.0,ORANGE,534.0,ORLANDO-DAYTONA BEACH-MELBOURNE FL
22741,2012,5851,5851,M,283.0,37.0,NC,51.0,CUMBERLAND,560.0,RALEIGH-DURHAM (FAYETTEVILLE) NC
22808,2012,89,89,F,165.0,42.0,PA,49.0,ERIE,516.0,ERIE PA
23261,2012,843,843,F,120.0,36.0,NY,57.0,MONTGOMERY,532.0,ALBANY-SCHENECTADY-TROY NY
23374,2012,8106,8106,C,10.0,25.0,MA,13.0,HAMPDEN,543.0,SPRINGFIELD-HOLYOKE MA
23605,2012,873,873,F,954.0,6.0,CA,97.0,SONOMA,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
23637,2012,5851,5851,M,436.0,39.0,OH,95.0,LUCAS,547.0,TOLEDO OH
24013,2012,5851,5851,M,870.0,35.0,NM,61.0,VALENCIA,790.0,ALBUQUERQUE-SANTA FE NM
24027,2012,5851,5851,M,710.0,22.0,LA,17.0,CADDO,612.0,SHREVEPORT LA
24180,2012,8106,8106,C,10.0,25.0,MA,13.0,HAMPDEN,543.0,SPRINGFIELD-HOLYOKE MA
24470,2012,4904,4904,D,511.0,19.0,IA,193.0,WOODBURY,624.0,SIOUX CITY IA
24846,2012,5851,5851,M,386.0,28.0,MS,33.0,DE SOTO,640.0,MEMPHIS TN
25191,2012,4901,4901,D,435.0,39.0,OH,173.0,WOOD,547.0,TOLEDO OH
25249,2012,5851,5851,M,675.0,20.0,KS,155.0,RENO,678.0,WICHITA-HUTCHINSON PLUS KS
25295,2012,4904,4904,D,756.0,48.0,TX,183.0,GREGG,709.0,TYLER-LONGVIEW (LUFKIN & NACOGDOCHES) TX
25517,2012,4904,4904,D,342.0,12.0,FL,115.0,SARASOTA,539.0,TAMPA-ST PETERSBURG (SARASOTA) FL
25652,2012,5851,5851,M,382.0,47.0,TN,183.0,WEAKLEY,632.0,PADUCAH KY-CAPE GIRARDEAU MO
25997,2012,2,2,F,193.0,42.0,PA,45.0,DELAWARE,504.0,PHILADELPHIA PA
26458,2012,5851,5851,M,432.0,39.0,OH,49.0,FRANKLIN,535.0,COLUMBUS OH
26549,2012,9104,9104,F,281.0,37.0,NC,97.0,IREDELL,517.0,CHARLOTTE NC
26861,2012,5851,5851,M,775.0,48.0,TX,39.0,BRAZORIA,618.0,HOUSTON TX
26992,2012,130,130,F,770.0,48.0,TX,201.0,HARRIS,618.0,HOUSTON TX
27229,2012,4904,4904,D,331.0,12.0,FL,25.0,MIAMI-DADE,528.0,MIAMI-FT LAUDERDALE FL
27396,2012,4904,4904,D,500.0,19.0,IA,153.0,POLK,679.0,DES MOINES-AMES IA
27492,2012,5851,5851,M,471.0,18.0,IN,143.0,SCOTT,529.0,LOUISVILLE KY
27558,2012,6,6,F,604.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
27667,2012,5851,5851,M,109.0,36.0,NY,87.0,ROCKLAND,501.0,NEW YORK NY
27726,2012,79,79,F,207.0,24.0,MD,33.0,PRNC GEORGES,511.0,WASHINGTON DC (HAGERSTOWN MD)
28117,2012,4904,4904,D,551.0,27.0,MN,37.0,DAKOTA,613.0,MINNEAPOLIS-ST PAUL MN
28473,2012,5851,5851,M,493.0,26.0,MI,107.0,MECOSTA,540.0,TRAVERSE CITY-CADILLAC MI
28532,2012,79,79,F,291.0,45.0,SC,39.0,FAIRFIELD,546.0,COLUMBIA SC
28741,2012,4904,4904,D,334.0,12.0,FL,99.0,PALM BEACH,548.0,WEST PALM BEACH-FT PIERCE FL
28779,2012,4904,4904,D,118.0,36.0,NY,59.0,NASSAU,501.0,NEW YORK NY
28818,2012,4901,4901,D,285.0,37.0,NC,147.0,PITT,545.0,GREENVILLE-NEW BERN-WASHINGTON NC
29036,2012,5851,5851,M,788.0,48.0,TX,323.0,MAVERICK,641.0,SAN ANTONIO TX
29220,2012,182,182,F,980.0,53.0,WA,33.0,KING,819.0,SEATTLE-TACOMA WA
29247,2012,32,32,F,954.0,6.0,CA,97.0,SONOMA,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
29623,2012,182,182,F,980.0,53.0,WA,33.0,KING,819.0,SEATTLE-TACOMA WA
29682,2012,5851,5851,M,496.0,26.0,MI,165.0,WEXFORD,540.0,TRAVERSE CITY-CADILLAC MI
29995,2012,5917,5917,C,741.0,40.0,OK,143.0,TULSA,671.0,TULSA OK
30050,2012,4904,4904,D,326.0,12.0,FL,1.0,ALACHUA,592.0,GAINESVILLE FL
30131,2012,6901,6901,M,633.0,29.0,MO,183.0,ST CHARLES,609.0,ST LOUIS MO
30891,2012,5851,5851,M,128.0,36.0,NY,115.0,WASHINGTON,532.0,ALBANY-SCHENECTADY-TROY NY
31063,2012,4901,4901,D,482.0,26.0,MI,163.0,WAYNE,505.0,DETROIT MI
31159,2012,4904,4904,D,327.0,12.0,FL,9.0,BREVARD,534.0,ORLANDO-DAYTONA BEACH-MELBOURNE FL
31294,2012,5851,5851,M,378.0,47.0,TN,25.0,CLAIBORNE,557.0,KNOXVILLE TN
31430,2012,4901,4901,D,13.0,25.0,MA,11.0,FRANKLIN,543.0,SPRINGFIELD-HOLYOKE MA
31697,2012,5851,5851,M,456.0,39.0,OH,53.0,GALLIA,564.0,CHARLESTON-HUNTINGTON WV
32136,2012,236,236,F,913.0,6.0,CA,111.0,VENTURA,803.0,LOS ANGELES CA
32503,2012,5851,5851,M,770.0,48.0,TX,201.0,HARRIS,618.0,HOUSTON TX
32848,2012,4901,4901,D,442.0,39.0,OH,153.0,SUMMIT,510.0,CLEVELAND OH
32906,2012,5851,5851,M,775.0,48.0,TX,201.0,HARRIS,618.0,HOUSTON TX
34518,2012,5851,5851,M,18.0,25.0,MA,9.0,ESSEX,506.0,BOSTON (MANCHESTER) MA-NH
34545,2012,5851,5851,M,321.0,12.0,FL,127.0,VOLUSIA,534.0,ORLANDO-DAYTONA BEACH-MELBOURNE FL
34886,2012,4904,4904,D,344.0,12.0,FL,83.0,MARION,534.0,ORLANDO-DAYTONA BEACH-MELBOURNE FL
35324,2012,5851,5851,M,226.0,51.0,VA,171.0,SHENANDOAH,511.0,WASHINGTON DC (HAGERSTOWN MD)
35754,2012,5851,5851,M,322.0,12.0,FL,31.0,DUVAL,561.0,JACKSONVILLE FL
36130,2012,5851,5851,M,60.0,9.0,CT,3.0,HARTFORD,533.0,HARTFORD & NEW HAVEN CT
36936,2012,5851,5851,M,128.0,36.0,NY,115.0,WASHINGTON,532.0,ALBANY-SCHENECTADY-TROY NY
36953,2012,4904,4904,D,844.0,49.0,UT,57.0,WEBER,770.0,SALT LAKE CITY UT
37076,2012,8106,8106,C,10.0,25.0,MA,13.0,HAMPDEN,543.0,SPRINGFIELD-HOLYOKE MA
37086,2012,4904,4904,D,853.0,4.0,AZ,13.0,MARICOPA,753.0,PHOENIX AZ
37339,2012,5851,5851,M,64.0,9.0,CT,9.0,NEW HAVEN,533.0,HARTFORD & NEW HAVEN CT
37566,2012,4901,4901,D,163.0,42.0,PA,39.0,CRAWFORD,516.0,ERIE PA
37882,2012,8106,8106,C,10.0,25.0,MA,27.0,WORCESTER,506.0,BOSTON (MANCHESTER) MA-NH
38444,2012,4904,4904,D,372.0,47.0,TN,37.0,DAVIDSON,659.0,NASHVILLE TN
38916,2012,4904,4904,D,301.0,13.0,GA,97.0,DOUGLAS,524.0,ATLANTA GA
38951,2012,5851,5851,M,622.0,17.0,IL,163.0,SAINT CLAIR,609.0,ST LOUIS MO
38997,2012,6901,6901,M,484.0,26.0,MI,49.0,GENESEE,513.0,FLINT-SAGINAW-BAY CITY MI
39046,2012,9,3997,F,922.0,6.0,CA,25.0,IMPERIAL,771.0,YUMA-EL CENTRO AZ-CA
39381,2012,4904,4904,D,321.0,12.0,FL,127.0,VOLUSIA,534.0,ORLANDO-DAYTONA BEACH-MELBOURNE FL
39725,2012,32,32,F,954.0,6.0,CA,97.0,SONOMA,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
40160,2012,5851,5851,M,797.0,48.0,TX,135.0,ECTOR,633.0,ODESSA-MIDLAND TX
40405,2012,5851,5851,M,700.0,22.0,LA,51.0,JEFFERSON,622.0,NEW ORLEANS LA
40504,2012,8199,8199,C,898.0,32.0,NV,7.0,ELKO,770.0,SALT LAKE CITY UT
40541,2012,79,79,F,286.0,37.0,NC,193.0,WILKES,518.0,GREENSBORO-HIGH POINT-WINSTON SALEM NC
40563,2012,5851,5851,M,60.0,9.0,CT,3.0,HARTFORD,533.0,HARTFORD & NEW HAVEN CT
40572,2012,34,34,F,29.0,44.0,RI,7.0,PROVIDENCE,521.0,PROVIDENCE-NEW BEDFORD RI-MA
40966,2012,5851,5851,M,253.0,54.0,WV,39.0,KANAWHA,564.0,CHARLESTON-HUNTINGTON WV
41347,2012,79,79,F,217.0,24.0,MD,27.0,HOWARD,512.0,BALTIMORE MD
41482,2012,61,61,F,601.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
41772,2012,5851,5851,M,109.0,36.0,NY,71.0,ORANGE,501.0,NEW YORK NY
42578,2012,5851,5851,M,217.0,24.0,MD,21.0,FREDERICK,511.0,WASHINGTON DC (HAGERSTOWN MD)
42660,2012,9104,9104,F,342.0,12.0,FL,81.0,MANATEE,539.0,TAMPA-ST PETERSBURG (SARASOTA) FL
43226,2012,5851,5851,M,704.0,22.0,LA,103.0,ST TAMMANY,622.0,NEW ORLEANS LA
43755,2012,32,32,F,954.0,6.0,CA,97.0,SONOMA,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
43787,2012,5851,5851,M,150.0,42.0,PA,129.0,WESTMORELND,508.0,PITTSBURGH PA
44081,2012,6,6,F,605.0,17.0,IL,89.0,KANE,602.0,CHICAGO IL
44109,2012,4901,4901,D,435.0,39.0,OH,95.0,LUCAS,547.0,TOLEDO OH
44236,2012,6901,6901,M,926.0,6.0,CA,59.0,ORANGE,803.0,LOS ANGELES CA
44326,2012,50,50,F,750.0,48.0,TX,85.0,COLLIN,623.0,DALLAS-FT WORTH TX
44517,2012,4901,4901,D,207.0,24.0,MD,33.0,PRNC GEORGES,511.0,WASHINGTON DC (HAGERSTOWN MD)
44558,2012,4904,4904,D,301.0,13.0,GA,143.0,HARALSON,524.0,ATLANTA GA
45042,2012,4904,4904,D,630.0,29.0,MO,189.0,ST LOUIS,609.0,ST LOUIS MO
45241,2012,5851,5851,M,705.0,22.0,LA,39.0,EVANGELINE,642.0,LAFAYETTE LA
45399,2012,5851,5851,M,775.0,48.0,TX,167.0,GALVESTON,618.0,HOUSTON TX
45558,2012,4904,4904,D,333.0,12.0,FL,11.0,BROWARD,528.0,MIAMI-FT LAUDERDALE FL
46047,2012,5851,5851,M,706.0,22.0,LA,19.0,CALCASIEU,643.0,LAKE CHARLES LA
46205,2012,5851,5851,M,458.0,39.0,OH,107.0,MERCER,542.0,DAYTON OH
46853,2012,5851,5851,M,706.0,22.0,LA,3.0,ALLEN,643.0,LAKE CHARLES LA
47011,2012,5851,5851,M,10.0,25.0,MA,13.0,HAMPDEN,543.0,SPRINGFIELD-HOLYOKE MA
47115,2012,194,194,F,534.0,55.0,WI,101.0,RACINE,617.0,MILWAUKEE WI
47379,2012,4904,4904,D,315.0,13.0,GA,305.0,WAYNE,507.0,SAVANNAH GA
47654,2012,9699,9699,F,752.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
47817,2012,5851,5851,M,170.0,42.0,PA,67.0,JUNIATA,566.0,HARRISBURG-LANCASTER-LEBANON-YORK PA
47976,2012,8106,8106,C,38.0,33.0,NH,15.0,ROCKINGHAM,506.0,BOSTON (MANCHESTER) MA-NH
47985,2012,315,315,F,549.0,55.0,WI,139.0,WINNEBAGO,658.0,GREEN BAY-APPLETON WI
48057,2012,9699,9699,F,752.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
48460,2012,9699,9699,F,752.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
48669,2012,4904,4904,D,301.0,13.0,GA,97.0,DOUGLAS,524.0,ATLANTA GA
48727,2012,8199,8199,C,852.0,4.0,AZ,21.0,PINAL,753.0,PHOENIX AZ
48822,2012,174,174,F,542.0,55.0,WI,29.0,DOOR,658.0,GREEN BAY-APPLETON WI
48868,2012,5851,5851,M,707.0,22.0,LA,77.0,POINT COUPEE,716.0,BATON ROUGE LA
48994,2012,32,32,F,954.0,6.0,CA,45.0,MENDOCINO,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
49130,2012,8199,8199,C,864.0,4.0,AZ,15.0,MOHAVE,753.0,PHOENIX AZ
49243,2012,112,112,F,317.0,13.0,GA,95.0,DOUGHERTY,525.0,ALBANY GA
49429,2012,4904,4904,D,277.0,37.0,NC,63.0,DURHAM,560.0,RALEIGH-DURHAM (FAYETTEVILLE) NC
49669,2012,9699,9699,F,752.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
49832,2012,5851,5851,M,212.0,24.0,MD,510.0,BALTIMORE CT,512.0,BALTIMORE MD
49878,2012,6901,6901,M,272.0,37.0,NC,67.0,FORSYTH,518.0,GREENSBORO-HIGH POINT-WINSTON SALEM NC
50475,2012,9699,9699,F,752.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
50638,2012,5851,5851,M,28.0,44.0,RI,9.0,WASHINGTON,521.0,PROVIDENCE-NEW BEDFORD RI-MA
50665,2012,4904,4904,D,328.0,12.0,FL,95.0,ORANGE,534.0,ORLANDO-DAYTONA BEACH-MELBOURNE FL
50733,2012,6907,6907,M,558.0,27.0,MN,137.0,SAINT LOUIS,676.0,DULUTH-SUPERIOR MN-WI
51068,2012,4904,4904,D,328.0,12.0,FL,95.0,ORANGE,534.0,ORLANDO-DAYTONA BEACH-MELBOURNE FL
51136,2012,6907,6907,M,563.0,27.0,MN,145.0,STEARNS,613.0,MINNEAPOLIS-ST PAUL MN
51281,2012,9699,9699,F,752.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
51412,2012,32,32,F,954.0,6.0,CA,45.0,MENDOCINO,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
51604,2012,6901,6901,M,181.0,42.0,PA,77.0,LEHIGH,504.0,PHILADELPHIA PA
52087,2012,9699,9699,F,750.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
52250,2012,5851,5851,M,133.0,36.0,NY,77.0,OTSEGO,526.0,UTICA NY
52354,2012,8199,8199,C,718.0,5.0,AR,91.0,MILLER,612.0,SHREVEPORT LA
52495,2012,5851,5851,M,711.0,22.0,LA,17.0,CADDO,612.0,SHREVEPORT LA
52653,2012,5851,5851,M,207.0,24.0,MD,33.0,PRNC GEORGES,511.0,WASHINGTON DC (HAGERSTOWN MD)
52898,2012,5851,5851,M,12.0,25.0,MA,3.0,BERKSHIRE,532.0,ALBANY-SCHENECTADY-TROY NY
53083,2012,5851,5851,M,329.0,12.0,FL,9.0,BREVARD,534.0,ORLANDO-DAYTONA BEACH-MELBOURNE FL
53459,2012,5851,5851,M,462.0,18.0,IN,97.0,MARION,527.0,INDIANAPOLIS IN
53640,2012,5917,5917,C,744.0,40.0,OK,111.0,OKMULGEE,671.0,TULSA OK
53704,2012,5851,5851,M,19.0,25.0,MA,9.0,ESSEX,506.0,BOSTON (MANCHESTER) MA-NH
53827,2012,4904,4904,D,488.0,26.0,MI,73.0,ISABELLA,513.0,FLINT-SAGINAW-BAY CITY MI
54102,2012,9699,9699,F,752.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
54369,2012,8199,8199,C,922.0,6.0,CA,65.0,RIVERSIDE,803.0,LOS ANGELES CA
54415,2012,4904,4904,D,770.0,48.0,TX,201.0,HARRIS,618.0,HOUSTON TX
54505,2012,9699,9699,F,752.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
54714,2012,6901,6921,M,224.0,51.0,VA,177.0,SPOTSYLVANIA,511.0,WASHINGTON DC (HAGERSTOWN MD)
54908,2012,9699,9699,F,752.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
55071,2012,5851,5851,M,788.0,48.0,TX,323.0,MAVERICK,641.0,SAN ANTONIO TX
55098,2012,869,21,F,860.0,4.0,AZ,5.0,COCONINO,753.0,PHOENIX AZ
55339,2012,4904,4904,D,344.0,12.0,FL,17.0,CITRUS,539.0,TAMPA-ST PETERSBURG (SARASOTA) FL
55605,2012,72,72,F,770.0,48.0,TX,201.0,HARRIS,618.0,HOUSTON TX
55877,2012,5851,5851,M,117.0,36.0,NY,103.0,SUFFOLK,501.0,NEW YORK NY
56135,2012,79,79,F,263.0,54.0,WV,33.0,HARRISON,598.0,CLARKSBURG-WESTON WV
56307,2012,4904,4904,D,334.0,12.0,FL,99.0,PALM BEACH,548.0,WEST PALM BEACH-FT PIERCE FL
56683,2012,5851,5851,M,365.0,1.0,AL,3.0,BALDWIN,686.0,MOBILE-PENSACOLA (FT WALTON BEACH) AL-FL
56692,2012,212,817,F,68.0,9.0,CT,1.0,FAIRFIELD,501.0,NEW YORK NY
56819,2012,9,9,F,837.0,16.0,ID,1.0,ADA,757.0,BOISE ID
56928,2012,5851,5851,M,207.0,24.0,MD,33.0,PRNC GEORGES,511.0,WASHINGTON DC (HAGERSTOWN MD)
57086,2012,5851,5851,M,681.0,31.0,NE,55.0,DOUGLAS,652.0,OMAHA NE
57489,2012,5851,5851,M,136.0,36.0,NY,89.0,ST LAWRENCE,549.0,WATERTOWN NY
57631,2012,130,130,F,245.0,51.0,VA,19.0,BEDFORD,573.0,ROANOKE-LYNCHBURG VA
57906,2012,129,129,F,806.0,8.0,CO,1.0,ADAMS,751.0,DENVER CO
58698,2012,5851,5851,M,797.0,48.0,TX,329.0,MIDLAND,633.0,ODESSA-MIDLAND TX
