store_code_uc,year,parent_code,retailer_code,channel_code,store_zip3,fips_state_code,fips_state_descr,fips_county_code,fips_county_descr,dma_code,dma_descr
4531813,2012,5851,5851,M,309.0,13.0,GA,245.0,RICHMOND,520.0,AUGUSTA GA
4531930,2012,210,210,F,891.0,32.0,NV,3.0,CLARK,839.0,LAS VEGAS NV
4532153,2012,5851,5851,M,140.0,36.0,NY,29.0,ERIE,514.0,BUFFALO NY
4532479,2012,9651,9651,L,335.0,12.0,FL,57.0,HILLSBOROUGH,539.0,TAMPA-ST PETERSBURG (SARASOTA) FL
4532709,2012,5851,5851,M,801.0,8.0,CO,5.0,ARAPAHOE,751.0,DENVER CO
4532773,2012,5851,5851,M,756.0,48.0,TX,183.0,GREGG,709.0,TYLER-LONGVIEW (LUFKIN & NACOGDOCHES) TX
4532958,2012,4904,4904,D,730.0,40.0,OK,27.0,CLEVELAND,650.0,OKLAHOMA CITY OK
4533036,2012,5851,5851,M,764.0,48.0,TX,143.0,ERATH,623.0,DALLAS-FT WORTH TX
4533139,2012,117,117,F,510.0,19.0,IA,35.0,CHEROKEE,624.0,SIOUX CITY IA
4533343,2012,4901,4901,D,381.0,47.0,TN,157.0,SHELBY,640.0,MEMPHIS TN
4533551,2012,4904,4904,D,28.0,44.0,RI,3.0,KENT,521.0,PROVIDENCE-NEW BEDFORD RI-MA
4533637,2012,6904,6904,M,531.0,55.0,WI,79.0,MILWAUKEE,617.0,MILWAUKEE WI
4533655,2012,295,81,F,681.0,31.0,NE,55.0,DOUGLAS,652.0,OMAHA NE
4534058,2012,236,236,F,925.0,6.0,CA,65.0,RIVERSIDE,803.0,LOS ANGELES CA
4534444,2012,4904,4904,D,402.0,21.0,KY,111.0,JEFFERSON,529.0,LOUISVILLE KY
4534634,2012,5851,5851,M,498.0,26.0,MI,41.0,DELTA,553.0,MARQUETTE MI
4534846,2012,6904,6904,M,535.0,55.0,WI,55.0,JEFFERSON,617.0,MILWAUKEE WI
4534991,2012,130,130,F,481.0,26.0,MI,163.0,WAYNE,505.0,DETROIT MI
4535249,2012,6904,6904,M,543.0,55.0,WI,9.0,BROWN,658.0,GREEN BAY-APPLETON WI
4535281,2012,4901,4901,D,44.0,23.0,ME,19.0,PENOBSCOT,537.0,BANGOR ME
4535358,2012,4901,4901,D,381.0,47.0,TN,157.0,SHELBY,640.0,MEMPHIS TN
4535761,2012,4901,4901,D,386.0,28.0,MS,33.0,DE SOTO,640.0,MEMPHIS TN
4536055,2012,6904,6904,M,531.0,55.0,WI,79.0,MILWAUKEE,617.0,MILWAUKEE WI
4536056,2012,4904,4904,D,330.0,12.0,FL,25.0,MIAMI-DADE,528.0,MIAMI-FT LAUDERDALE FL
4536458,2012,6904,6904,M,535.0,55.0,WI,105.0,ROCK,669.0,MADISON WI
4536649,2012,5851,5851,M,749.0,40.0,OK,79.0,LE FLORE,670.0,FT SMITH-FAY-SPRNGDL-RGRS
4536861,2012,6904,6904,M,531.0,55.0,WI,59.0,KENOSHA,617.0,MILWAUKEE WI
4537052,2012,5851,5851,M,327.0,12.0,FL,117.0,SEMINOLE,534.0,ORLANDO-DAYTONA BEACH-MELBOURNE FL
4537264,2012,6904,6904,M,546.0,55.0,WI,63.0,LA CROSSE,702.0,LA CROSSE-EAU CLAIRE WI
4537265,2012,4904,4904,D,395.0,28.0,MS,59.0,JACKSON,746.0,BILOXI-GULFPORT MS
4537387,2012,6901,6901,M,15.0,25.0,MA,27.0,WORCESTER,506.0,BOSTON (MANCHESTER) MA-NH
4537608,2012,32,32,F,852.0,4.0,AZ,13.0,MARICOPA,753.0,PHOENIX AZ
4537821,2012,59,60,F,18.0,25.0,MA,9.0,ESSEX,506.0,BOSTON (MANCHESTER) MA-NH
4537858,2012,5851,5851,M,890.0,32.0,NV,3.0,CLARK,839.0,LAS VEGAS NV
4538011,2012,32,32,F,863.0,4.0,AZ,25.0,YAVAPAI,753.0,PHOENIX AZ
4538070,2012,117,117,F,537.0,55.0,WI,25.0,DANE,669.0,MADISON WI
4538102,2012,79,79,F,283.0,37.0,NC,51.0,CUMBERLAND,560.0,RALEIGH-DURHAM (FAYETTEVILLE) NC
4538193,2012,6901,6901,M,10.0,25.0,MA,15.0,HAMPSHIRE,543.0,SPRINGFIELD-HOLYOKE MA
4538261,2012,869,21,F,857.0,4.0,AZ,19.0,PIMA,789.0,TUCSON (SIERRA VISTA) AZ
4538396,2012,248,248,F,321.0,12.0,FL,107.0,PUTNAM,561.0,JACKSONVILLE FL
4538414,2012,32,32,F,201.0,51.0,VA,107.0,LOUDOUN,511.0,WASHINGTON DC (HAGERSTOWN MD)
4538505,2012,79,79,F,285.0,37.0,NC,133.0,ONSLOW,545.0,GREENVILLE-NEW BERN-WASHINGTON NC
4538596,2012,79,79,F,275.0,37.0,NC,101.0,JOHNSTON,560.0,RALEIGH-DURHAM (FAYETTEVILLE) NC
4538790,2012,4904,4904,D,331.0,12.0,FL,25.0,MIAMI-DADE,528.0,MIAMI-FT LAUDERDALE FL
4538876,2012,315,315,F,542.0,55.0,WI,71.0,MANITOWOC,658.0,GREEN BAY-APPLETON WI
4538999,2012,6901,6921,M,553.0,27.0,MN,53.0,HENNEPIN,613.0,MINNEAPOLIS-ST PAUL MN
4539221,2012,5851,5851,M,331.0,12.0,FL,25.0,MIAMI-DADE,528.0,MIAMI-FT LAUDERDALE FL
4539280,2012,4904,4904,D,30.0,33.0,NH,15.0,ROCKINGHAM,506.0,BOSTON (MANCHESTER) MA-NH
4539311,2012,212,817,F,77.0,34.0,NJ,25.0,MONMOUTH,501.0,NEW YORK NY
4539366,2012,843,843,F,105.0,36.0,NY,79.0,PUTNAM,501.0,NEW YORK NY
4539605,2012,248,248,F,394.0,28.0,MS,91.0,MARION,710.0,HATTIESBURG-LAUREL MS
4539682,2012,194,194,F,530.0,55.0,WI,133.0,WAUKESHA,617.0,MILWAUKEE WI
4539714,2012,212,817,F,88.0,34.0,NJ,23.0,MIDDLESEX,501.0,NEW YORK NY
4540067,2012,8199,8199,C,471.0,18.0,IN,25.0,CRAWFORD,529.0,LOUISVILLE KY
4540085,2012,6904,6904,M,532.0,55.0,WI,79.0,MILWAUKEE,617.0,MILWAUKEE WI
4540162,2012,844,29,F,307.0,13.0,GA,313.0,WHITFIELD,575.0,CHATTANOOGA TN
4540520,2012,4901,4901,D,82.0,34.0,NJ,1.0,ATLANTIC,504.0,PHILADELPHIA PA
4540795,2012,4904,4904,D,112.0,36.0,NY,47.0,KINGS,501.0,NEW YORK NY
4540805,2012,5851,5851,M,494.0,26.0,MI,139.0,OTTAWA,563.0,GRAND RAPIDS-KALAMAZOO-BATTLE CREEK MI
4540891,2012,6904,6904,M,532.0,55.0,WI,79.0,MILWAUKEE,617.0,MILWAUKEE WI
4541198,2012,5851,5851,M,73.0,34.0,NJ,17.0,HUDSON,501.0,NEW YORK NY
4541294,2012,194,194,F,532.0,55.0,WI,79.0,MILWAUKEE,617.0,MILWAUKEE WI
4541295,2012,4904,4904,D,902.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
4541367,2012,9699,9699,L,11.0,25.0,MA,13.0,HAMPDEN,543.0,SPRINGFIELD-HOLYOKE MA
4541765,2012,6901,6901,M,906.0,6.0,CA,59.0,ORANGE,803.0,LOS ANGELES CA
4541806,2012,4904,4904,D,74.0,34.0,NJ,31.0,PASSAIC,501.0,NEW YORK NY
4542417,2012,5851,5851,M,490.0,26.0,MI,21.0,BERRIEN,588.0,SOUTH BEND-ELKHART IN
4542535,2012,199,3997,F,894.0,32.0,NV,31.0,WASHOE,811.0,RENO NV
4542829,2012,130,130,F,402.0,21.0,KY,111.0,JEFFERSON,529.0,LOUISVILLE KY
4543029,2012,6901,6921,M,554.0,27.0,MN,3.0,ANOKA,613.0,MINNEAPOLIS-ST PAUL MN
4543060,2012,9,9,F,906.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
4544550,2012,9104,9104,F,113.0,36.0,NY,81.0,QUEENS,501.0,NEW YORK NY
4544595,2012,47,47,F,378.0,47.0,TN,1.0,ANDERSON,557.0,KNOXVILLE TN
4544921,2012,6904,6904,M,544.0,55.0,WI,97.0,PORTAGE,705.0,WAUSAU-RHINELANDER WI
4545525,2012,5851,5851,M,19.0,25.0,MA,9.0,ESSEX,506.0,BOSTON (MANCHESTER) MA-NH
4545727,2012,6904,6904,M,548.0,55.0,WI,31.0,DOUGLAS,676.0,DULUTH-SUPERIOR MN-WI
4545759,2012,212,817,F,117.0,36.0,NY,103.0,SUFFOLK,501.0,NEW YORK NY
4545881,2012,32,32,F,805.0,8.0,CO,13.0,BOULDER,751.0,DENVER CO
4546130,2012,6904,6904,M,531.0,55.0,WI,133.0,WAUKESHA,617.0,MILWAUKEE WI
4546348,2012,4901,4901,D,47.0,23.0,ME,3.0,AROOSTOOK,552.0,PRESQUE ISLE ME
4546926,2012,5851,5851,M,794.0,48.0,TX,303.0,LUBBOCK,651.0,LUBBOCK TX
4546968,2012,4901,4901,D,441.0,39.0,OH,35.0,CUYAHOGA,510.0,CLEVELAND OH
4547530,2012,869,21,F,852.0,4.0,AZ,13.0,MARICOPA,753.0,PHOENIX AZ
4547652,2012,5917,5917,C,658.0,29.0,MO,77.0,GREENE,619.0,SPRINGFIELD MO
4547769,2012,117,117,F,506.0,19.0,IA,17.0,BREMER,637.0,CEDAR RAPIDS-WATERLOO & DUBUQUE IA
4548177,2012,9104,9104,F,28.0,44.0,RI,5.0,NEWPORT,521.0,PROVIDENCE-NEW BEDFORD RI-MA
4548363,2012,4904,4904,D,532.0,55.0,WI,79.0,MILWAUKEE,617.0,MILWAUKEE WI
4548580,2012,130,130,F,371.0,47.0,TN,149.0,RUTHERFORD,659.0,NASHVILLE TN
4548779,2012,4904,4904,D,752.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
4548843,2012,4904,4904,D,466.0,18.0,IN,141.0,ST JOSEPH,588.0,SOUTH BEND-ELKHART IN
4549344,2012,5851,5851,M,700.0,22.0,LA,75.0,PLAQUEMINES,622.0,NEW ORLEANS LA
4549386,2012,4901,4901,D,840.0,49.0,UT,49.0,UTAH,770.0,SALT LAKE CITY UT
4549736,2012,5851,5851,M,324.0,12.0,FL,63.0,JACKSON,656.0,PANAMA CITY FL
4549789,2012,4901,4901,D,229.0,51.0,VA,15.0,AUGUSTA,569.0,HARRISONBURG VA
4549948,2012,112,112,F,310.0,13.0,GA,23.0,BLECKLEY,503.0,MACON GA
4550758,2012,6901,6901,M,331.0,12.0,FL,25.0,MIAMI-DADE,528.0,MIAMI-FT LAUDERDALE FL
4551025,2012,8102,8102,C,782.0,48.0,TX,29.0,BEXAR,641.0,SAN ANTONIO TX
4551311,2012,5851,5851,M,342.0,12.0,FL,27.0,DE SOTO,571.0,FT MYERS-NAPLES FL
4551360,2012,6,6,F,604.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
4551772,2012,6904,6904,M,820.0,56.0,WY,21.0,LARAMIE,759.0,CHEYENNE-SCOTTSBLUFF WY-NE
4552175,2012,6904,6904,M,829.0,56.0,WY,37.0,SWEETWATER,770.0,SALT LAKE CITY UT
4553411,2012,117,117,F,507.0,19.0,IA,13.0,BLACK HAWK,637.0,CEDAR RAPIDS-WATERLOO & DUBUQUE IA
4553796,2012,136,866,F,344.0,12.0,FL,83.0,MARION,534.0,ORLANDO-DAYTONA BEACH-MELBOURNE FL
4554364,2012,5851,5851,M,833.0,16.0,ID,83.0,TWIN FALLS,760.0,TWIN FALLS ID
4554602,2012,136,866,F,338.0,12.0,FL,105.0,POLK,539.0,TAMPA-ST PETERSBURG (SARASOTA) FL
4554630,2012,112,112,F,316.0,13.0,GA,185.0,LOWNDES,530.0,TALLAHASSEE-THOMASVILLE FL-GA
4557460,2012,32,32,F,208.0,24.0,MD,31.0,MONTGOMERY,511.0,WASHINGTON DC (HAGERSTOWN MD)
4557760,2012,5851,5851,M,77.0,34.0,NJ,25.0,MONMOUTH,501.0,NEW YORK NY
4557921,2012,32,32,F,894.0,32.0,NV,21.0,MINERAL,811.0,RENO NV
4557935,2012,4901,4901,D,925.0,6.0,CA,65.0,RIVERSIDE,803.0,LOS ANGELES CA
4558039,2012,8106,8106,C,28.0,44.0,RI,3.0,KENT,521.0,PROVIDENCE-NEW BEDFORD RI-MA
4558161,2012,32,32,F,959.0,6.0,CA,7.0,BUTTE,868.0,CHICO-REDDING CA
4558324,2012,32,32,F,894.0,32.0,NV,27.0,PERSHING,811.0,RENO NV
4558338,2012,5851,5851,M,112.0,36.0,NY,47.0,KINGS,501.0,NEW YORK NY
4558741,2012,2,2,F,193.0,42.0,PA,29.0,CHESTER,504.0,PHILADELPHIA PA
4559094,2012,32,32,F,956.0,6.0,CA,61.0,PLACER,862.0,SACRAMENTO-STOCKTON-MODESTO CA
4559217,2012,9104,9104,F,339.0,12.0,FL,71.0,LEE,571.0,FT MYERS-NAPLES FL
4560149,2012,4904,4904,D,551.0,27.0,MN,123.0,RAMSEY,613.0,MINNEAPOLIS-ST PAUL MN
4560262,2012,5917,5917,C,507.0,19.0,IA,13.0,BLACK HAWK,637.0,CEDAR RAPIDS-WATERLOO & DUBUQUE IA
4560409,2012,5851,5851,M,170.0,42.0,PA,41.0,CUMBERLAND,566.0,HARRISBURG-LANCASTER-LEBANON-YORK PA
4560829,2012,5851,5851,M,335.0,12.0,FL,101.0,PASCO,539.0,TAMPA-ST PETERSBURG (SARASOTA) FL
4560852,2012,4904,4904,D,67.0,9.0,CT,9.0,NEW HAVEN,533.0,HARTFORD & NEW HAVEN CT
4560955,2012,4904,4904,D,551.0,27.0,MN,123.0,RAMSEY,613.0,MINNEAPOLIS-ST PAUL MN
4560983,2012,4901,4901,D,424.0,21.0,KY,101.0,HENDERSON,649.0,EVANSVILLE IN
4562128,2012,5851,5851,M,802.0,8.0,CO,31.0,DENVER,751.0,DENVER CO
4562441,2012,4904,4904,D,905.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
4562762,2012,4901,4901,D,703.0,22.0,LA,101.0,SAINT MARY,716.0,BATON ROUGE LA
4563165,2012,4901,4901,D,708.0,22.0,LA,33.0,E BATON RGE,716.0,BATON ROUGE LA
4563568,2012,4901,4901,D,708.0,22.0,LA,33.0,E BATON RGE,716.0,BATON ROUGE LA
4563740,2012,5851,5851,M,802.0,8.0,CO,1.0,ADAMS,751.0,DENVER CO
4563971,2012,4901,4901,D,712.0,22.0,LA,73.0,OUACHITA,628.0,MONROE-EL DORADO LA-AR
4564143,2012,5851,5851,M,802.0,8.0,CO,31.0,DENVER,751.0,DENVER CO
4564179,2012,4904,4904,D,553.0,27.0,MN,37.0,DAKOTA,613.0,MINNEAPOLIS-ST PAUL MN
4564256,2012,6,6,F,604.0,17.0,IL,197.0,WILL,602.0,CHICAGO IL
4564342,2012,4901,4901,D,132.0,36.0,NY,67.0,ONONDAGA,555.0,SYRACUSE NY
4564523,2012,858,884,F,945.0,6.0,CA,13.0,CONTRA COSTA,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
4564609,2012,32,32,F,945.0,6.0,CA,13.0,CONTRA COSTA,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
4564632,2012,130,130,F,439.0,39.0,OH,81.0,JEFFERSON,554.0,WHEELING-STEUBENVILLE WV-OH
4564668,2012,4901,4901,D,435.0,39.0,OH,95.0,LUCAS,547.0,TOLEDO OH
4564949,2012,5851,5851,M,802.0,8.0,CO,31.0,DENVER,751.0,DENVER CO
4564985,2012,4904,4904,D,554.0,27.0,MN,53.0,HENNEPIN,613.0,MINNEAPOLIS-ST PAUL MN
4565329,2012,236,236,F,920.0,6.0,CA,73.0,SAN DIEGO,825.0,SAN DIEGO CA
4565665,2012,5851,5851,M,402.0,21.0,KY,111.0,JEFFERSON,529.0,LOUISVILLE KY
4565791,2012,4904,4904,D,554.0,27.0,MN,53.0,HENNEPIN,613.0,MINNEAPOLIS-ST PAUL MN
4565973,2012,130,130,F,302.0,13.0,GA,77.0,COWETA,524.0,ATLANTA GA
4566086,2012,257,257,F,300.0,13.0,GA,135.0,GWINNETT,524.0,ATLANTA GA
4566280,2012,4901,4901,D,436.0,39.0,OH,95.0,LUCAS,547.0,TOLEDO OH
4566561,2012,5851,5851,M,809.0,8.0,CO,41.0,EL PASO,752.0,COLORADO SPRINGS-PUEBLO CO
4566683,2012,4901,4901,D,434.0,39.0,OH,173.0,WOOD,547.0,TOLEDO OH
4566792,2012,4901,4901,D,712.0,22.0,LA,61.0,LINCOLN,628.0,MONROE-EL DORADO LA-AR
4566874,2012,236,236,F,921.0,6.0,CA,73.0,SAN DIEGO,825.0,SAN DIEGO CA
4567367,2012,5851,5851,M,810.0,8.0,CO,101.0,PUEBLO,752.0,COLORADO SPRINGS-PUEBLO CO
4567430,2012,9,9,F,837.0,16.0,ID,1.0,ADA,757.0,BOISE ID
4567703,2012,4904,4904,D,325.0,12.0,FL,33.0,ESCAMBIA,686.0,MOBILE-PENSACOLA (FT WALTON BEACH) AL-FL
4567806,2012,4904,4904,D,554.0,27.0,MN,53.0,HENNEPIN,613.0,MINNEAPOLIS-ST PAUL MN
4567892,2012,4901,4901,D,436.0,39.0,OH,95.0,LUCAS,547.0,TOLEDO OH
4567919,2012,117,117,F,508.0,19.0,IA,175.0,UNION,679.0,DES MOINES-AMES IA
4568150,2012,130,130,F,303.0,13.0,GA,121.0,FULTON,524.0,ATLANTA GA
4568576,2012,5851,5851,M,810.0,8.0,CO,101.0,PUEBLO,752.0,COLORADO SPRINGS-PUEBLO CO
4569138,2012,90,90,F,201.0,51.0,VA,107.0,LOUDOUN,511.0,WASHINGTON DC (HAGERSTOWN MD)
4569292,2012,5851,5851,M,490.0,26.0,MI,25.0,CALHOUN,563.0,GRAND RAPIDS-KALAMAZOO-BATTLE CREEK MI
4569310,2012,5851,5851,M,765.0,48.0,TX,27.0,BELL,625.0,WACO-TEMPLE-BRYAN TX
4569735,2012,4904,4904,D,708.0,22.0,LA,33.0,E BATON RGE,716.0,BATON ROUGE LA
4569762,2012,6,6,F,606.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
4569871,2012,36,36,F,754.0,48.0,TX,159.0,FRANKLIN,709.0,TYLER-LONGVIEW (LUFKIN & NACOGDOCHES) TX
4569934,2012,117,117,F,508.0,19.0,IA,3.0,ADAMS,679.0,DES MOINES-AMES IA
4570138,2012,4904,4904,D,707.0,22.0,LA,63.0,LIVINGSTON,716.0,BATON ROUGE LA
4570252,2012,4901,4901,D,982.0,53.0,WA,73.0,WHATCOM,819.0,SEATTLE-TACOMA WA
4570310,2012,4901,4901,D,436.0,39.0,OH,95.0,LUCAS,547.0,TOLEDO OH
4570501,2012,5851,5851,M,814.0,8.0,CO,85.0,MONTROSE,773.0,GRAND JUNCTION-MONTROSE CO
4571058,2012,5851,5851,M,378.0,47.0,TN,57.0,GRAINGER,557.0,KNOXVILLE TN
4571433,2012,4904,4904,D,802.0,8.0,CO,31.0,DENVER,751.0,DENVER CO
4571777,2012,79,79,F,282.0,37.0,NC,119.0,MECKLENBURG,517.0,CHARLOTTE NC
4571806,2012,5851,5851,M,302.0,13.0,GA,63.0,CLAYTON,524.0,ATLANTA GA
4571864,2012,5851,5851,M,810.0,8.0,CO,101.0,PUEBLO,752.0,COLORADO SPRINGS-PUEBLO CO
4572153,2012,4904,4904,D,708.0,22.0,LA,33.0,E BATON RGE,716.0,BATON ROUGE LA
4572180,2012,4931,4931,D,272.0,37.0,NC,135.0,ORANGE,560.0,RALEIGH-DURHAM (FAYETTEVILLE) NC
4572239,2012,5851,5851,M,370.0,47.0,TN,37.0,DAVIDSON,659.0,NASHVILLE TN
4572434,2012,32,32,F,853.0,4.0,AZ,13.0,MARICOPA,753.0,PHOENIX AZ
4572556,2012,4904,4904,D,708.0,22.0,LA,33.0,E BATON RGE,716.0,BATON ROUGE LA
4572837,2012,858,858,F,907.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
4572986,2012,257,257,F,373.0,47.0,TN,107.0,MCMINN,575.0,CHATTANOOGA TN
4573340,2012,4904,4904,D,100.0,36.0,NY,61.0,NEW YORK,501.0,NEW YORK NY
4573362,2012,4904,4904,D,708.0,22.0,LA,33.0,E BATON RGE,716.0,BATON ROUGE LA
4573389,2012,72,72,F,770.0,48.0,TX,201.0,HARRIS,618.0,HOUSTON TX
4573765,2012,4904,4904,D,708.0,22.0,LA,33.0,E BATON RGE,716.0,BATON ROUGE LA
4574531,2012,5851,5851,M,784.0,48.0,TX,355.0,NUECES,600.0,CORPUS CHRISTI TX
4574598,2012,32,32,F,983.0,53.0,WA,53.0,PIERCE,819.0,SEATTLE-TACOMA WA
4574648,2012,248,248,F,339.0,12.0,FL,51.0,HENDRY,571.0,FT MYERS-NAPLES FL
4575001,2012,130,130,F,613.0,17.0,IL,99.0,LA SALLE,602.0,CHICAGO IL
4575175,2012,9699,9699,F,752.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
4575368,2012,8199,8199,C,377.0,47.0,TN,59.0,GREENE,531.0,TRI-CITIES TN-VA
4575454,2012,248,248,F,395.0,28.0,MS,47.0,HARRISON,746.0,BILOXI-GULFPORT MS
4575463,2012,4904,4904,D,18.0,25.0,MA,9.0,ESSEX,506.0,BOSTON (MANCHESTER) MA-NH
4575491,2012,5851,5851,M,606.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
4576233,2012,5851,5851,M,60.0,9.0,CT,3.0,HARTFORD,533.0,HARTFORD & NEW HAVEN CT
4576366,2012,5851,5851,M,272.0,37.0,NC,81.0,GUILFORD,518.0,GREENSBORO-HIGH POINT-WINSTON SALEM NC
4576749,2012,6,6,F,605.0,17.0,IL,43.0,DU PAGE,602.0,CHICAGO IL
4577757,2012,4904,4904,D,226.0,51.0,VA,69.0,FREDERICK,511.0,WASHINGTON DC (HAGERSTOWN MD)
4577764,2012,4904,4904,D,870.0,35.0,NM,49.0,SANTA FE,790.0,ALBUQUERQUE-SANTA FE NM
4577845,2012,5851,5851,M,64.0,9.0,CT,7.0,MIDDLESEX,533.0,HARTFORD & NEW HAVEN CT
4577909,2012,5851,5851,M,13.0,25.0,MA,11.0,FRANKLIN,543.0,SPRINGFIELD-HOLYOKE MA
4578095,2012,5851,5851,M,776.0,48.0,TX,199.0,HARDIN,692.0,BEAUMONT-PORT ARTHUR TX
4578248,2012,5851,5851,M,66.0,9.0,CT,1.0,FAIRFIELD,501.0,NEW YORK NY
4578361,2012,6,6,F,601.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
4578402,2012,6904,6904,M,799.0,48.0,TX,141.0,EL PASO,765.0,EL PASO TX
4578515,2012,212,817,F,65.0,9.0,CT,9.0,NEW HAVEN,533.0,HARTFORD & NEW HAVEN CT
4578651,2012,5851,5851,M,65.0,9.0,CT,9.0,NEW HAVEN,533.0,HARTFORD & NEW HAVEN CT
4579243,2012,5851,5851,M,773.0,48.0,TX,201.0,HARRIS,618.0,HOUSTON TX
4579407,2012,4904,4904,D,700.0,22.0,LA,51.0,JEFFERSON,622.0,NEW ORLEANS LA
4579493,2012,4904,4904,D,18.0,25.0,MA,17.0,MIDDLESEX,506.0,BOSTON (MANCHESTER) MA-NH
4579611,2012,89,89,F,445.0,39.0,OH,99.0,MAHONING,536.0,YOUNGSTOWN OH
4580213,2012,4904,4904,D,700.0,22.0,LA,51.0,JEFFERSON,622.0,NEW ORLEANS LA
4580263,2012,5851,5851,M,199.0,10.0,DE,5.0,SUSSEX,576.0,SALISBURY MD
4580730,2012,5851,5851,M,734.0,40.0,OK,69.0,JOHNSTON,657.0,SHERMAN-ADA TX-OK
4581069,2012,5851,5851,M,199.0,10.0,DE,5.0,SUSSEX,576.0,SALISBURY MD
4581114,2012,130,130,F,750.0,48.0,TX,121.0,DENTON,623.0,DALLAS-FT WORTH TX
4581911,2012,4904,4904,D,19.0,25.0,MA,9.0,ESSEX,506.0,BOSTON (MANCHESTER) MA-NH
4582314,2012,4904,4904,D,30.0,33.0,NH,15.0,ROCKINGHAM,506.0,BOSTON (MANCHESTER) MA-NH
4583052,2012,4904,4904,D,857.0,4.0,AZ,19.0,PIMA,789.0,TUCSON (SIERRA VISTA) AZ
4583406,2012,4904,4904,D,103.0,36.0,NY,85.0,RICHMOND,501.0,NEW YORK NY
4583437,2012,4904,4904,D,770.0,48.0,TX,201.0,HARRIS,618.0,HOUSTON TX
4583800,2012,4904,4904,D,612.0,17.0,IL,161.0,ROCK ISLAND,682.0,DAVENPORT-ROCK ISLAND-MOLINE IA-IL
4583839,2012,5851,5851,M,776.0,48.0,TX,361.0,ORANGE,692.0,BEAUMONT-PORT ARTHUR TX
4583840,2012,4904,4904,D,775.0,48.0,TX,201.0,HARRIS,618.0,HOUSTON TX
4584293,2012,5851,5851,M,331.0,12.0,FL,25.0,MIAMI-DADE,528.0,MIAMI-FT LAUDERDALE FL
4584646,2012,4904,4904,D,770.0,48.0,TX,201.0,HARRIS,618.0,HOUSTON TX
4584732,2012,5851,5851,M,871.0,35.0,NM,1.0,BERNALILLO,790.0,ALBUQUERQUE-SANTA FE NM
4585049,2012,4904,4904,D,770.0,48.0,TX,201.0,HARRIS,618.0,HOUSTON TX
4585697,2012,9699,9699,L,27.0,25.0,MA,5.0,BRISTOL,521.0,PROVIDENCE-NEW BEDFORD RI-MA
4585815,2012,5851,5851,M,330.0,12.0,FL,11.0,BROWARD,528.0,MIAMI-FT LAUDERDALE FL
4586344,2012,257,257,F,280.0,37.0,NC,45.0,CLEVELAND,517.0,CHARLOTTE NC
4586457,2012,117,117,F,510.0,19.0,IA,149.0,PLYMOUTH,624.0,SIOUX CITY IA
4586497,2012,5851,5851,M,247.0,54.0,WV,55.0,MERCER,559.0,BLUEFIELD-BECKLEY-OAK HILL WV
4586534,2012,199,3997,F,895.0,32.0,NV,31.0,WASHOE,811.0,RENO NV
4586558,2012,5851,5851,M,179.0,42.0,PA,107.0,SCHUYLKILL,577.0,WILKES BARRE-SCRANTON PA
4586747,2012,4904,4904,D,871.0,35.0,NM,1.0,BERNALILLO,790.0,ALBUQUERQUE-SANTA FE NM
4586775,2012,5851,5851,M,301.0,13.0,GA,67.0,COBB,524.0,ATLANTA GA
4586824,2012,6,6,F,606.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
4587246,2012,4904,4904,D,495.0,26.0,MI,81.0,KENT,563.0,GRAND RAPIDS-KALAMAZOO-BATTLE CREEK MI
4587956,2012,111,111,F,275.0,37.0,NC,183.0,WAKE,560.0,RALEIGH-DURHAM (FAYETTEVILLE) NC
4587974,2012,130,130,F,775.0,48.0,TX,201.0,HARRIS,618.0,HOUSTON TX
4588359,2012,4904,4904,D,882.0,35.0,NM,25.0,LEA,790.0,ALBUQUERQUE-SANTA FE NM
4588474,2012,4904,4904,D,156.0,42.0,PA,129.0,WESTMORELND,508.0,PITTSBURGH PA
4588663,2012,32,32,F,983.0,53.0,WA,9.0,CLALLAM,819.0,SEATTLE-TACOMA WA
4589318,2012,5851,5851,M,370.0,47.0,TN,125.0,MONTGOMERY,659.0,NASHVILLE TN
4589469,2012,236,236,F,923.0,6.0,CA,71.0,SAN BRNRDINO,803.0,LOS ANGELES CA
4589713,2012,8102,8102,C,782.0,48.0,TX,29.0,BEXAR,641.0,SAN ANTONIO TX
4589844,2012,130,130,F,372.0,47.0,TN,37.0,DAVIDSON,659.0,NASHVILLE TN
4590068,2012,5851,5851,M,280.0,37.0,NC,159.0,ROWAN,517.0,CHARLOTTE NC
4590248,2012,5851,5851,M,291.0,45.0,SC,63.0,LEXINGTON,546.0,COLUMBIA SC
