,upc,dma_code,year,month
61165,1380014660,533.0,2013,6
61893,1380014660,617.0,2013,6
62621,1380014660,752.0,2013,6
63349,1380014660,543.0,2013,6
64077,1380014660,757.0,2013,6
64805,1380014660,762.0,2013,6
65533,1380014660,555.0,2013,6
66261,1380014660,724.0,2013,6
66989,1380014660,771.0,2013,6
67717,1380014660,566.0,2013,6
68445,1380014660,758.0,2013,6
69173,1380014660,800.0,2013,6
69901,1380014660,522.0,2013,6
70629,1380014660,559.0,2013,6
71357,1380014660,807.0,2013,6
72085,1380014660,602.0,2013,6
72813,1380014660,501.0,2013,6
73541,1380014660,819.0,2013,6
74269,1380014660,623.0,2013,6
74997,1380014660,511.0,2013,6
75725,1380014660,828.0,2013,6
76453,1380014660,652.0,2013,6
77181,1380014660,518.0,2013,6
77909,1380014660,866.0,2013,6
78637,1380014660,710.0,2013,6
14,1380014660,528.0,2013,7
742,1380014660,564.0,2013,7
1470,1380014660,746.0,2013,7
2198,1380014660,538.0,2013,7
2926,1380014660,705.0,2013,7
3654,1380014660,754.0,2013,7
4382,1380014660,548.0,2013,7
5110,1380014660,676.0,2013,7
5838,1380014660,766.0,2013,7
6566,1380014660,560.0,2013,7
7294,1380014660,509.0,2013,7
8022,1380014660,789.0,2013,7
8750,1380014660,576.0,2013,7
9478,1380014660,557.0,2013,7
10206,1380014660,802.0,2013,7
10934,1380014660,530.0,2013,7
11662,1380014660,537.0,2013,7
12390,1380014660,811.0,2013,7
13118,1380014660,618.0,2013,7
13846,1380014660,506.0,2013,7
14574,1380014660,821.0,2013,7
15302,1380014660,635.0,2013,7
16030,1380014660,514.0,2013,7
16758,1380014660,855.0,2013,7
17486,1380014660,686.0,2013,7
18214,1380014660,523.0,2013,7
18942,1380014660,881.0,2013,7
19670,1380014660,716.0,2013,7
20398,1380014660,532.0,2013,7
21126,1380014660,613.0,2013,7
21854,1380014660,751.0,2013,7
22582,1380014660,539.0,2013,7
23310,1380014660,755.0,2013,7
24038,1380014660,759.0,2013,7
24766,1380014660,549.0,2013,7
25494,1380014660,737.0,2013,7
26222,1380014660,767.0,2013,7
26950,1380014660,561.0,2013,7
27678,1380014660,669.0,2013,7
28406,1380014660,790.0,2013,7
29134,1380014660,577.0,2013,7
29862,1380014660,541.0,2013,7
30590,1380014660,803.0,2013,7
31318,1380014660,592.0,2013,7
32046,1380014660,500.0,2013,7
32774,1380014660,813.0,2013,7
33502,1380014660,622.0,2013,7
34230,1380014660,510.0,2013,7
34958,1380014660,825.0,2013,7
35686,1380014660,642.0,2013,7
36414,1380014660,517.0,2013,7
37142,1380014660,862.0,2013,7
37870,1380014660,698.0,2013,7
38598,1380014660,524.0,2013,7
39326,1380014660,503.0,2013,7
40054,1380014660,722.0,2013,7
40782,1380014660,533.0,2013,7
41510,1380014660,617.0,2013,7
42238,1380014660,752.0,2013,7
42966,1380014660,543.0,2013,7
43694,1380014660,757.0,2013,7
44422,1380014660,762.0,2013,7
45150,1380014660,555.0,2013,7
45878,1380014660,724.0,2013,7
46606,1380014660,771.0,2013,7
47334,1380014660,566.0,2013,7
48062,1380014660,758.0,2013,7
48790,1380014660,800.0,2013,7
49518,1380014660,522.0,2013,7
50246,1380014660,559.0,2013,7
50974,1380014660,807.0,2013,7
51702,1380014660,602.0,2013,7
52430,1380014660,501.0,2013,7
53158,1380014660,819.0,2013,7
53886,1380014660,623.0,2013,7
54614,1380014660,511.0,2013,7
55342,1380014660,828.0,2013,7
56070,1380014660,652.0,2013,7
56798,1380014660,518.0,2013,7
57526,1380014660,866.0,2013,7
58254,1380014660,710.0,2013,7
58982,1380014660,526.0,2013,7
59710,1380014660,507.0,2013,7
60438,1380014660,740.0,2013,7
61166,1380014660,534.0,2013,7
61894,1380014660,658.0,2013,7
62622,1380014660,753.0,2013,7
63350,1380014660,544.0,2013,7
64078,1380014660,770.0,2013,7
64806,1380014660,764.0,2013,7
65534,1380014660,556.0,2013,7
66262,1380014660,611.0,2013,7
66990,1380014660,773.0,2013,7
67718,1380014660,571.0,2013,7
68446,1380014660,531.0,2013,7
69174,1380014660,801.0,2013,7
69902,1380014660,525.0,2013,7
70630,1380014660,573.0,2013,7
71358,1380014660,810.0,2013,7
72086,1380014660,606.0,2013,7
72814,1380014660,504.0,2013,7
73542,1380014660,820.0,2013,7
74270,1380014660,630.0,2013,7
74998,1380014660,512.0,2013,7
75726,1380014660,839.0,2013,7
76454,1380014660,656.0,2013,7
77182,1380014660,521.0,2013,7
77910,1380014660,868.0,2013,7
78638,1380014660,711.0,2013,7
15,1380014660,532.0,2013,8
743,1380014660,613.0,2013,8
1471,1380014660,751.0,2013,8
2199,1380014660,539.0,2013,8
2927,1380014660,755.0,2013,8
3655,1380014660,759.0,2013,8
4383,1380014660,549.0,2013,8
5111,1380014660,737.0,2013,8
5839,1380014660,767.0,2013,8
6567,1380014660,561.0,2013,8
7295,1380014660,669.0,2013,8
8023,1380014660,790.0,2013,8
8751,1380014660,577.0,2013,8
9479,1380014660,541.0,2013,8
10207,1380014660,803.0,2013,8
10935,1380014660,592.0,2013,8
11663,1380014660,500.0,2013,8
12391,1380014660,813.0,2013,8
13119,1380014660,622.0,2013,8
13847,1380014660,510.0,2013,8
14575,1380014660,825.0,2013,8
15303,1380014660,642.0,2013,8
16031,1380014660,517.0,2013,8
16759,1380014660,862.0,2013,8
17487,1380014660,698.0,2013,8
18215,1380014660,524.0,2013,8
18943,1380014660,503.0,2013,8
19671,1380014660,722.0,2013,8
20399,1380014660,533.0,2013,8
21127,1380014660,617.0,2013,8
21855,1380014660,752.0,2013,8
22583,1380014660,543.0,2013,8
23311,1380014660,757.0,2013,8
24039,1380014660,762.0,2013,8
24767,1380014660,555.0,2013,8
25495,1380014660,724.0,2013,8
26223,1380014660,771.0,2013,8
26951,1380014660,566.0,2013,8
27679,1380014660,758.0,2013,8
28407,1380014660,800.0,2013,8
29135,1380014660,522.0,2013,8
29863,1380014660,559.0,2013,8
30591,1380014660,807.0,2013,8
31319,1380014660,602.0,2013,8
32047,1380014660,501.0,2013,8
32775,1380014660,819.0,2013,8
33503,1380014660,623.0,2013,8
34231,1380014660,511.0,2013,8
34959,1380014660,828.0,2013,8
35687,1380014660,652.0,2013,8
36415,1380014660,518.0,2013,8
37143,1380014660,866.0,2013,8
37871,1380014660,710.0,2013,8
38599,1380014660,526.0,2013,8
39327,1380014660,507.0,2013,8
40055,1380014660,740.0,2013,8
40783,1380014660,534.0,2013,8
41511,1380014660,658.0,2013,8
42239,1380014660,753.0,2013,8
42967,1380014660,544.0,2013,8
43695,1380014660,770.0,2013,8
44423,1380014660,764.0,2013,8
45151,1380014660,556.0,2013,8
45879,1380014660,611.0,2013,8
46607,1380014660,773.0,2013,8
47335,1380014660,571.0,2013,8
48063,1380014660,531.0,2013,8
48791,1380014660,801.0,2013,8
49519,1380014660,525.0,2013,8
50247,1380014660,573.0,2013,8
50975,1380014660,810.0,2013,8
51703,1380014660,606.0,2013,8
52431,1380014660,504.0,2013,8
53159,1380014660,820.0,2013,8
53887,1380014660,630.0,2013,8
54615,1380014660,512.0,2013,8
55343,1380014660,839.0,2013,8
56071,1380014660,656.0,2013,8
56799,1380014660,521.0,2013,8
57527,1380014660,868.0,2013,8
58255,1380014660,711.0,2013,8
58983,1380014660,528.0,2013,8
59711,1380014660,564.0,2013,8
60439,1380014660,746.0,2013,8
61167,1380014660,538.0,2013,8
61895,1380014660,705.0,2013,8
62623,1380014660,754.0,2013,8
63351,1380014660,548.0,2013,8
64079,1380014660,676.0,2013,8
64807,1380014660,766.0,2013,8
65535,1380014660,560.0,2013,8
66263,1380014660,509.0,2013,8
66991,1380014660,789.0,2013,8
67719,1380014660,576.0,2013,8
68447,1380014660,557.0,2013,8
69175,1380014660,802.0,2013,8
69903,1380014660,530.0,2013,8
70631,1380014660,537.0,2013,8
71359,1380014660,811.0,2013,8
72087,1380014660,618.0,2013,8
72815,1380014660,506.0,2013,8
73543,1380014660,821.0,2013,8
74271,1380014660,635.0,2013,8
74999,1380014660,514.0,2013,8
75727,1380014660,855.0,2013,8
76455,1380014660,686.0,2013,8
77183,1380014660,523.0,2013,8
77911,1380014660,881.0,2013,8
78639,1380014660,716.0,2013,8
16,1380014660,533.0,2013,9
744,1380014660,617.0,2013,9
1472,1380014660,752.0,2013,9
2200,1380014660,543.0,2013,9
2928,1380014660,757.0,2013,9
3656,1380014660,762.0,2013,9
4384,1380014660,555.0,2013,9
5112,1380014660,724.0,2013,9
5840,1380014660,771.0,2013,9
6568,1380014660,566.0,2013,9
7296,1380014660,758.0,2013,9
8024,1380014660,800.0,2013,9
8752,1380014660,522.0,2013,9
9480,1380014660,559.0,2013,9
10208,1380014660,807.0,2013,9
10936,1380014660,602.0,2013,9
11664,1380014660,501.0,2013,9
12392,1380014660,819.0,2013,9
13120,1380014660,623.0,2013,9
13848,1380014660,511.0,2013,9
14576,1380014660,828.0,2013,9
15304,1380014660,652.0,2013,9
16032,1380014660,518.0,2013,9
16760,1380014660,866.0,2013,9
17488,1380014660,710.0,2013,9
18216,1380014660,526.0,2013,9
18944,1380014660,507.0,2013,9
19672,1380014660,740.0,2013,9
20400,1380014660,534.0,2013,9
21128,1380014660,658.0,2013,9
21856,1380014660,753.0,2013,9
22584,1380014660,544.0,2013,9
23312,1380014660,770.0,2013,9
24040,1380014660,764.0,2013,9
24768,1380014660,556.0,2013,9
25496,1380014660,611.0,2013,9
26224,1380014660,773.0,2013,9
26952,1380014660,571.0,2013,9
27680,1380014660,531.0,2013,9
28408,1380014660,801.0,2013,9
29136,1380014660,525.0,2013,9
29864,1380014660,573.0,2013,9
30592,1380014660,810.0,2013,9
31320,1380014660,606.0,2013,9
32048,1380014660,504.0,2013,9
32776,1380014660,820.0,2013,9
33504,1380014660,630.0,2013,9
34232,1380014660,512.0,2013,9
34960,1380014660,839.0,2013,9
35688,1380014660,656.0,2013,9
36416,1380014660,521.0,2013,9
37144,1380014660,868.0,2013,9
37872,1380014660,711.0,2013,9
38600,1380014660,528.0,2013,9
39328,1380014660,564.0,2013,9
40056,1380014660,746.0,2013,9
40784,1380014660,538.0,2013,9
41512,1380014660,705.0,2013,9
42240,1380014660,754.0,2013,9
42968,1380014660,548.0,2013,9
43696,1380014660,676.0,2013,9
44424,1380014660,766.0,2013,9
45152,1380014660,560.0,2013,9
45880,1380014660,509.0,2013,9
46608,1380014660,789.0,2013,9
47336,1380014660,576.0,2013,9
48064,1380014660,557.0,2013,9
48792,1380014660,802.0,2013,9
49520,1380014660,530.0,2013,9
50248,1380014660,537.0,2013,9
50976,1380014660,811.0,2013,9
51704,1380014660,618.0,2013,9
52432,1380014660,506.0,2013,9
53160,1380014660,821.0,2013,9
53888,1380014660,635.0,2013,9
54616,1380014660,514.0,2013,9
55344,1380014660,855.0,2013,9
56072,1380014660,686.0,2013,9
56800,1380014660,523.0,2013,9
57528,1380014660,881.0,2013,9
58256,1380014660,716.0,2013,9
58984,1380014660,532.0,2013,9
59712,1380014660,613.0,2013,9
60440,1380014660,751.0,2013,9
61168,1380014660,539.0,2013,9
61896,1380014660,755.0,2013,9
62624,1380014660,759.0,2013,9
63352,1380014660,549.0,2013,9
64080,1380014660,737.0,2013,9
64808,1380014660,767.0,2013,9
65536,1380014660,561.0,2013,9
66264,1380014660,669.0,2013,9
66992,1380014660,790.0,2013,9
67720,1380014660,577.0,2013,9
68448,1380014660,541.0,2013,9
69176,1380014660,803.0,2013,9
69904,1380014660,592.0,2013,9
70632,1380014660,500.0,2013,9
71360,1380014660,813.0,2013,9
72088,1380014660,622.0,2013,9
72816,1380014660,510.0,2013,9
73544,1380014660,825.0,2013,9
74272,1380014660,642.0,2013,9
75000,1380014660,517.0,2013,9
75728,1380014660,862.0,2013,9
76456,1380014660,698.0,2013,9
77184,1380014660,524.0,2013,9
77912,1380014660,503.0,2013,9
78640,1380014660,722.0,2013,9
17,1380014660,534.0,2013,10
745,1380014660,658.0,2013,10
1473,1380014660,753.0,2013,10
2201,1380014660,544.0,2013,10
2929,1380014660,770.0,2013,10
3657,1380014660,764.0,2013,10
4385,1380014660,556.0,2013,10
5113,1380014660,611.0,2013,10
5841,1380014660,773.0,2013,10
6569,1380014660,571.0,2013,10
7297,1380014660,531.0,2013,10
8025,1380014660,801.0,2013,10
8753,1380014660,525.0,2013,10
9481,1380014660,573.0,2013,10
10209,1380014660,810.0,2013,10
10937,1380014660,606.0,2013,10
11665,1380014660,504.0,2013,10
12393,1380014660,820.0,2013,10
13121,1380014660,630.0,2013,10
13849,1380014660,512.0,2013,10
14577,1380014660,839.0,2013,10
15305,1380014660,656.0,2013,10
16033,1380014660,521.0,2013,10
16761,1380014660,868.0,2013,10
17489,1380014660,711.0,2013,10
18217,1380014660,528.0,2013,10
18945,1380014660,564.0,2013,10
19673,1380014660,746.0,2013,10
20401,1380014660,538.0,2013,10
21129,1380014660,705.0,2013,10
21857,1380014660,754.0,2013,10
22585,1380014660,548.0,2013,10
23313,1380014660,676.0,2013,10
24041,1380014660,766.0,2013,10
24769,1380014660,560.0,2013,10
25497,1380014660,509.0,2013,10
26225,1380014660,789.0,2013,10
26953,1380014660,576.0,2013,10
27681,1380014660,557.0,2013,10
28409,1380014660,802.0,2013,10
29137,1380014660,530.0,2013,10
29865,1380014660,537.0,2013,10
30593,1380014660,811.0,2013,10
31321,1380014660,618.0,2013,10
32049,1380014660,506.0,2013,10
32777,1380014660,821.0,2013,10
33505,1380014660,635.0,2013,10
34233,1380014660,514.0,2013,10
34961,1380014660,855.0,2013,10
35689,1380014660,686.0,2013,10
36417,1380014660,523.0,2013,10
37145,1380014660,881.0,2013,10
37873,1380014660,716.0,2013,10
38601,1380014660,532.0,2013,10
39329,1380014660,613.0,2013,10
40057,1380014660,751.0,2013,10
40785,1380014660,539.0,2013,10
41513,1380014660,755.0,2013,10
42241,1380014660,759.0,2013,10
42969,1380014660,549.0,2013,10
43697,1380014660,737.0,2013,10
44425,1380014660,767.0,2013,10
45153,1380014660,561.0,2013,10
45881,1380014660,669.0,2013,10
46609,1380014660,790.0,2013,10
47337,1380014660,577.0,2013,10
48065,1380014660,541.0,2013,10
48793,1380014660,803.0,2013,10
49521,1380014660,592.0,2013,10
50249,1380014660,500.0,2013,10
50977,1380014660,813.0,2013,10
51705,1380014660,622.0,2013,10
52433,1380014660,510.0,2013,10
53161,1380014660,825.0,2013,10
53889,1380014660,642.0,2013,10
54617,1380014660,517.0,2013,10
55345,1380014660,862.0,2013,10
56073,1380014660,698.0,2013,10
56801,1380014660,524.0,2013,10
57529,1380014660,503.0,2013,10
58257,1380014660,722.0,2013,10
58985,1380014660,533.0,2013,10
59713,1380014660,617.0,2013,10
60441,1380014660,752.0,2013,10
61169,1380014660,543.0,2013,10
61897,1380014660,757.0,2013,10
62625,1380014660,762.0,2013,10
63353,1380014660,555.0,2013,10
64081,1380014660,724.0,2013,10
64809,1380014660,771.0,2013,10
65537,1380014660,566.0,2013,10
66265,1380014660,758.0,2013,10
66993,1380014660,800.0,2013,10
67721,1380014660,522.0,2013,10
68449,1380014660,559.0,2013,10
69177,1380014660,807.0,2013,10
69905,1380014660,602.0,2013,10
70633,1380014660,501.0,2013,10
71361,1380014660,819.0,2013,10
72089,1380014660,623.0,2013,10
72817,1380014660,511.0,2013,10
73545,1380014660,828.0,2013,10
74273,1380014660,652.0,2013,10
75001,1380014660,518.0,2013,10
75729,1380014660,866.0,2013,10
76457,1380014660,710.0,2013,10
77185,1380014660,526.0,2013,10
77913,1380014660,507.0,2013,10
78641,1380014660,740.0,2013,10
18,1380014660,538.0,2013,11
746,1380014660,705.0,2013,11
1474,1380014660,754.0,2013,11
2202,1380014660,548.0,2013,11
2930,1380014660,676.0,2013,11
3658,1380014660,766.0,2013,11
4386,1380014660,560.0,2013,11
5114,1380014660,509.0,2013,11
5842,1380014660,789.0,2013,11
6570,1380014660,576.0,2013,11
7298,1380014660,557.0,2013,11
8026,1380014660,802.0,2013,11
8754,1380014660,530.0,2013,11
9482,1380014660,537.0,2013,11
10210,1380014660,811.0,2013,11
10938,1380014660,618.0,2013,11
11666,1380014660,506.0,2013,11
12394,1380014660,821.0,2013,11
13122,1380014660,635.0,2013,11
13850,1380014660,514.0,2013,11
14578,1380014660,855.0,2013,11
15306,1380014660,686.0,2013,11
16034,1380014660,523.0,2013,11
16762,1380014660,881.0,2013,11
17490,1380014660,716.0,2013,11
18218,1380014660,532.0,2013,11
18946,1380014660,613.0,2013,11
19674,1380014660,751.0,2013,11
20402,1380014660,539.0,2013,11
21130,1380014660,755.0,2013,11
21858,1380014660,759.0,2013,11
22586,1380014660,549.0,2013,11
23314,1380014660,737.0,2013,11
24042,1380014660,767.0,2013,11
24770,1380014660,561.0,2013,11
25498,1380014660,669.0,2013,11
26226,1380014660,790.0,2013,11
26954,1380014660,577.0,2013,11
27682,1380014660,541.0,2013,11
28410,1380014660,803.0,2013,11
29138,1380014660,592.0,2013,11
29866,1380014660,500.0,2013,11
30594,1380014660,813.0,2013,11
31322,1380014660,622.0,2013,11
32050,1380014660,510.0,2013,11
32778,1380014660,825.0,2013,11
33506,1380014660,642.0,2013,11
34234,1380014660,517.0,2013,11
34962,1380014660,862.0,2013,11
35690,1380014660,698.0,2013,11
36418,1380014660,524.0,2013,11
37146,1380014660,503.0,2013,11
37874,1380014660,722.0,2013,11
38602,1380014660,533.0,2013,11
39330,1380014660,617.0,2013,11
40058,1380014660,752.0,2013,11
40786,1380014660,543.0,2013,11
41514,1380014660,757.0,2013,11
42242,1380014660,762.0,2013,11
42970,1380014660,555.0,2013,11
43698,1380014660,724.0,2013,11
44426,1380014660,771.0,2013,11
45154,1380014660,566.0,2013,11
45882,1380014660,758.0,2013,11
46610,1380014660,800.0,2013,11
47338,1380014660,522.0,2013,11
48066,1380014660,559.0,2013,11
48794,1380014660,807.0,2013,11
49522,1380014660,602.0,2013,11
50250,1380014660,501.0,2013,11
50978,1380014660,819.0,2013,11
51706,1380014660,623.0,2013,11
52434,1380014660,511.0,2013,11
53162,1380014660,828.0,2013,11
53890,1380014660,652.0,2013,11
54618,1380014660,518.0,2013,11
55346,1380014660,866.0,2013,11
56074,1380014660,710.0,2013,11
56802,1380014660,526.0,2013,11
57530,1380014660,507.0,2013,11
58258,1380014660,740.0,2013,11
58986,1380014660,534.0,2013,11
59714,1380014660,658.0,2013,11
60442,1380014660,753.0,2013,11
61170,1380014660,544.0,2013,11
61898,1380014660,770.0,2013,11
62626,1380014660,764.0,2013,11
63354,1380014660,556.0,2013,11
64082,1380014660,611.0,2013,11
64810,1380014660,773.0,2013,11
65538,1380014660,571.0,2013,11
66266,1380014660,531.0,2013,11
66994,1380014660,801.0,2013,11
67722,1380014660,525.0,2013,11
68450,1380014660,573.0,2013,11
69178,1380014660,810.0,2013,11
69906,1380014660,606.0,2013,11
70634,1380014660,504.0,2013,11
71362,1380014660,820.0,2013,11
72090,1380014660,630.0,2013,11
72818,1380014660,512.0,2013,11
73546,1380014660,839.0,2013,11
74274,1380014660,656.0,2013,11
75002,1380014660,521.0,2013,11
75730,1380014660,868.0,2013,11
76458,1380014660,711.0,2013,11
77186,1380014660,528.0,2013,11
77914,1380014660,564.0,2013,11
78642,1380014660,746.0,2013,11
19,1380014660,539.0,2013,12
747,1380014660,755.0,2013,12
1475,1380014660,759.0,2013,12
2203,1380014660,549.0,2013,12
2931,1380014660,737.0,2013,12
3659,1380014660,767.0,2013,12
4387,1380014660,561.0,2013,12
5115,1380014660,669.0,2013,12
5843,1380014660,790.0,2013,12
6571,1380014660,577.0,2013,12
7299,1380014660,541.0,2013,12
8027,1380014660,803.0,2013,12
8755,1380014660,592.0,2013,12
9483,1380014660,500.0,2013,12
10211,1380014660,813.0,2013,12
10939,1380014660,622.0,2013,12
11667,1380014660,510.0,2013,12
12395,1380014660,825.0,2013,12
13123,1380014660,642.0,2013,12
13851,1380014660,517.0,2013,12
14579,1380014660,862.0,2013,12
15307,1380014660,698.0,2013,12
16035,1380014660,524.0,2013,12
16763,1380014660,503.0,2013,12
17491,1380014660,722.0,2013,12
18219,1380014660,533.0,2013,12
18947,1380014660,617.0,2013,12
19675,1380014660,752.0,2013,12
20403,1380014660,543.0,2013,12
21131,1380014660,757.0,2013,12
21859,1380014660,762.0,2013,12
22587,1380014660,555.0,2013,12
23315,1380014660,724.0,2013,12
24043,1380014660,771.0,2013,12
24771,1380014660,566.0,2013,12
25499,1380014660,758.0,2013,12
26227,1380014660,800.0,2013,12
26955,1380014660,522.0,2013,12
27683,1380014660,559.0,2013,12
28411,1380014660,807.0,2013,12
29139,1380014660,602.0,2013,12
29867,1380014660,501.0,2013,12
30595,1380014660,819.0,2013,12
31323,1380014660,623.0,2013,12
32051,1380014660,511.0,2013,12
32779,1380014660,828.0,2013,12
33507,1380014660,652.0,2013,12
34235,1380014660,518.0,2013,12
34963,1380014660,866.0,2013,12
35691,1380014660,710.0,2013,12
36419,1380014660,526.0,2013,12
37147,1380014660,507.0,2013,12
37875,1380014660,740.0,2013,12
38603,1380014660,534.0,2013,12
39331,1380014660,658.0,2013,12
40059,1380014660,753.0,2013,12
40787,1380014660,544.0,2013,12
41515,1380014660,770.0,2013,12
42243,1380014660,764.0,2013,12
42971,1380014660,556.0,2013,12
43699,1380014660,611.0,2013,12
44427,1380014660,773.0,2013,12
45155,1380014660,571.0,2013,12
45883,1380014660,531.0,2013,12
46611,1380014660,801.0,2013,12
47339,1380014660,525.0,2013,12
48067,1380014660,573.0,2013,12
48795,1380014660,810.0,2013,12
49523,1380014660,606.0,2013,12
50251,1380014660,504.0,2013,12
50979,1380014660,820.0,2013,12
51707,1380014660,630.0,2013,12
52435,1380014660,512.0,2013,12
53163,1380014660,839.0,2013,12
53891,1380014660,656.0,2013,12
54619,1380014660,521.0,2013,12
55347,1380014660,868.0,2013,12
56075,1380014660,711.0,2013,12
56803,1380014660,528.0,2013,12
57531,1380014660,564.0,2013,12
58259,1380014660,746.0,2013,12
58987,1380014660,538.0,2013,12
59715,1380014660,705.0,2013,12
60443,1380014660,754.0,2013,12
61171,1380014660,548.0,2013,12
61899,1380014660,676.0,2013,12
62627,1380014660,766.0,2013,12
63355,1380014660,560.0,2013,12
64083,1380014660,509.0,2013,12
64811,1380014660,789.0,2013,12
65539,1380014660,576.0,2013,12
66267,1380014660,557.0,2013,12
66995,1380014660,802.0,2013,12
67723,1380014660,530.0,2013,12
68451,1380014660,537.0,2013,12
69179,1380014660,811.0,2013,12
69907,1380014660,618.0,2013,12
70635,1380014660,506.0,2013,12
71363,1380014660,821.0,2013,12
72091,1380014660,635.0,2013,12
72819,1380014660,514.0,2013,12
73547,1380014660,855.0,2013,12
74275,1380014660,686.0,2013,12
75003,1380014660,523.0,2013,12
75731,1380014660,881.0,2013,12
76459,1380014660,716.0,2013,12
77187,1380014660,532.0,2013,12
77915,1380014660,613.0,2013,12
78643,1380014660,751.0,2013,12
20,1380014660,543.0,2014,1
748,1380014660,757.0,2014,1
1476,1380014660,762.0,2014,1
2204,1380014660,555.0,2014,1
2932,1380014660,724.0,2014,1
3660,1380014660,771.0,2014,1
4388,1380014660,566.0,2014,1
5116,1380014660,758.0,2014,1
5844,1380014660,800.0,2014,1
6572,1380014660,522.0,2014,1
7300,1380014660,559.0,2014,1
8028,1380014660,807.0,2014,1
8756,1380014660,602.0,2014,1
9484,1380014660,501.0,2014,1
10212,1380014660,819.0,2014,1
10940,1380014660,623.0,2014,1
11668,1380014660,511.0,2014,1
12396,1380014660,828.0,2014,1
13124,1380014660,652.0,2014,1
13852,1380014660,518.0,2014,1
14580,1380014660,866.0,2014,1
15308,1380014660,710.0,2014,1
16036,1380014660,526.0,2014,1
16764,1380014660,507.0,2014,1
17492,1380014660,740.0,2014,1
18220,1380014660,534.0,2014,1
18948,1380014660,658.0,2014,1
19676,1380014660,753.0,2014,1
20404,1380014660,544.0,2014,1
21132,1380014660,770.0,2014,1
21860,1380014660,764.0,2014,1
22588,1380014660,556.0,2014,1
23316,1380014660,611.0,2014,1
24044,1380014660,773.0,2014,1
24772,1380014660,571.0,2014,1
25500,1380014660,531.0,2014,1
26228,1380014660,801.0,2014,1
26956,1380014660,525.0,2014,1
27684,1380014660,573.0,2014,1
28412,1380014660,810.0,2014,1
29140,1380014660,606.0,2014,1
29868,1380014660,504.0,2014,1
30596,1380014660,820.0,2014,1
31324,1380014660,630.0,2014,1
32052,1380014660,512.0,2014,1
32780,1380014660,839.0,2014,1
33508,1380014660,656.0,2014,1
34236,1380014660,521.0,2014,1
34964,1380014660,868.0,2014,1
35692,1380014660,711.0,2014,1
36420,1380014660,528.0,2014,1
37148,1380014660,564.0,2014,1
37876,1380014660,746.0,2014,1
38604,1380014660,538.0,2014,1
39332,1380014660,705.0,2014,1
40060,1380014660,754.0,2014,1
40788,1380014660,548.0,2014,1
41516,1380014660,676.0,2014,1
42244,1380014660,766.0,2014,1
42972,1380014660,560.0,2014,1
43700,1380014660,509.0,2014,1
44428,1380014660,789.0,2014,1
45156,1380014660,576.0,2014,1
45884,1380014660,557.0,2014,1
46612,1380014660,802.0,2014,1
47340,1380014660,530.0,2014,1
48068,1380014660,537.0,2014,1
48796,1380014660,811.0,2014,1
49524,1380014660,618.0,2014,1
50252,1380014660,506.0,2014,1
50980,1380014660,821.0,2014,1
51708,1380014660,635.0,2014,1
52436,1380014660,514.0,2014,1
53164,1380014660,855.0,2014,1
53892,1380014660,686.0,2014,1
54620,1380014660,523.0,2014,1
55348,1380014660,881.0,2014,1
56076,1380014660,716.0,2014,1
56804,1380014660,532.0,2014,1
57532,1380014660,613.0,2014,1
58260,1380014660,751.0,2014,1
58988,1380014660,539.0,2014,1
59716,1380014660,755.0,2014,1
60444,1380014660,759.0,2014,1
61172,1380014660,549.0,2014,1
61900,1380014660,737.0,2014,1
62628,1380014660,767.0,2014,1
63356,1380014660,561.0,2014,1
64084,1380014660,669.0,2014,1
64812,1380014660,790.0,2014,1
65540,1380014660,577.0,2014,1
66268,1380014660,541.0,2014,1
66996,1380014660,803.0,2014,1
67724,1380014660,592.0,2014,1
68452,1380014660,500.0,2014,1
69180,1380014660,813.0,2014,1
69908,1380014660,622.0,2014,1
70636,1380014660,510.0,2014,1
71364,1380014660,825.0,2014,1
72092,1380014660,642.0,2014,1
72820,1380014660,517.0,2014,1
73548,1380014660,862.0,2014,1
74276,1380014660,698.0,2014,1
75004,1380014660,524.0,2014,1
75732,1380014660,503.0,2014,1
76460,1380014660,722.0,2014,1
77188,1380014660,533.0,2014,1
77916,1380014660,617.0,2014,1
78644,1380014660,752.0,2014,1
21,1380014660,544.0,2014,2
749,1380014660,770.0,2014,2
1477,1380014660,764.0,2014,2
2205,1380014660,556.0,2014,2
2933,1380014660,611.0,2014,2
3661,1380014660,773.0,2014,2
4389,1380014660,571.0,2014,2
5117,1380014660,531.0,2014,2
5845,1380014660,801.0,2014,2
6573,1380014660,525.0,2014,2
7301,1380014660,573.0,2014,2
8029,1380014660,810.0,2014,2
8757,1380014660,606.0,2014,2
9485,1380014660,504.0,2014,2
10213,1380014660,820.0,2014,2
10941,1380014660,630.0,2014,2
11669,1380014660,512.0,2014,2
12397,1380014660,839.0,2014,2
13125,1380014660,656.0,2014,2
13853,1380014660,521.0,2014,2
14581,1380014660,868.0,2014,2
15309,1380014660,711.0,2014,2
16037,1380014660,528.0,2014,2
16765,1380014660,564.0,2014,2
17493,1380014660,746.0,2014,2
18221,1380014660,538.0,2014,2
18949,1380014660,705.0,2014,2
19677,1380014660,754.0,2014,2
20405,1380014660,548.0,2014,2
21133,1380014660,676.0,2014,2
21861,1380014660,766.0,2014,2
22589,1380014660,560.0,2014,2
23317,1380014660,509.0,2014,2
24045,1380014660,789.0,2014,2
24773,1380014660,576.0,2014,2
