,store_code_uc,channel_code,upc,year,month,sales,dma_code,volume
141,3885582,F,2580002770,2012,5,748.5868058220743,523.0,
142,1035403,F,2580002770,2012,5,1355.930818092814,524.0,
143,365956,F,2580002770,2012,5,621.468291625873,526.0,
144,6117939,F,2580002770,2012,5,7309.314566281576,528.0,
145,2767655,F,2580002770,2012,5,2295.1953952091894,532.0,
146,6000222,F,2580002770,2012,5,7655.359410482346,533.0,
147,2806203,F,2580002770,2012,5,3820.6175655636057,534.0,
148,6118342,F,2580002770,2012,5,2224.573998433523,538.0,
149,42660,F,2580002770,2012,5,1546.608589387116,539.0,
150,6530416,F,2580002770,2012,5,1680.7892432608837,543.0,
151,5999416,F,2580002770,2012,5,2387.0032110175575,544.0,
152,6425188,F,2580002770,2012,5,1744.3485003589844,548.0,
153,3136744,F,2580002770,2012,5,289.54772678023625,549.0,
154,2090499,F,2580002770,2012,5,2139.8283223027215,555.0,
155,6668755,F,2580002770,2012,5,1045.1966722798772,556.0,
156,5415850,F,2580002770,2012,5,2450.5624681156582,560.0,
157,8342214,F,2580002770,2012,5,1377.1172371255143,561.0,
158,7542512,F,2580002770,2012,5,1645.47854487305,566.0,
159,6391640,F,2580002770,2012,5,861.5810406631421,571.0,
160,6665531,F,2580002770,2012,5,882.7674596958424,576.0,
161,2802807,F,2580002770,2012,5,586.1575932380392,577.0,
162,3074824,F,7590166500,2012,5,59.35403106846812,501.0,
163,8275501,F,7590166500,2012,5,18.838658312120618,503.0,
164,3447676,F,7590166500,2012,5,1746.8942649957587,504.0,
165,5897421,F,7590166500,2012,5,9.419329156060309,507.0,
166,2151454,F,7590166500,2012,5,214.33452490046344,511.0,
167,1653519,F,7590166500,2012,5,22.61016147771033,512.0,
168,4649366,F,7590166500,2012,5,86.56542640819791,544.0,
169,6448050,F,7590166500,2012,5,18.838658312120618,561.0,
170,2540073,F,7590166500,2012,5,52.34846393838523,564.0,
171,6044502,F,7590166500,2012,5,39.54421069120814,566.0,
172,5355757,F,7590166500,2012,5,573.8059203707331,602.0,
173,5592677,F,7590166500,2012,5,57.64742588603878,613.0,
174,4201584,F,7590166500,2012,5,110.23160877227333,617.0,
175,6005977,F,7590166500,2012,5,12.247956530252594,658.0,
176,2845982,F,7590166500,2012,5,36.74386959075778,705.0,
177,1497490,F,7590166500,2012,5,14.133708113047451,800.0,
178,7274381,F,7590166500,2012,5,152.63273311141572,807.0,
179,6795101,F,7590166500,2012,5,42.401124339142356,811.0,
180,5699145,F,7590166500,2012,5,70.66854056523727,828.0,
181,354871,F,7590166500,2012,5,195.03385745055806,862.0,
182,4479319,F,7590166500,2012,5,113.97482566412114,866.0,
183,6755648,F,7590166501,2012,5,79.13556517198616,501.0,
184,3468468,F,7590166501,2012,5,2431.148655570783,504.0,
185,6804456,F,7590166501,2012,5,128.5799716728673,511.0,
186,2296131,F,7590166501,2012,5,24.49591306050519,512.0,
187,8376319,F,7590166501,2012,5,123.93159402127804,544.0,
188,2540073,F,7590166501,2012,5,78.52269590757784,564.0,
189,7374873,F,7590166501,2012,5,139.30989817897003,566.0,
190,2396460,F,7590166501,2012,5,10.352776189543764,577.0,
191,8377478,F,7590166501,2012,5,693.805722341884,602.0,
192,4932838,F,7590166501,2012,5,82.96364088505972,613.0,
193,5020339,F,7590166501,2012,5,171.47139142353635,617.0,
194,6055836,F,7590166501,2012,5,12.247956530252594,658.0,
195,2845982,F,7590166501,2012,5,24.49591306050519,705.0,
196,7554955,F,7590166501,2012,5,13.379407479929508,755.0,
197,2982191,F,7590166501,2012,5,26.758814959859016,757.0,
198,2782303,F,7590166501,2012,5,13.379407479929508,770.0,
199,3323419,F,7590166501,2012,5,13.190832321650023,800.0,
200,1019532,F,7590166501,2012,5,40.13822243978853,801.0,
201,5748474,F,7590166501,2012,5,13.190832321650023,803.0,
202,5692502,F,7590166501,2012,5,93.27870204294759,807.0,
203,4586534,F,7590166501,2012,5,28.267416226094902,811.0,
204,447964,F,7590166501,2012,5,40.13822243978853,820.0,
205,7181451,F,7590166501,2012,5,42.401124339142356,828.0,
206,354871,F,7590166501,2012,5,263.8072176750865,862.0,
207,3925638,F,7590166501,2012,5,85.71683819594021,866.0,
208,2151993,F,7590166501,2012,5,13.379407479929508,881.0,
209,3406501,F,74215876883,2012,5,5550.370348671753,613.0,
210,4931226,F,74215876883,2012,5,164.61668442007706,676.0,
211,3652045,F,74215876883,2012,5,41.12824202075583,737.0,
212,6890087,F,74215878775,2012,5,47.09664578030155,602.0,
213,383285,F,74215878775,2012,5,575.6728144376999,613.0,
214,1085664,F,74215878775,2012,5,11.342795770511064,617.0,
215,790659,F,74215878775,2012,5,72.53543463220416,724.0,
216,366762,F,1380014660,2012,6,2235.6593739269124,500.0,
217,7163040,F,1380014660,2012,6,53089.83525932768,501.0,
218,7228643,F,1380014660,2012,6,30855.872624957512,504.0,
219,8049400,F,1380014660,2012,6,27714.62970716148,506.0,
220,3483048,F,1380014660,2012,6,7093.737760308179,510.0,
221,942898,F,1380014660,2012,6,12291.409975640368,511.0,
222,2711828,F,1380014660,2012,6,11451.858565178363,512.0,
223,7541706,F,1380014660,2012,6,4480.751909769128,514.0,
224,1261735,F,1380014660,2012,6,2216.7930500963053,517.0,
225,3375186,F,1380014660,2012,6,1198.0115632435354,518.0,
226,4948353,F,1380014660,2012,6,5754.228768335091,521.0,
227,3885582,F,1380014660,2012,6,1292.3431823965695,523.0,
228,2047902,F,1380014660,2012,6,3990.2274901733504,524.0,
229,2677247,F,1380014660,2012,6,1235.744210904749,526.0,
230,5579780,F,1380014660,2012,6,10982.088990317157,528.0,
231,3359872,F,1380014660,2012,6,4622.24933849868,532.0,
232,6000222,F,1380014660,2012,6,11848.051365621104,533.0,
233,1310095,F,1380014660,2012,6,7640.8611513957785,534.0,
234,6335949,F,1380014660,2012,6,6273.05267367678,538.0,
235,114761,F,1380014660,2012,6,2754.4832792686007,539.0,
236,6530416,F,1380014660,2012,6,2009.2634879596305,543.0,
237,2089596,F,1380014660,2012,6,5622.164501520844,544.0,
238,6425591,F,1380014660,2012,6,3414.80461333984,548.0,
239,3136744,F,1380014660,2012,6,584.8560387488125,549.0,
240,5919948,F,1380014660,2012,6,4669.415148075197,555.0,
241,6668755,F,1380014660,2012,6,1433.840611126121,556.0,
242,3570160,F,1380014660,2012,6,4197.757052310026,560.0,
243,5006864,F,1380014660,2012,6,2688.4511458614775,561.0,
244,913873,F,1380014660,2012,6,4244.922861886543,566.0,
245,4559217,F,1380014660,2012,6,1641.3701732627962,571.0,
246,6665531,F,1380014660,2012,6,1528.1722302791552,576.0,
247,2802807,F,1380014660,2012,6,943.3161915303427,577.0,
248,366762,F,1380055417,2012,6,1801.7339258229547,500.0,
249,58929,F,1380055417,2012,6,39628.71320618969,501.0,
250,876154,F,1380055417,2012,6,18016.50830903181,504.0,
251,938062,F,1380055417,2012,6,19922.837965120834,506.0,
252,8279957,F,1380055417,2012,6,5225.9717010781005,510.0,
253,942898,F,1380055417,2012,6,11300.927974533504,511.0,
254,2711828,F,1380055417,2012,6,8489.845723773085,512.0,
255,8323010,F,1380055417,2012,6,3556.3020420693933,514.0,
256,26549,F,1380055417,2012,6,2320.557831164643,517.0,
257,3375186,F,1380055417,2012,6,179.23007639076513,518.0,
258,4548177,F,1380055417,2012,6,4735.44728148232,521.0,
259,3885582,F,1380055417,2012,6,801.8187628007914,523.0,
260,2045484,F,1380055417,2012,6,2537.5205552166226,524.0,
261,365956,F,1380055417,2012,6,698.0539817324537,526.0,
