upc,dma_code,year,month,sales,volume
1600042940,500.0,2013,11,7120.727771990269,1152.8891165
1600042940,501.0,2013,11,26210.128319467673,3390.0615595
1600042940,502.0,2013,11,115.53528564502355,19.6462035
1600042940,503.0,2013,11,207.46518863512512,32.743672499999995
1600042940,504.0,2013,11,16017.214383079669,2425.8383655000002
1600042940,505.0,2013,11,4348.61538883336,594.375617
1600042940,506.0,2013,11,26252.430206462494,4390.77056
1600042940,507.0,2013,11,603.661873093376,95.1125725
1600042940,508.0,2013,11,1739.3327306934866,287.520629
1600042940,509.0,2013,11,552.2952960282149,82.63879250000001
1600042940,510.0,2013,11,1081.050289227654,176.50398700000002
1600042940,511.0,2013,11,18960.30076663993,2682.7982335
1600042940,512.0,2013,11,7357.032620726036,1048.1093644999999
1600042940,513.0,2013,11,712.2243202227672,95.7362615
1600042940,514.0,2013,11,670.0061072901158,113.8232425
1600042940,515.0,2013,11,2812.7686802620656,478.369463
1600042940,516.0,2013,11,62.59749563434005,10.602713
1600042940,517.0,2013,11,3140.334039490448,474.00364
1600042940,518.0,2013,11,1511.5254478287588,233.883375
1600042940,519.0,2013,11,566.4455096559391,86.3809265
1600042940,520.0,2013,11,338.3035305424574,53.9490985
1600042940,521.0,2013,11,3087.6565687843517,517.038181
1600042940,522.0,2013,11,183.92488580634915,26.818627000000003
1600042940,523.0,2013,11,3575.773859114681,552.2766095
1600042940,524.0,2013,11,3253.2382407355876,511.7368245
1600042940,525.0,2013,11,111.20282864731048,18.71067
1600042940,526.0,2013,11,494.02096027356697,76.4019025
1600042940,527.0,2013,11,2456.326472460938,375.7726225
1600042940,528.0,2013,11,1729.1151979885806,267.562581
1600042940,529.0,2013,11,1177.5822656380726,176.50398700000002
1600042940,530.0,2013,11,226.31044686337518,33.9910505
1600042940,531.0,2013,11,562.6336912673934,86.3809265
1600042940,532.0,2013,11,2154.3746733799867,337.7275935
1600042940,533.0,2013,11,2281.642921967314,343.652639
1600042940,534.0,2013,11,2490.0099310504597,374.837089
1600042940,535.0,2013,11,2282.0148066881493,327.436725
1600042940,536.0,2013,11,245.52758981245896,39.604251500000004
1600042940,537.0,2013,11,1467.3269487576651,228.89386299999998
1600042940,538.0,2013,11,268.3706087896717,45.2174525
1600042940,539.0,2013,11,2751.435592678555,416.624252
1600042940,540.0,2013,11,13.043856583243587,2.1829115000000003
1600042940,541.0,2013,11,664.8555039065686,99.166551
1600042940,542.0,2013,11,1262.1767425097307,210.80688199999997
1600042940,543.0,2013,11,110.39397937949705,18.71067
1600042940,544.0,2013,11,3220.6146536004303,518.285559
1600042940,545.0,2013,11,691.3058046758688,109.769264
1600042940,546.0,2013,11,519.2905270542203,82.63879250000001
1600042940,547.0,2013,11,782.4733439882602,112.26402
1600042940,548.0,2013,11,989.9664239774494,153.11564950000002
1600042940,549.0,2013,11,207.3722174549168,33.3673615
1600042940,550.0,2013,11,542.2358143296623,82.63879250000001
1600042940,551.0,2013,11,292.189825159073,39.292407
1600042940,553.0,2013,11,62.64398122444428,13.097469
1600042940,554.0,2013,11,337.0391224916225,52.0780315
1600042940,555.0,2013,11,300.71528238418665,51.142498
1600042940,556.0,2013,11,2104.895411273059,348.018462
1600042940,557.0,2013,11,1666.5827821803894,258.5190905
1600042940,558.0,2013,11,53.39334879370486,9.0434905
1600042940,559.0,2013,11,139.78216944338368,20.269892499999997
1600042940,560.0,2013,11,3482.533062483637,527.017205
1600042940,561.0,2013,11,1036.7774132123973,152.4919605
1600042940,563.0,2013,11,290.1537563125084,48.9595865
1600042940,564.0,2013,11,959.23944891856,138.7708025
1600042940,565.0,2013,11,66.80909009778219,11.5382465
1600042940,566.0,2013,11,5338.711972463089,898.4240045
1600042940,567.0,2013,11,708.152182529637,110.70479750000001
1600042940,569.0,2013,11,431.005094328289,73.595302
1600042940,570.0,2013,11,496.0849204741944,78.584814
1600042940,571.0,2013,11,940.4127849263527,151.86827150000002
1600042940,573.0,2013,11,2049.5124792228944,314.339256
1600042940,574.0,2013,11,1036.535688143855,174.63291999999996
1600042940,575.0,2013,11,267.6826220561294,42.410852
1600042940,576.0,2013,11,1033.7186613835393,153.427494
1600042940,577.0,2013,11,1256.4590149269106,212.05426
1600042940,581.0,2013,11,159.61292218184315,23.700182
1600042940,582.0,2013,11,207.09330391429148,32.431828
1600042940,584.0,2013,11,556.246571187073,86.069082
1600042940,588.0,2013,11,262.08575700758144,40.8516295
1600042940,592.0,2013,11,180.1595530079076,26.5067825
1600042940,596.0,2013,11,127.80748143253713,18.086981
1600042940,597.0,2013,11,179.9829077655115,25.259404500000002
1600042940,598.0,2013,11,319.8487512710828,47.7122085
1600042940,600.0,2013,11,10.821845376261967,1.8710669999999998
1600042940,602.0,2013,11,13518.539538033852,1913.1660075
1600042940,603.0,2013,11,79.99240345133845,12.7856245
1600042940,604.0,2013,11,309.9380234608634,47.7122085
1600042940,605.0,2013,11,569.234645062192,85.44539300000001
1600042940,606.0,2013,11,12.030470718971634,1.8710669999999998
1600042940,609.0,2013,11,2073.3409927103125,326.5011915
1600042940,610.0,2013,11,125.8829780022225,22.1409595
1600042940,611.0,2013,11,684.6118797008613,109.145575
1600042940,612.0,2013,11,702.3042952945265,114.13508700000001
1600042940,613.0,2013,11,8492.647695618025,1441.0334345
1600042940,616.0,2013,11,1919.9199511303532,308.726055
1600042940,617.0,2013,11,4942.04113498577,822.9576355
1600042940,618.0,2013,11,5825.388209500192,951.7494140000001
1600042940,619.0,2013,11,367.9520399109277,59.250455
1600042940,622.0,2013,11,497.674727655759,71.4123905
