date,value
11-Dec-15,"1,391.50"
10-Dec-15,"1,388.00"
9-Dec-15,"1,391.50"
8-Dec-15,"1,449.00"
7-Dec-15,"1,462.50"
4-Dec-15,"1,476.00"
3-Dec-15,"1,485.00"
2-Dec-15,"1,523.50"
1-Dec-15,"1,536.00"
30-Nov-15,"1,494.50"
27-Nov-15,"1,486.00"
26-Nov-15,"1,471.00"
25-Nov-15,"1,459.00"
24-Nov-15,"1,459.00"
23-Nov-15,"1,490.50"
20-Nov-15,"1,529.00"
19-Nov-15,"1,530.00"
18-Nov-15,"1,535.00"
17-Nov-15,"1,524.50"
16-Nov-15,"1,535.00"
13-Nov-15,"1,518.50"
12-Nov-15,"1,507.00"
11-Nov-15,"1,507.00"
10-Nov-15,"1,501.00"
9-Nov-15,"1,470.00"
6-Nov-15,"1,455.50"
5-Nov-15,"1,456.50"
4-Nov-15,"1,470.00"
3-Nov-15,"1,452.00"
2-Nov-15,"1,452.00"
30-Oct-15,"1,478.50"
29-Oct-15,"1,468.50"
28-Oct-15,"1,445.50"
27-Oct-15,"1,435.00"
26-Oct-15,"1,431.50"
23-Oct-15,"1,445.50"
22-Oct-15,"1,432.00"
21-Oct-15,"1,432.00"
20-Oct-15,"1,324.00"
19-Oct-15,"1,306.00"
16-Oct-15,"1,316.00"
15-Oct-15,"1,309.50"
14-Oct-15,"1,309.50"
13-Oct-15,"1,314.50"
12-Oct-15,"1,292.00"
9-Oct-15,"1,260.00"
8-Oct-15,"1,271.50"
7-Oct-15,"1,267.00"
6-Oct-15,"1,265.50"
5-Oct-15,"1,249.00"
1-Oct-15,"1,209.00"
30-Sep-15,"1,196.00"
29-Sep-15,"1,209.00"
28-Sep-15,"1,209.00"
25-Sep-15,"1,301.00"
24-Sep-15,"1,198.50"
23-Sep-15,"1,192.00"
22-Sep-15,"1,190.00"
21-Sep-15,"1,196.50"
18-Sep-15,"1,155.00"
17-Sep-15,"1,170.50"
16-Sep-15,"1,170.50"
15-Sep-15,"1,172.50"
14-Sep-15,"1,171.00"
11-Sep-15,"1,162.00"
10-Sep-15,"1,165.00"
9-Sep-15,"1,165.50"
8-Sep-15,"1,194.50"
7-Sep-15,"1,213.00"
4-Sep-15,"1,209.00"
3-Sep-15,"1,207.00"
2-Sep-15,"1,203.50"
1-Sep-15,"1,206.50"
31-Aug-15,"1,197.00"
28-Aug-15,"1,198.50"
27-Aug-15,"1,206.00"
26-Aug-15,"1,205.50"
25-Aug-15,"1,211.50"
24-Aug-15,"1,199.00"
21-Aug-15,"1,186.00"
20-Aug-15,"1,180.00"
19-Aug-15,"1,166.00"
18-Aug-15,"1,147.00"
17-Aug-15,"1,142.00"
14-Aug-15,"1,127.50"
13-Aug-15,"1,130.00"
12-Aug-15,"1,128.00"
11-Aug-15,"1,114.50"
10-Aug-15,"1,120.50"
7-Aug-15,"1,123.00"
6-Aug-15,"1,100.50"
5-Aug-15,"1,114.50"
4-Aug-15,"1,138.00"
3-Aug-15,"1,140.50"
31-Jul-15,"1,149.50"
30-Jul-15,"1,156.50"
29-Jul-15,"1,146.00"
28-Jul-15,"1,153.50"
27-Jul-15,"1,153.00"
24-Jul-15,"1,165.50"
23-Jul-15,"1,175.50"
22-Jul-15,"1,179.00"
21-Jul-15,"1,187.00"
20-Jul-15,"1,171.00"
17-Jul-15,"1,177.50"
16-Jul-15,"1,165.00"
15-Jul-15,"1,168.50"
14-Jul-15,"1,172.50"
13-Jul-15,"1,169.00"
10-Jul-15,"1,195.00"
9-Jul-15,"1,207.50"
8-Jul-15,"1,187.50"
7-Jul-15,"1,191.50"
6-Jul-15,"1,207.50"
3-Jul-15,"1,209.00"
2-Jul-15,"1,218.50"
1-Jul-15,"1,220.50"
30-Jun-15,"1,219.00"
29-Jun-15,"1,226.00"
26-Jun-15,"1,235.50"
25-Jun-15,"1,242.00"
24-Jun-15,"1,232.50"
23-Jun-15,"1,230.00"
22-Jun-15,"1,227.00"
19-Jun-15,"1,218.50"
18-Jun-15,"1,242.00"
17-Jun-15,"1,248.00"
16-Jun-15,"1,247.00"
15-Jun-15,"1,248.50"
12-Jun-15,"1,262.00"
11-Jun-15,"1,264.50"
10-Jun-15,"1,246.00"
9-Jun-15,"1,249.00"
8-Jun-15,"1,222.50"
5-Jun-15,"1,235.00"
4-Jun-15,"1,244.00"
3-Jun-15,"1,239.50"
2-Jun-15,"1,242.50"
1-Jun-15,"1,253.50"
29-May-15,"1,258.50"
28-May-15,"1,263.50"
27-May-15,"1,268.00"
26-May-15,"1,267.00"
25-May-15,"1,262.00"
22-May-15,"1,275.00"
21-May-15,"1,270.50"
20-May-15,"1,238.00"
19-May-15,"1,238.00"
18-May-15,"1,244.00"
15-May-15,"1,235.50"
