dma_code,DHHI
500,0.05883637762662295
501,0.09749734723575657
502,0.057446669707807596
503,0.0671090841090051
504,0.07636113528570942
505,0.06572039882948158
506,0.08226053912840467
507,0.0668692091875199
508,0.06426180022241336
509,0.06962044591068103
510,0.06778150325485674
511,0.08203796545027064
512,0.07164390737888138
513,0.06435136170128461
514,0.07230259463832803
515,0.06461650452692562
516,0.06009264975822359
517,0.07747986286204733
518,0.07036051746988171
519,0.06661559101852563
520,0.06882437628731929
521,0.08738871529229524
522,0.06297484950365417
523,0.052844799703547274
524,0.08363613054887956
525,0.06501597550869423
526,0.06789615997048067
527,0.06697448905075254
528,0.1294595988823608
529,0.06382417620958376
530,0.061545994834472956
531,0.05375145875560122
532,0.06492830698086689
533,0.08401049935360305
534,0.07970000185535146
535,0.06946443938962737
536,0.06340372818962829
537,0.053345417369297016
538,0.06197074112632649
539,0.06487843970685798
540,0.05368078341407458
541,0.06291920019841576
542,0.06661177515626462
543,0.07162451475464296
544,0.07923989570658188
545,0.06736868161948568
546,0.06831114534977692
547,0.06868155854230204
548,0.08630339817223187
549,0.06061102157091358
550,0.06649082407074164
551,0.06327752218320251
552,0.043154714637640604
553,0.05759708582805621
554,0.058945955605596
555,0.05837249842311158
556,0.07643368715532728
557,0.059449364061076634
558,0.06143728711076439
559,0.05526263379699396
560,0.0731313672002851
561,0.07013774355224113
563,0.060845586426524184
564,0.05526743222238599
565,0.053122222016302956
566,0.0628258089577413
567,0.06526439134936096
569,0.07114298219653616
570,0.06587349040699218
571,0.07217021421351172
573,0.06912256668853252
574,0.07014104188288477
575,0.061883760658606374
576,0.06108411583854369
577,0.07066015151017464
581,0.05912133631202021
582,0.06991275741120248
583,0.05585284269056895
584,0.07172169619485082
588,0.0636473750564884
592,0.06145359664245227
596,0.05558960785564922
597,0.06096069548459858
598,0.0557795328282337
600,0.04604691659220425
602,0.06452846370269076
603,0.058502466794285314
604,0.0653970978475453
605,0.06842050772135962
606,0.058594215767386784
609,0.06236117645392271
610,0.06539878040424263
611,0.06474555196414665
612,0.06662612189300747
613,0.06863704928201857
616,0.0624307078824749
617,0.06996617560614295
618,0.0673286467534292
619,0.06486124771668651
622,0.05650731785486336
623,0.06830454153531376
624,0.06607596553780457
625,0.05856667349054853
626,0.053963400189069685
627,0.05528004930302616
628,0.06383721928103324
630,0.06196007818779549
631,0.06042653597049813
632,0.05987257549226058
633,0.05780602806773437
634,0.053064853056370376
635,0.06294046518579585
636,0.05188874460797607
637,0.06703096503396833
638,0.06001779621060842
639,0.06470651574140247
640,0.07088261712014676
641,0.05927474069631966
642,0.05469245086608977
643,0.05664419922821559
644,0.05957668446186082
647,0.0658432457537748
648,0.0667054068918061
649,0.06457826159961833
650,0.05950417425563734
651,0.05753720527136483
652,0.06514879963612558
656,0.05753293330051408
657,0.05107037844047397
658,0.0734013790732615
659,0.06824190155568438
661,0.055827268746514516
662,0.0578627748901811
669,0.0745076631309877
670,0.07664252286924053
671,0.06604462839266928
673,0.06422370642781475
675,0.06910050836031989
676,0.06437968481797265
678,0.06448968990822235
679,0.07038707545471143
682,0.06135637498346701
686,0.05944651982719201
687,0.06849080338782013
691,0.061354636978699445
692,0.05284561851037473
693,0.06654228515283708
698,0.06365824541809716
702,0.0659826698427857
705,0.06715233433517964
709,0.06753213436924328
710,0.057681215724867674
711,0.05862505525828045
716,0.0600308367977813
717,0.05896134641361629
718,0.0662970585992995
722,0.06695522043731643
724,0.06264767081686898
725,0.06120862305352212
734,0.06417723040937066
736,0.059083830452715674
737,0.06357373169391968
740,0.04934493452858792
746,0.0559827360928776
749,0.052872227062783564
751,0.06413547472783791
752,0.06210871570647521
753,0.06417532750486092
754,0.05741797880638298
755,0.05084666737456117
756,0.05153407685415659
757,0.05999463421945794
758,0.057785864891412575
759,0.0596172425407705
760,0.05541690349531028
762,0.0527989526218238
764,0.06186532354543299
765,0.056558215256323124
766,0.056891236826918705
767,0.053630728759695045
770,0.05434879093490899
771,0.05977049894274046
773,0.06089179783199587
789,0.06326475642828933
790,0.05608196288283754
798,0.05348589654711916
800,0.061988656962653335
801,0.06186262874675247
802,0.06027313812126463
803,0.06610481830785861
807,0.06438320284566111
810,0.06074832251891829
811,0.058118635263455856
813,0.05847633006912564
819,0.06013821467198954
820,0.06327433732517174
821,0.05874435072226583
825,0.06486749690553094
828,0.06134042719938797
839,0.05957146478946157
855,0.06528344996900078
862,0.06660096864127663
866,0.06148926562848503
868,0.06256845278415663
881,0.05855564537529527
