,t,Price
0,7/1/1959,1.964
1,7/2/1959,1.9709999999999999
2,7/6/1959,1.97
3,7/7/1959,1.9709999999999999
4,7/8/1959,1.964
5,7/9/1959,1.955
6,7/10/1959,1.956
7,7/13/1959,1.9609999999999999
8,7/14/1959,1.955
9,7/15/1959,1.953
10,7/16/1959,1.9509999999999998
11,7/17/1959,1.944
12,7/20/1959,1.954
13,7/21/1959,1.9469999999999998
14,7/22/1959,1.945
15,7/23/1959,1.942
16,7/24/1959,1.944
17,7/27/1959,1.953
18,7/28/1959,1.945
19,7/29/1959,1.945
20,7/30/1959,1.95
21,7/31/1959,1.962
22,8/3/1959,1.956
23,8/4/1959,1.9669999999999999
24,8/5/1959,1.956
25,8/6/1959,1.953
26,8/7/1959,1.953
27,8/10/1959,1.955
28,8/11/1959,1.96
29,8/12/1959,1.954
30,8/13/1959,1.9509999999999998
31,8/14/1959,1.954
32,8/17/1959,1.955
33,8/18/1959,1.952
34,8/19/1959,1.955
35,8/20/1959,1.953
36,8/21/1959,1.953
37,8/24/1959,1.9709999999999999
38,8/25/1959,1.9669999999999999
39,8/26/1959,1.97
40,8/27/1959,1.964
41,8/28/1959,1.964
42,8/31/1959,1.972
43,9/1/1959,1.9769999999999999
44,9/2/1959,1.983
45,9/3/1959,1.982
46,9/4/1959,1.9809999999999999
47,9/8/1959,1.975
48,9/9/1959,1.9669999999999999
49,9/10/1959,1.966
50,9/11/1959,1.966
51,9/14/1959,1.966
52,9/15/1959,1.9669999999999999
53,9/16/1959,1.9569999999999999
54,9/17/1959,1.9569999999999999
55,9/18/1959,1.9609999999999999
56,9/21/1959,1.96
57,9/22/1959,1.942
58,9/23/1959,1.953
59,9/24/1959,1.953
60,9/25/1959,1.946
61,9/28/1959,1.946
62,9/29/1959,1.952
63,9/30/1959,1.964
64,10/1/1959,1.96
65,10/2/1959,1.963
66,10/5/1959,1.9569999999999999
67,10/6/1959,1.966
68,10/7/1959,1.97
69,10/8/1959,1.97
70,10/9/1959,1.966
71,10/12/1959,1.974
72,10/13/1959,1.973
73,10/14/1959,1.9669999999999999
74,10/15/1959,1.965
75,10/16/1959,1.976
76,10/19/1959,1.975
77,10/20/1959,1.9809999999999999
78,10/21/1959,2.0
79,10/22/1959,2.003
80,10/23/1959,2.0069999999999997
81,10/26/1959,2.003
82,10/27/1959,2.003
83,10/28/1959,2.011
84,10/29/1959,1.996
85,10/30/1959,2.003
86,11/2/1959,2.005
87,11/3/1959,2.004
88,11/4/1959,2.0
89,11/5/1959,1.996
90,11/6/1959,1.9969999999999999
91,11/9/1959,2.01
92,11/10/1959,2.02
93,11/11/1959,2.0140000000000002
94,11/12/1959,2.015
95,11/13/1959,2.026
96,11/16/1959,2.02
97,11/17/1959,2.01
98,11/18/1959,2.005
99,11/19/1959,1.994
100,11/20/1959,1.983
101,11/23/1959,1.9769999999999999
102,11/24/1959,1.995
103,11/25/1959,2.0084
104,11/27/1959,2.0124
105,11/30/1959,2.022
106,12/1/1959,2.032
107,12/2/1959,2.036
108,12/3/1959,2.031
109,12/4/1959,2.03
110,12/7/1959,2.026
111,12/8/1959,2.017
112,12/9/1959,2.016
113,12/10/1959,2.016
114,12/11/1959,2.012
115,12/14/1959,2.016
116,12/15/1959,2.024
117,12/16/1959,2.023
118,12/17/1959,2.006
119,12/18/1959,2.012
120,12/21/1959,2.0140000000000002
121,12/22/1959,2.013
122,12/23/1959,2.025
123,12/24/1959,2.031
124,12/28/1959,2.033
125,12/29/1959,2.036
126,12/30/1959,2.041
127,12/31/1959,2.042
128,1/4/1960,2.0469999999999997
129,1/5/1960,2.037
130,1/6/1960,2.037
131,1/7/1960,2.0340000000000003
132,1/8/1960,2.042
133,1/11/1960,2.045
134,1/12/1960,2.043
135,1/13/1960,2.0340000000000003
136,1/14/1960,2.023
137,1/15/1960,2.026
138,1/18/1960,2.026
139,1/19/1960,2.021
140,1/20/1960,2.016
141,1/21/1960,2.022
142,1/22/1960,2.022
143,1/25/1960,2.023
144,1/26/1960,2.031
145,1/27/1960,2.021
146,1/28/1960,2.02
147,1/29/1960,2.005
148,2/1/1960,1.995
149,2/2/1960,1.9909999999999999
150,2/3/1960,1.9909999999999999
151,2/4/1960,1.984
152,2/5/1960,1.986
153,2/8/1960,1.985
154,2/9/1960,1.99
155,2/10/1960,1.982
156,2/11/1960,1.9909999999999999
157,2/12/1960,2.001
158,2/15/1960,1.995
159,2/16/1960,2.002
160,2/17/1960,1.9969999999999999
161,2/18/1960,1.995
162,2/19/1960,1.9969999999999999
163,2/23/1960,1.995
164,2/24/1960,1.9958
165,2/25/1960,1.984
166,2/26/1960,1.9846
167,2/29/1960,1.996
168,3/1/1960,2.001
169,3/2/1960,2.001
170,3/3/1960,2.005
171,3/4/1960,2.0
172,3/7/1960,2.01
173,3/8/1960,2.017
174,3/9/1960,2.016
175,3/10/1960,2.005
176,3/11/1960,2.017
177,3/14/1960,2.0340000000000003
178,3/15/1960,2.042
179,3/16/1960,2.046
180,3/17/1960,2.042
181,3/18/1960,2.041
182,3/21/1960,2.051
183,3/22/1960,2.055
184,3/23/1960,2.0709999999999997
185,3/24/1960,2.083
186,3/25/1960,2.076
187,3/28/1960,2.063
188,3/29/1960,2.063
189,3/30/1960,2.074
190,3/31/1960,2.075
191,4/1/1960,2.082
192,4/4/1960,2.08
193,4/5/1960,2.077
194,4/6/1960,2.083
195,4/7/1960,2.0869999999999997
196,4/8/1960,2.075
197,4/11/1960,2.063
198,4/12/1960,2.072
199,4/13/1960,2.057
200,4/14/1960,2.057
201,4/18/1960,2.064
202,4/19/1960,2.072
203,4/20/1960,2.08
204,4/21/1960,2.084
205,4/22/1960,2.0869999999999997
206,4/25/1960,2.081
207,4/26/1960,2.0362
208,4/27/1960,1.9982
209,4/28/1960,1.9452
210,4/29/1960,1.9006
211,5/2/1960,1.8459999999999999
212,5/3/1960,1.8519999999999999
213,5/4/1960,1.855
214,5/5/1960,1.8559999999999999
215,5/6/1960,1.8530000000000002
216,5/9/1960,1.855
217,5/10/1960,1.854
218,5/11/1960,1.851
219,5/12/1960,1.851
220,5/13/1960,1.85
221,5/16/1960,1.854
222,5/17/1960,1.8559999999999999
223,5/18/1960,1.8559999999999999
224,5/19/1960,1.8559999999999999
225,5/20/1960,1.86
226,5/23/1960,1.86
227,5/24/1960,1.85
228,5/25/1960,1.8459999999999999
229,5/26/1960,1.845
230,5/27/1960,1.845
231,5/31/1960,1.845
232,6/1/1960,1.8459999999999999
233,6/2/1960,1.845
234,6/3/1960,1.85
235,6/6/1960,1.8430000000000002
236,6/7/1960,1.8419999999999999
237,6/8/1960,1.8459999999999999
238,6/9/1960,1.8519999999999999
239,6/10/1960,1.85
240,6/13/1960,1.844
241,6/14/1960,1.841
242,6/15/1960,1.8419999999999999
243,6/16/1960,1.8419999999999999
244,6/17/1960,1.835
245,6/20/1960,1.825
246,6/21/1960,1.825
247,6/22/1960,1.821
248,6/23/1960,1.821
249,6/24/1960,1.817
250,6/27/1960,1.8288
251,6/28/1960,1.835
252,6/29/1960,1.8408
253,6/30/1960,1.8524
254,7/1/1960,1.86
255,7/5/1960,1.8659999999999999
256,7/6/1960,1.86
257,7/7/1960,1.851
258,7/8/1960,1.847
259,7/11/1960,1.85
260,7/12/1960,1.8530000000000002
261,7/13/1960,1.855
262,7/14/1960,1.855
263,7/15/1960,1.8459999999999999
264,7/18/1960,1.837
265,7/19/1960,1.83
266,7/20/1960,1.8319999999999999
267,7/21/1960,1.8419999999999999
268,7/22/1960,1.8359999999999999
269,7/25/1960,1.831
270,7/26/1960,1.835
271,7/27/1960,1.841
272,7/28/1960,1.8419999999999999
273,7/29/1960,1.84
274,8/1/1960,1.847
275,8/2/1960,1.847
276,8/3/1960,1.8519999999999999
277,8/4/1960,1.861
278,8/5/1960,1.8630000000000002
279,8/8/1960,1.8619999999999999
280,8/9/1960,1.857
281,8/10/1960,1.8559999999999999
282,8/11/1960,1.854
283,8/12/1960,1.8559999999999999
284,8/15/1960,1.8559999999999999
285,8/16/1960,1.85
286,8/17/1960,1.85
287,8/18/1960,1.8519999999999999
288,8/19/1960,1.8559999999999999
289,8/22/1960,1.857
290,8/23/1960,1.857
291,8/24/1960,1.86
292,8/25/1960,1.86
293,8/26/1960,1.875
294,8/29/1960,1.8869999999999998
295,8/30/1960,1.8906
296,8/31/1960,1.9012
297,9/1/1960,1.923
298,9/2/1960,1.922
299,9/6/1960,1.922
300,9/7/1960,1.92
301,9/8/1960,1.9240000000000002
302,9/9/1960,1.93
303,9/12/1960,1.926
304,9/13/1960,1.932
305,9/14/1960,1.931
306,9/15/1960,1.933
307,9/16/1960,1.932
308,9/19/1960,1.9269999999999998
309,9/20/1960,1.93
310,9/21/1960,1.933
311,9/22/1960,1.9340000000000002
312,9/23/1960,1.9369999999999998
313,9/26/1960,1.944
314,9/27/1960,1.9469999999999998
315,9/28/1960,1.95
316,9/29/1960,1.9509999999999998
317,9/30/1960,1.945
318,10/3/1960,1.952
319,10/4/1960,1.9609999999999999
320,10/5/1960,1.96
321,10/6/1960,1.9569999999999999
322,10/7/1960,1.96
323,10/10/1960,1.953
324,10/11/1960,1.956
325,10/12/1960,1.96
326,10/13/1960,1.9569999999999999
327,10/14/1960,1.953
328,10/17/1960,1.9509999999999998
329,10/18/1960,1.9469999999999998
330,10/19/1960,1.956
331,10/20/1960,1.96
332,10/21/1960,1.965
333,10/24/1960,1.966
334,10/25/1960,1.964
335,10/26/1960,1.975
336,10/27/1960,1.98
337,10/28/1960,1.983
338,10/31/1960,1.992
339,11/1/1960,1.995
340,11/2/1960,1.9969999999999999
341,11/3/1960,2.012
342,11/4/1960,2.002
343,11/7/1960,2.0
344,11/9/1960,2.005
345,11/10/1960,1.9869999999999999
346,11/11/1960,1.9969999999999999
347,11/14/1960,2.002
348,11/15/1960,1.996
349,11/16/1960,1.9909999999999999
350,11/17/1960,1.9869999999999999
351,11/18/1960,2.004
352,11/21/1960,2.01
353,11/22/1960,2.017
354,11/23/1960,2.036
355,11/25/1960,2.0304
356,11/28/1960,2.0252
357,11/29/1960,2.0386
358,11/30/1960,2.0516
359,12/1/1960,2.0469999999999997
360,12/2/1960,2.046
361,12/5/1960,2.051
362,12/6/1960,2.05
363,12/7/1960,2.055
364,12/8/1960,2.061
365,12/9/1960,2.066
366,12/12/1960,2.066
367,12/13/1960,2.053
368,12/14/1960,2.057
369,12/15/1960,2.056
370,12/16/1960,2.057
371,12/19/1960,2.052
372,12/20/1960,2.063
373,12/21/1960,2.075
374,12/22/1960,2.077
375,12/23/1960,2.081
376,12/27/1960,2.07
377,12/28/1960,2.077
378,12/29/1960,2.083
379,12/30/1960,2.085
380,1/3/1961,2.084
381,1/4/1961,2.097
382,1/5/1961,2.105
383,1/6/1961,2.122
384,1/9/1961,2.1069999999999998
385,1/10/1961,2.106
386,1/11/1961,2.095
387,1/12/1961,2.0869999999999997
388,1/13/1961,2.096
389,1/16/1961,2.105
390,1/17/1961,2.112
391,1/18/1961,2.106
392,1/19/1961,2.1109999999999998
393,1/20/1961,2.11
394,1/23/1961,2.117
395,1/24/1961,2.125
396,1/25/1961,2.137
397,1/26/1961,2.145
398,1/27/1961,2.151
399,1/30/1961,2.153
400,1/31/1961,2.1319999999999997
401,2/1/1961,2.141
402,2/2/1961,2.144
403,2/3/1961,2.141
404,2/6/1961,2.136
405,2/7/1961,2.113
406,2/8/1961,2.1069999999999998
407,2/9/1961,2.11
408,2/10/1961,2.104
409,2/13/1961,2.09
410,2/14/1961,2.086
411,2/15/1961,2.102
412,2/16/1961,2.114
413,2/17/1961,2.104
414,2/20/1961,2.113
415,2/21/1961,2.121
416,2/23/1961,2.1206
417,2/24/1961,2.1072
418,2/27/1961,2.1068
419,2/28/1961,2.1144
420,3/1/1961,2.103
421,3/2/1961,2.104
422,3/3/1961,2.106
423,3/6/1961,2.102
424,3/7/1961,2.085
425,3/8/1961,2.095
426,3/9/1961,2.084
427,3/10/1961,2.083
428,3/13/1961,2.076
429,3/14/1961,2.081
430,3/15/1961,2.081
431,3/16/1961,2.08
432,3/17/1961,2.062
433,3/20/1961,2.055
434,3/21/1961,2.06
435,3/22/1961,2.053
436,3/23/1961,2.053
437,3/24/1961,2.06
438,3/27/1961,2.0469999999999997
439,3/28/1961,2.03
440,3/29/1961,1.994
441,3/30/1961,1.992
442,4/3/1961,1.963
443,4/4/1961,1.9709999999999999
444,4/5/1961,1.964
445,4/6/1961,1.974
446,4/7/1961,1.9869999999999999
447,4/10/1961,1.9609999999999999
448,4/11/1961,1.9509999999999998
449,4/12/1961,1.926
450,4/13/1961,1.922
451,4/14/1961,1.9169999999999998
452,4/17/1961,1.895
453,4/18/1961,1.89
454,4/19/1961,1.916
455,4/20/1961,1.916
456,4/21/1961,1.9140000000000001
457,4/24/1961,1.8969999999999998
458,4/25/1961,1.8946
459,4/26/1961,1.8906
460,4/27/1961,1.8904
461,4/28/1961,1.8864
462,5/1/1961,1.885
463,5/2/1961,1.8869999999999998
464,5/3/1961,1.88
465,5/4/1961,1.875
466,5/5/1961,1.874
467,5/8/1961,1.865
468,5/9/1961,1.867
469,5/10/1961,1.8659999999999999
470,5/11/1961,1.8719999999999999
471,5/12/1961,1.875
472,5/15/1961,1.886
473,5/16/1961,1.876
474,5/17/1961,1.876
475,5/18/1961,1.876
476,5/19/1961,1.8719999999999999
477,5/22/1961,1.8619999999999999
478,5/23/1961,1.8630000000000002
479,5/24/1961,1.8559999999999999
480,5/25/1961,1.85
481,5/26/1961,1.855
482,5/29/1961,1.855
483,5/31/1961,1.857
484,6/1/1961,1.857
485,6/2/1961,1.865
486,6/5/1961,1.875
487,6/6/1961,1.871
488,6/7/1961,1.87
489,6/8/1961,1.876
490,6/9/1961,1.871
491,6/12/1961,1.8719999999999999
492,6/13/1961,1.87
493,6/14/1961,1.871
494,6/15/1961,1.8769999999999998
495,6/16/1961,1.875
496,6/19/1961,1.882
497,6/20/1961,1.9
498,6/21/1961,1.8940000000000001
499,6/22/1961,1.89
500,6/23/1961,1.8840000000000001
501,6/26/1961,1.885
502,6/27/1961,1.9062
503,6/28/1961,1.9226
504,6/29/1961,1.95
505,6/30/1961,1.95
506,7/3/1961,1.9569999999999999
507,7/5/1961,1.955
508,7/6/1961,1.9469999999999998
509,7/7/1961,1.931
510,7/10/1961,1.922
511,7/11/1961,1.935
512,7/12/1961,1.9369999999999998
513,7/13/1961,1.931
514,7/14/1961,1.926
515,7/17/1961,1.944
516,7/18/1961,1.953
517,7/19/1961,1.9669999999999999
518,7/20/1961,1.97
519,7/21/1961,1.964
520,7/24/1961,1.973
521,7/25/1961,1.973
522,7/26/1961,1.9509999999999998
523,7/27/1961,1.946
524,7/28/1961,1.955
525,7/31/1961,1.963
526,8/1/1961,1.974
527,8/2/1961,1.974
528,8/3/1961,1.964
529,8/4/1961,1.973
530,8/7/1961,1.984
531,8/8/1961,1.983
532,8/9/1961,1.9769999999999999
533,8/10/1961,1.983
534,8/11/1961,1.985
535,8/14/1961,2.002
536,8/15/1961,2.004
537,8/16/1961,1.995
538,8/17/1961,1.985
539,8/18/1961,1.993
540,8/21/1961,1.99
541,8/22/1961,1.986
542,8/23/1961,1.982
543,8/24/1961,1.9769999999999999
544,8/25/1961,1.985
545,8/28/1961,1.9968
546,8/29/1961,1.9976
547,8/30/1961,2.0128
548,8/31/1961,2.0184
549,9/1/1961,2.032
550,9/5/1961,2.041
551,9/6/1961,2.04
552,9/7/1961,2.043
553,9/8/1961,2.053
554,9/11/1961,2.053
555,9/12/1961,2.056
556,9/13/1961,2.055
557,9/14/1961,2.053
558,9/15/1961,2.053
559,9/18/1961,2.046
560,9/19/1961,2.046
561,9/20/1961,2.06
562,9/21/1961,2.061
563,9/22/1961,2.066
564,9/25/1961,2.0709999999999997
565,9/26/1961,2.063
566,9/27/1961,2.0469999999999997
567,9/28/1961,2.044
568,9/29/1961,2.045
569,10/2/1961,2.026
570,10/3/1961,2.0340000000000003
571,10/4/1961,2.031
572,10/5/1961,2.022
573,10/6/1961,2.0269999999999997
574,10/9/1961,2.024
575,10/10/1961,2.032
576,10/11/1961,2.04
577,10/12/1961,2.043
578,10/13/1961,2.041
579,10/16/1961,2.044
580,10/17/1961,2.037
581,10/18/1961,2.037
582,10/19/1961,2.033
583,10/20/1961,2.037
584,10/23/1961,2.051
585,10/24/1961,2.051
586,10/25/1961,2.044
587,10/26/1961,2.03
588,10/27/1961,2.0269999999999997
589,10/30/1961,2.022
590,10/31/1961,2.024
591,11/1/1961,2.026
592,11/2/1961,2.023
593,11/3/1961,2.024
594,11/6/1961,2.024
595,11/7/1961,2.035
596,11/8/1961,2.033
597,11/9/1961,2.026
598,11/10/1961,2.032
599,11/13/1961,2.0340000000000003
600,11/14/1961,2.035
601,11/15/1961,2.0269999999999997
602,11/16/1961,2.031
603,11/17/1961,2.024
604,11/20/1961,2.025
605,11/21/1961,2.0340000000000003
606,11/22/1961,2.0340000000000003
607,11/24/1961,2.044
608,11/27/1961,2.0598
609,11/28/1961,2.073
610,11/29/1961,2.0828
611,11/30/1961,2.0872
612,12/1/1961,2.092
613,12/4/1961,2.095
614,12/5/1961,2.092
615,12/6/1961,2.102
616,12/7/1961,2.102
617,12/8/1961,2.1
618,12/11/1961,2.096
619,12/12/1961,2.092
620,12/13/1961,2.0909999999999997
621,12/14/1961,2.0909999999999997
622,12/15/1961,2.093
623,12/18/1961,2.084
624,12/19/1961,2.086
625,12/20/1961,2.09
626,12/21/1961,2.085
627,12/22/1961,2.082
628,12/26/1961,2.066
629,12/27/1961,2.066
630,12/28/1961,2.0709999999999997
631,12/29/1961,2.072
632,1/2/1962,2.063
633,1/3/1962,2.064
634,1/4/1962,2.065
635,1/5/1962,2.07
636,1/8/1962,2.0709999999999997
637,1/9/1962,2.0709999999999997
638,1/10/1962,2.056
639,1/11/1962,2.046
640,1/12/1962,2.046
641,1/15/1962,2.043
642,1/16/1962,2.045
643,1/17/1962,2.044
644,1/18/1962,2.031
645,1/19/1962,2.03
646,1/22/1962,2.013
647,1/23/1962,2.023
648,1/24/1962,2.0140000000000002
649,1/25/1962,2.026
650,1/26/1962,2.023
651,1/29/1962,2.04
652,1/30/1962,2.0269999999999997
653,1/31/1962,2.026
654,2/1/1962,2.036
655,2/2/1962,2.031
656,2/5/1962,2.036
657,2/6/1962,2.037
658,2/7/1962,2.0269999999999997
659,2/8/1962,2.026
660,2/9/1962,2.03
661,2/12/1962,2.023
662,2/13/1962,2.026
663,2/14/1962,2.025
664,2/15/1962,2.024
665,2/16/1962,2.013
666,2/19/1962,1.996
667,2/20/1962,2.002
668,2/21/1962,2.004
669,2/23/1962,2.0098
670,2/26/1962,2.022
671,2/27/1962,2.0224
672,2/28/1962,2.0314
673,3/1/1962,2.052
674,3/2/1962,2.0540000000000003
675,3/5/1962,2.062
676,3/6/1962,2.061
677,3/7/1962,2.06
678,3/8/1962,2.061
679,3/9/1962,2.06
680,3/12/1962,2.06
681,3/13/1962,2.057
682,3/14/1962,2.06
683,3/15/1962,2.062
684,3/16/1962,2.073
685,3/19/1962,2.066
686,3/20/1962,2.065
687,3/21/1962,2.07
688,3/22/1962,2.073
689,3/23/1962,2.06
690,3/26/1962,2.063
691,3/27/1962,2.064
692,3/28/1962,2.062
693,3/29/1962,2.065
694,3/30/1962,2.073
695,4/2/1962,2.077
696,4/3/1962,2.082
697,4/4/1962,2.094
698,4/5/1962,2.0909999999999997
699,4/6/1962,2.0869999999999997
700,4/9/1962,2.09
701,4/10/1962,2.097
702,4/11/1962,2.103
703,4/12/1962,2.105
704,4/13/1962,2.115
705,4/16/1962,2.116
706,4/17/1962,2.097
707,4/18/1962,2.104
708,4/19/1962,2.102
709,4/23/1962,2.101
710,4/24/1962,2.096
711,4/25/1962,2.1014
712,4/26/1962,2.1062
713,4/27/1962,2.1244
714,4/30/1962,2.1398
715,5/1/1962,2.147
716,5/2/1962,2.147
717,5/3/1962,2.15
718,5/4/1962,2.153
719,5/7/1962,2.162
720,5/8/1962,2.155
721,5/9/1962,2.15
722,5/10/1962,2.1519999999999997
723,5/11/1962,2.144
724,5/14/1962,2.153
725,5/15/1962,2.166
726,5/16/1962,2.156
727,5/17/1962,2.151
728,5/18/1962,2.151
729,5/21/1962,2.157
730,5/22/1962,2.147
731,5/23/1962,2.134
732,5/24/1962,2.135
733,5/25/1962,2.144
734,5/28/1962,2.135
735,5/29/1962,2.142
736,5/31/1962,2.144
737,6/1/1962,2.147
738,6/4/1962,2.15
739,6/5/1962,2.153
740,6/6/1962,2.146
741,6/7/1962,2.145
742,6/8/1962,2.141
743,6/11/1962,2.147
744,6/12/1962,2.15
745,6/13/1962,2.153
746,6/14/1962,2.145
747,6/15/1962,2.144
748,6/18/1962,2.142
749,6/19/1962,2.1430000000000002
750,6/20/1962,2.142
751,6/21/1962,2.141
752,6/22/1962,2.125
753,6/25/1962,2.1319999999999997
754,6/26/1962,2.14
755,6/27/1962,2.135
756,6/28/1962,2.1288
757,6/29/1962,2.1342
758,7/2/1962,2.147
759,7/3/1962,2.155
760,7/5/1962,2.153
761,7/6/1962,2.161
762,7/9/1962,2.156
763,7/10/1962,2.161
764,7/11/1962,2.155
765,7/12/1962,2.155
766,7/13/1962,2.162
767,7/16/1962,2.154
768,7/17/1962,2.15
769,7/18/1962,2.144
770,7/19/1962,2.14
771,7/20/1962,2.1430000000000002
772,7/23/1962,2.144
773,7/24/1962,2.147
774,7/25/1962,2.1430000000000002
775,7/26/1962,2.133
776,7/27/1962,2.125
777,7/30/1962,2.125
778,7/31/1962,2.123
779,8/1/1962,2.116
780,8/2/1962,2.114
781,8/3/1962,2.122
782,8/6/1962,2.12
783,8/7/1962,2.104
784,8/8/1962,2.073
785,8/9/1962,2.0540000000000003
786,8/10/1962,2.07
787,8/13/1962,2.075
788,8/14/1962,2.083
789,8/15/1962,2.086
790,8/16/1962,2.08
791,8/17/1962,2.07
792,8/20/1962,2.074
793,8/21/1962,2.073
794,8/22/1962,2.097
795,8/23/1962,2.09
796,8/24/1962,2.081
797,8/27/1962,2.07
798,8/28/1962,2.0864
799,8/29/1962,2.108
800,8/30/1962,2.1158
801,8/31/1962,2.127
802,9/4/1962,2.15
803,9/5/1962,2.145
804,9/6/1962,2.145
805,9/7/1962,2.157
806,9/10/1962,2.154
807,9/11/1962,2.144
808,9/12/1962,2.134
809,9/13/1962,2.1069999999999998
810,9/14/1962,2.11
811,9/17/1962,2.084
812,9/18/1962,2.0709999999999997
813,9/19/1962,2.082
814,9/20/1962,2.083
815,9/21/1962,2.085
816,9/24/1962,2.075
817,9/25/1962,2.0540000000000003
818,9/26/1962,2.016
819,9/27/1962,1.994
820,9/28/1962,1.9969999999999999
821,10/1/1962,2.0140000000000002
822,10/2/1962,2.011
823,10/3/1962,2.02
824,10/4/1962,2.033
825,10/5/1962,2.036
826,10/8/1962,2.033
827,10/9/1962,2.031
828,10/10/1962,2.042
829,10/11/1962,2.033
830,10/12/1962,2.04
831,10/15/1962,2.0540000000000003
832,10/16/1962,2.057
833,10/17/1962,2.056
834,10/18/1962,2.05
835,10/19/1962,2.052
836,10/22/1962,2.072
837,10/23/1962,2.106
838,10/24/1962,2.076
839,10/25/1962,2.072
840,10/26/1962,2.076
841,10/29/1962,2.053
842,10/30/1962,2.065
843,10/31/1962,2.066
844,11/1/1962,2.073
845,11/2/1962,2.077
846,11/5/1962,2.083
847,11/7/1962,2.095
848,11/8/1962,2.07
849,11/9/1962,2.084
850,11/12/1962,2.082
851,11/13/1962,2.074
852,11/14/1962,2.0669999999999997
853,11/15/1962,2.055
854,11/16/1962,2.061
855,11/19/1962,2.0669999999999997
856,11/20/1962,2.045
857,11/21/1962,2.044
858,11/23/1962,2.043
859,11/26/1962,2.0540000000000003
860,11/27/1962,2.0716
861,11/28/1962,2.0716
862,11/29/1962,2.072
863,11/30/1962,2.0888
864,12/3/1962,2.1109999999999998
865,12/4/1962,2.101
866,12/5/1962,2.102
867,12/6/1962,2.104
868,12/7/1962,2.102
869,12/10/1962,2.102
870,12/11/1962,2.0909999999999997
871,12/12/1962,2.101
872,12/13/1962,2.104
873,12/14/1962,2.1109999999999998
874,12/17/1962,2.1069999999999998
875,12/18/1962,2.103
876,12/19/1962,2.11
877,12/20/1962,2.112
878,12/21/1962,2.113
879,12/26/1962,2.106
880,12/27/1962,2.104
881,12/28/1962,2.106
882,12/31/1962,2.1109999999999998
883,1/2/1963,2.106
884,1/3/1963,2.114
885,1/4/1963,2.1069999999999998
886,1/7/1963,2.09
887,1/8/1963,2.066
888,1/9/1963,2.072
889,1/10/1963,2.081
890,1/11/1963,2.082
891,1/14/1963,2.066
892,1/15/1963,2.0869999999999997
893,1/16/1963,2.094
894,1/17/1963,2.096
895,1/18/1963,2.085
896,1/21/1963,2.0909999999999997
897,1/22/1963,2.086
898,1/23/1963,2.104
899,1/24/1963,2.101
900,1/25/1963,2.106
901,1/28/1963,2.122
902,1/29/1963,2.122
903,1/30/1963,2.116
904,1/31/1963,2.114
905,2/1/1963,2.084
906,2/4/1963,2.0909999999999997
907,2/5/1963,2.1
908,2/6/1963,2.105
909,2/7/1963,2.102
910,2/8/1963,2.103
911,2/11/1963,2.082
912,2/12/1963,2.066
913,2/13/1963,2.066
914,2/14/1963,2.073
915,2/15/1963,2.081
916,2/18/1963,2.055
917,2/19/1963,2.053
918,2/20/1963,2.0540000000000003
919,2/21/1963,2.072
920,2/25/1963,2.0668
921,2/26/1963,2.0626
922,2/27/1963,2.06
923,2/28/1963,2.0662
924,3/1/1963,2.075
925,3/4/1963,2.066
926,3/5/1963,2.076
927,3/6/1963,2.066
928,3/7/1963,2.063
929,3/8/1963,2.0709999999999997
930,3/11/1963,2.07
931,3/12/1963,2.07
932,3/13/1963,2.061
933,3/14/1963,2.061
934,3/15/1963,2.06
935,3/18/1963,2.041
936,3/19/1963,2.016
937,3/20/1963,2.004
938,3/21/1963,2.032
939,3/22/1963,2.046
940,3/25/1963,2.037
941,3/26/1963,2.036
942,3/27/1963,2.042
943,3/28/1963,2.063
944,3/29/1963,2.073
945,4/1/1963,2.074
946,4/2/1963,2.066
947,4/3/1963,2.083
948,4/4/1963,2.103
949,4/5/1963,2.096
950,4/8/1963,2.12
951,4/9/1963,2.102
952,4/10/1963,2.101
953,4/11/1963,2.112
954,4/15/1963,2.085
955,4/16/1963,2.076
956,4/17/1963,2.083
957,4/18/1963,2.084
958,4/19/1963,2.096
959,4/22/1963,2.102
960,4/23/1963,2.104
961,4/24/1963,2.093
962,4/25/1963,2.0568
963,4/26/1963,2.0008
964,4/29/1963,1.9662
965,4/30/1963,1.9302
966,5/1/1963,1.882
967,5/2/1963,1.8730000000000002
968,5/3/1963,1.8769999999999998
969,5/6/1963,1.88
970,5/7/1963,1.883
971,5/8/1963,1.8730000000000002
972,5/9/1963,1.88
973,5/10/1963,1.88
974,5/13/1963,1.871
975,5/14/1963,1.867
976,5/15/1963,1.865
977,5/16/1963,1.854
978,5/17/1963,1.85
979,5/20/1963,1.854
980,5/21/1963,1.851
981,5/22/1963,1.85
982,5/23/1963,1.8619999999999999
983,5/24/1963,1.861
984,5/27/1963,1.851
985,5/28/1963,1.854
986,5/29/1963,1.8530000000000002
987,5/31/1963,1.8519999999999999
988,6/3/1963,1.8519999999999999
989,6/4/1963,1.85
990,6/5/1963,1.8519999999999999
991,6/6/1963,1.857
992,6/7/1963,1.8630000000000002
993,6/10/1963,1.8719999999999999
994,6/11/1963,1.865
995,6/12/1963,1.867
996,6/13/1963,1.8659999999999999
997,6/14/1963,1.89
998,6/17/1963,1.8940000000000001
999,6/18/1963,1.881
1000,6/19/1963,1.8840000000000001
1001,6/20/1963,1.891
1002,6/21/1963,1.8719999999999999
1003,6/24/1963,1.86
