dma_code,DHHI
500,0.05994393544770734
501,0.09853459870650823
502,0.05915979686205172
503,0.06823225751640355
504,0.07751186032305374
505,0.06667510787208096
506,0.08332933901001172
507,0.0680143938192207
508,0.0652624147383184
509,0.07085882891434113
510,0.06856225365447693
511,0.08263038575444957
512,0.07260195005811625
513,0.06567248728572891
514,0.07381665135299798
515,0.06647770224314017
516,0.06157637594788229
517,0.07795507464381868
518,0.0702784829518235
519,0.0672007800209071
520,0.0697611425089135
521,0.08922225129363605
522,0.0642553868814564
523,0.054184353181031535
524,0.08540468655811012
525,0.06608612953261696
526,0.06944300746179918
527,0.0680491084942697
528,0.13004928860074166
529,0.06452002204788312
530,0.06173621086822505
531,0.054474295911937046
532,0.06620694197735913
533,0.08508695330488794
534,0.08120809784180039
535,0.07064640288440102
536,0.06439023924370212
537,0.054516074105019026
538,0.06270877816463796
539,0.06609607549854389
540,0.05527471603564731
541,0.06287069294489095
542,0.06837943617718911
543,0.07287832481245543
544,0.07986429756182627
545,0.06788961696804115
546,0.06907987676200969
547,0.0701835528742968
548,0.08752802796383526
549,0.06229156078366575
550,0.0668615131589263
551,0.06453699513382512
552,0.044636503264722724
553,0.05911646780943884
554,0.06053269577746166
555,0.059325182996404976
556,0.0770113346069714
557,0.06034151713358009
558,0.06286082119862002
559,0.05562657128186378
560,0.07390929791984899
561,0.07036584186159835
563,0.06242124174707285
564,0.056075274286654056
565,0.055621380287025346
566,0.0641505402024124
567,0.06598068125032919
569,0.07154968466674295
570,0.06625935938035973
571,0.07387206940377979
573,0.06942209184007625
574,0.07095107009035698
575,0.06307175798202876
576,0.06166684832755187
577,0.07266066402941962
581,0.06072818795547187
582,0.07139054910616385
583,0.057600041095334495
584,0.0715484183811753
588,0.06473776843146256
592,0.06194380734723412
596,0.05725442015918733
597,0.06208711772703518
598,0.056492710931774215
600,0.04714620370109526
602,0.06546067988187965
603,0.060034105059141585
604,0.06673196712681002
605,0.06992709753596868
606,0.05975312285468551
609,0.06353840014945517
610,0.06678104299643255
611,0.0654784271026031
612,0.06753850033994561
613,0.0695297351103836
616,0.06370755603313738
617,0.07097205106418719
618,0.06850368305870996
619,0.06631770613166103
622,0.058096554417713
623,0.0693231952905809
624,0.06675724840102662
625,0.059423411517393776
626,0.05574750585799054
627,0.0563923806332982
628,0.06489579041668067
630,0.06299243702533194
631,0.059251827320654475
632,0.06079644361764652
633,0.05816309274711533
634,0.05424690617911235
635,0.06361086711967093
636,0.052778232113135794
637,0.0674939429204449
638,0.06099241152689633
639,0.06579608382928653
640,0.07178216658470027
641,0.06055268623946007
642,0.056209374315750835
643,0.05823623460662125
644,0.06085761915315627
647,0.06811184828469541
648,0.06796250273447885
649,0.06576401184314243
650,0.06074696723504637
651,0.05860877287635716
652,0.06613110181367077
656,0.05826356119007167
657,0.051308547201764074
658,0.07488912353558788
659,0.06866023870696758
661,0.05615882515733353
662,0.05932791473785366
669,0.07596289376651756
670,0.07758479172819403
671,0.06752857918171988
673,0.06619934541169663
675,0.0705389256294865
676,0.06507590142368747
678,0.06641814489345377
679,0.07048967003169997
682,0.06154893436547888
686,0.06010771401125685
687,0.06975957799812052
691,0.06276036104915127
692,0.054460235070632496
693,0.06771841493353292
698,0.06356246092215181
702,0.0679516286538543
705,0.06865517646615128
709,0.06842329465049829
710,0.058420139892148976
711,0.05967168255033482
716,0.06106041778972
717,0.05972672911294885
718,0.0674518440675393
722,0.06799622008054527
724,0.06373387564317805
725,0.062177626154307844
734,0.06497586460375884
736,0.06000840623709096
737,0.06395166733175899
740,0.050830655954347194
746,0.05718604850759125
749,0.05379564035824802
751,0.06484718942077333
752,0.06315862599029867
753,0.06507989640369731
754,0.05827704883679301
755,0.051818710915439714
756,0.05163343534305705
757,0.06115714740121475
758,0.05950677110747088
759,0.0606087948991227
760,0.05649082025865668
762,0.053179059595790744
764,0.06297765263494669
765,0.05780360548580318
766,0.05733931590768071
767,0.05457974082509257
770,0.05531566156853632
771,0.06051763141797131
773,0.06189364771143399
789,0.06445543949907424
790,0.057123650542048196
798,0.05435019992893722
800,0.06315723053973732
801,0.06395997688147852
802,0.06126129441705602
803,0.06661569210536246
807,0.0649326315716628
810,0.06249665062774304
811,0.058806951575476774
813,0.0604122010793518
819,0.061915867061377305
820,0.06553723414941251
821,0.060802836332267254
825,0.06556672375174141
828,0.06200574889726111
839,0.060605518041148845
855,0.06620729757640959
862,0.06779685146748578
866,0.06276949510143279
868,0.06393529873191375
881,0.060223342053107115
