dma_code_month,median,min,max,mean,sum
500200601,0.00016712885522578275,8.004255518476185e-08,0.019680863468829246,0.0008204311667413931,0.2576153863567974
500200602,0.00016736898289133705,8.004255518476185e-08,0.021061597545766392,0.0008761498243184616,0.28912944202509233
500200603,0.00018153651515903988,1.2840159894222215e-07,0.021229686911654392,0.0008463750204199165,0.27337913159563304
500200604,0.0002673421343171046,1.600851103695237e-07,0.020334010719136902,0.0010814195996847243,0.3514613698975354
500200605,0.0002482119636279465,8.004255518476185e-08,0.034242205108041116,0.0011233089908082906,0.3639521130218861
500200606,0.00026846273008969125,8.004255518476185e-08,0.032354801656784435,0.0011627472729833221,0.3778928637195797
500200607,0.0003508265193748112,8.004255518476185e-08,0.07036941239068338,0.001972386587771203,0.6666666666666665
500200608,0.00027862813459815603,1.600851103695237e-07,0.045715504968224886,0.0013901897587350342,0.46154299990003134
500200609,0.0002727850280696684,1.600851103695237e-07,0.040471116752519284,0.0013682472631610073,0.46109932768525946
500200610,0.00021491426067108557,8.004255518476185e-08,0.0278139875011529,0.0009259827128216728,0.30742626065679535
500200611,0.0002065097923766856,8.004255518476185e-08,0.023313995048665586,0.0009550005227626809,0.3199251751254981
500200612,0.00023972745277836175,8.004255518476185e-08,0.034129345105230614,0.0011882143472315412,0.4063693067531871
500200701,0.00016456749345987036,8.004255518476185e-08,0.025573596381531408,0.0008400148911211698,0.306605435259227
500200702,0.00017193140853686846,8.004255518476185e-08,0.02738656025646627,0.0008683454719942659,0.31694609727790707
500200703,0.00019642443042340558,1.600851103695237e-07,0.028361478578616667,0.0009944822163394933,0.3739253133436495
500200704,0.00016008511036952368,8.004255518476185e-08,0.018302530668547645,0.0008068183997361109,0.30901144709893047
500200705,0.0001905012813397332,8.004255518476185e-08,0.04437559259443197,0.001103590568942229,0.4182608256291048
500200706,0.0002459707720827732,8.004255518476185e-08,0.061446268338686126,0.0014541137735271767,0.5671043716755989
500200707,0.00020747030303890272,8.004255518476185e-08,0.06302630837803333,0.0014140499367333607,0.5444092256423438
500200708,0.00026317992144749697,1.600851103695237e-07,0.046800882016530265,0.0013428298028485789,0.5062468356739143
500200709,0.00026702196409636556,8.004255518476185e-08,0.04587398922749072,0.0013822131447362835,0.5238587818550514
500200710,0.00020450872849706655,1.600851103695237e-07,0.025652838511164327,0.0009243516506381363,0.34201011073611043
500200711,0.00016488766368060942,8.004255518476185e-08,0.026207533418594726,0.0009077536259808755,0.3413153633688092
500200712,0.0001997862177411656,8.004255518476185e-08,0.03987319886528912,0.0011733145772123334,0.4423395956090497
500200801,0.00015560272727917706,8.004255518476185e-08,0.03073393991429301,0.000874594196166084,0.32447444677761716
500200802,0.00014951949308513514,8.004255518476185e-08,0.03009760160057416,0.0008950797571388697,0.33296966965565955
500200803,0.000189220600456777,1.600851103695237e-07,0.025395901909021242,0.0010019830066938511,0.37874957653027574
500200804,0.00014231566311850657,8.004255518476185e-08,0.020084277946960445,0.0008427740053867736,0.3253107660792946
500200805,0.00019906583474450275,8.004255518476185e-08,0.0506693387086098,0.0013439861087072257,0.5187786379609891
500200806,0.00019422326015582463,8.004255518476185e-08,0.042063163175144205,0.0011683162756346403,0.44512850101679796
500200807,0.0002266805162832456,1.494127696782221e-07,0.06731018593152177,0.0015843802110596362,0.6068176208358407
500200808,0.0002643805597752685,8.004255518476185e-08,0.06671947187425824,0.001689831287780734,0.6556545396589248
500200809,0.00017865498317238846,8.004255518476185e-08,0.02973981137889827,0.0010005061933100756,0.38319387203775895
500200810,0.00017601357885129132,8.004255518476185e-08,0.024776372531891185,0.0008915131510823645,0.342341050015628
500200811,0.00020170723906559992,8.004255518476185e-08,0.025422315952232214,0.0011124777185333307,0.42607896619826563
500200812,0.00015704349327250278,1.600851103695237e-07,0.033243274019335294,0.0009488282111951841,0.36245237667656033
500200901,0.0001863390684701256,1.600851103695237e-07,0.042178424454610265,0.0011069628106162431,0.42175283084478865
500200902,0.00015560272727917706,8.004255518476185e-08,0.02039164135886993,0.0008057675617094972,0.30538590588789943
500200903,0.00014215557800813702,8.004255518476185e-08,0.017284389366597475,0.0007783723334935703,0.30434358239598597
500200904,0.00015944476992804562,1.600851103695237e-07,0.01859020361188168,0.0008519622087414214,0.33141329920041296
500200905,0.00023060260148729893,8.004255518476185e-08,0.04112906655613803,0.0012699319219646808,0.5054329049419429
500200906,0.00020979153713926083,8.004255518476185e-08,0.030157633516962726,0.001024376366015286,0.4015555354779921
500200907,0.00025213404883199985,8.004255518476185e-08,0.05170669022380432,0.0012984754266712052,0.5103008426817837
500200908,0.0003366589871071084,8.004255518476185e-08,0.05512130562798625,0.001625984238629629,0.6438897584973331
500200909,0.00020819068603556557,1.4674468450539674e-07,0.03679956474619426,0.001070893065808158,0.42407365406003056
500200910,0.00021947668631661698,8.004255518476185e-08,0.02997033393783038,0.0010494743105745074,0.41454235267693046
500200911,0.00015752374860361133,8.004255518476185e-08,0.02749221642931016,0.0008439684162418822,0.3350554612480272
500200912,0.00015272119529252562,8.004255518476185e-08,0.02648368023398216,0.0008534972233010951,0.34225238654373913
501200601,4.1999119079103615e-05,2.8915056164615224e-08,0.01928709425325864,0.0004777840729143205,0.22790300278013087
501200602,4.163768087704592e-05,1.6867116096025546e-08,0.02167761760661204,0.00052291442411839,0.2577968110903663
